season,teamId,team,conference,trackedShots,assistedPct,dunks_made,dunks_attempted,dunks_pct,dunks_assistedPct,dunks_assisted,layups_made,layups_attempted,layups_pct,layups_assistedPct,layups_assisted,tipIns_made,tipIns_attempted,tipIns_pct,twoPointJumpers_made,twoPointJumpers_attempted,twoPointJumpers_pct,twoPointJumpers_assistedPct,twoPointJumpers_assisted,threePointJumpers_made,threePointJumpers_attempted,threePointJumpers_pct,threePointJumpers_assistedPct,threePointJumpers_assisted,attemptsBreakdown_threePointJumpers,attemptsBreakdown_twoPointJumpers,attemptsBreakdown_tipIns,attemptsBreakdown_layups,attemptsBreakdown_dunks
2021,11,Arizona,Pac-12,1264,26.7,61,68,89.7,85.2,52,195,354,55.1,48.2,94,2,4,50.0,163,455,35.8,44.2,72,138,383,36.0,87.0,120,30.3,36.0,0.3,28.0,5.4
2021,12,Arkansas,SEC,2000,22.9,96,103,93.2,72.9,70,371,657,56.5,39.4,146,13,21,61.9,210,545,38.5,29.0,61,226,674,33.5,80.1,181,33.7,27.3,1.1,32.9,5.2
2021,13,Arkansas State,Sun Belt,1284,25.5,59,65,90.8,72.9,43,212,395,53.7,38.2,81,0,0,0.0,167,459,36.4,44.3,74,144,365,39.5,90.3,130,28.4,35.7,0.0,30.8,5.1
2021,14,Arkansas-Pine Bluff,SWAC,1202,17.0,28,37,75.7,71.4,20,149,307,48.5,20.8,31,0,0,0.0,173,500,34.6,35.8,62,110,358,30.7,82.7,91,29.8,41.6,0.0,25.5,3.1
2021,15,Army,Patriot,1168,23.2,19,19,100.0,84.2,16,274,462,59.3,35.4,97,0,0,0.0,81,213,38.0,23.5,19,153,474,32.3,90.8,139,40.6,18.2,0.0,39.6,1.6
2021,16,Auburn,SEC,1494,25.0,99,112,88.4,75.8,75,211,376,56.1,37.4,79,3,6,50.0,119,315,37.8,29.4,35,229,685,33.4,80.3,184,45.9,21.1,0.4,25.2,7.5
2021,17,Austin Peay,OVC,1538,22.2,37,39,94.9,59.5,22,297,469,63.3,33.0,98,5,7,71.4,171,472,36.2,34.5,59,190,551,34.5,85.8,163,35.8,30.7,0.5,30.5,2.5
2021,18,BYU,WCC,1585,26.6,32,35,91.4,75.0,24,251,384,65.4,39.8,100,6,6,100.0,235,527,44.6,36.6,86,236,633,37.3,89.8,212,39.9,33.2,0.4,24.2,2.2
2021,19,Ball State,MAC,1378,23.1,23,26,88.5,73.9,17,277,468,59.2,42.2,117,0,0,0.0,118,316,37.3,18.6,22,195,568,34.3,83.1,162,41.2,22.9,0.0,34.0,1.9
2021,20,Baylor,Big 12,1885,26.8,87,104,83.7,82.8,72,326,544,59.9,42.9,140,20,30,66.7,186,484,38.4,33.9,63,298,723,41.2,77.2,230,38.4,25.7,1.6,28.9,5.5
2021,21,Bellarmine,ASUN,1141,28.6,9,10,90.0,66.7,6,241,355,67.9,58.1,140,0,0,0.0,194,407,47.7,26.3,51,140,369,37.9,92.1,129,32.3,35.7,0.0,31.1,0.9
2021,22,Belmont,OVC,1696,30.3,29,30,96.7,89.7,26,423,623,67.9,49.9,211,5,12,41.7,114,293,38.9,42.1,48,256,738,34.7,89.5,229,43.5,17.3,0.7,36.7,1.8
2021,24,Binghamton,Am. East,1038,19.2,12,13,92.3,83.3,10,128,240,53.3,37.5,48,0,0,0.0,134,314,42.7,14.9,20,156,471,33.1,77.6,121,45.4,30.3,0.0,23.1,1.3
2021,25,Boise State,Mountain West,1344,23.3,46,52,88.5,78.3,36,217,345,62.9,46.1,100,1,1,100.0,166,428,38.8,15.1,25,181,518,34.9,84.0,152,38.5,31.8,0.1,25.7,3.9
2021,26,Boston College,ACC,1124,19.1,27,37,73.0,55.6,15,196,352,55.7,25.0,49,3,3,100.0,72,216,33.3,20.8,15,169,516,32.8,80.5,136,45.9,19.2,0.3,31.3,3.3
2021,27,Boston University,Patriot,1033,17.0,16,16,100.0,62.5,10,194,352,55.1,26.3,51,0,0,0.0,116,273,42.5,7.8,9,125,392,31.9,84.8,106,37.9,26.4,0.0,34.1,1.5
2021,28,Bowling Green,MAC,1658,18.8,28,32,87.5,64.3,18,316,586,53.9,33.5,106,0,0,0.0,143,401,35.7,21.7,31,203,639,31.8,76.8,156,38.5,24.2,0.0,35.3,1.9
2021,29,Bradley,MVC,1630,23.4,39,44,88.6,69.2,27,225,334,67.4,40.4,91,2,4,50.0,274,646,42.4,33.2,91,192,602,31.9,89.6,172,36.9,39.6,0.2,20.5,2.7
2021,31,Bryant,NEC,1307,25.3,32,33,97.0,81.3,26,290,524,55.3,39.7,115,0,0,0.0,85,222,38.3,36.5,31,201,528,38.1,79.1,159,40.4,17.0,0.0,40.1,2.5
2021,32,Bucknell,Patriot,672,21.1,20,21,95.2,80.0,16,97,189,51.3,35.1,34,0,0,0.0,100,195,51.3,18.0,18,88,267,33.0,84.1,74,39.7,29.0,0.0,28.1,3.1
2021,33,Buffalo,MAC,1463,24.5,54,61,88.5,64.8,35,376,661,56.9,42.0,158,2,3,66.7,84,280,30.0,31.0,26,158,458,34.5,88.0,139,31.3,19.1,0.2,45.2,4.2
2021,34,Butler,Big East,1331,22.3,25,33,75.8,92.0,23,238,419,56.8,39.5,94,1,1,100.0,116,348,33.3,20.7,24,172,530,32.5,90.7,156,39.8,26.1,0.1,31.5,2.5
2021,35,Cal Poly,Big West,1242,22.6,22,26,84.6,95.5,21,185,360,51.4,45.4,84,0,0,0.0,129,381,33.9,27.1,35,154,475,32.4,91.6,141,38.2,30.7,0.0,29.0,2.1
2021,36,Cal State Bakersfield,Big West,1418,24.2,28,35,80.0,50.0,14,297,497,59.8,40.4,120,0,0,0.0,172,489,35.2,48.8,84,140,397,35.3,89.3,125,28.0,34.5,0.0,35.0,2.5
2021,37,Cal State Fullerton,Big West,907,23.6,24,27,88.9,87.5,21,187,353,53.0,36.9,69,0,0,0.0,76,186,40.9,35.5,27,131,341,38.4,74.0,97,37.6,20.5,0.0,38.9,3.0
2021,38,Cal State Northridge,Big West,1203,22.4,22,27,81.5,77.3,17,212,379,55.9,43.4,92,0,0,0.0,118,337,35.0,32.2,38,158,460,34.3,77.8,123,38.2,28.0,0.0,31.5,2.2
2021,39,California Baptist,WAC,1253,31.2,50,57,87.7,80.0,40,253,443,57.1,52.2,132,0,0,0.0,85,225,37.8,40.0,34,211,528,40.0,87.7,185,42.1,18.0,0.0,35.4,4.5
2021,40,California,Pac-12,1411,22.1,24,31,77.4,83.3,20,220,383,57.4,38.6,85,1,1,100.0,165,414,39.9,38.8,64,191,582,32.8,74.9,143,41.2,29.3,0.1,27.1,2.2
2021,41,Campbell,Big South,1402,27.3,42,45,93.3,83.3,35,253,386,65.5,54.5,138,7,8,87.5,199,443,44.9,24.6,49,195,520,37.5,82.6,161,37.1,31.6,0.6,27.5,3.2
2021,42,Canisius,MAAC,760,21.6,5,6,83.3,80.0,4,131,234,56.0,47.3,62,0,0,0.0,78,193,40.4,23.1,18,97,327,29.7,82.5,80,43.0,25.4,0.0,30.8,0.8
2021,43,Central Arkansas,Southland,1384,23.3,39,45,86.7,79.5,31,247,482,51.2,37.7,93,1,1,100.0,149,388,38.4,34.9,52,170,468,36.3,85.9,146,33.8,28.0,0.1,34.8,3.3
2021,44,Central Connecticut,NEC,1003,23.3,26,27,96.3,61.5,16,174,326,53.4,37.4,65,0,0,0.0,102,275,37.1,39.2,40,127,375,33.9,89.0,113,37.4,27.4,0.0,32.5,2.7
2021,45,Central Michigan,MAC,1227,18.3,28,34,82.4,53.6,15,208,380,54.7,34.1,71,0,0,0.0,187,414,45.2,23.0,43,136,399,34.1,69.9,95,32.5,33.7,0.0,31.0,2.8
2021,46,Charleston,CAA,838,18.7,17,20,85.0,64.7,11,131,207,63.3,27.5,36,0,0,0.0,100,269,37.2,17.0,17,129,342,37.7,72.1,93,40.8,32.1,0.0,24.7,2.4
2021,47,Charleston Southern,Big South,1120,18.1,25,28,89.3,48.0,12,174,300,58.0,31.0,54,2,3,66.7,99,306,32.4,16.2,16,154,483,31.9,78.6,121,43.1,27.3,0.3,26.8,2.5
2021,48,Charlotte,CUSA,1261,22.4,24,31,77.4,50.0,12,225,408,55.1,44.0,99,1,1,100.0,152,380,40.0,32.9,50,143,441,32.4,84.6,121,35.0,30.1,0.1,32.4,2.5
2021,49,Chattanooga,SoCon,1381,21.4,9,11,81.8,11.1,1,256,468,54.7,34.8,89,0,0,0.0,150,352,42.6,20.0,30,198,550,36.0,88.4,175,39.8,25.5,0.0,33.9,0.8
2021,50,Chicago State,Indep.,444,17.8,4,5,80.0,75.0,3,60,100,60.0,35.0,21,0,0,0.0,48,154,31.2,20.8,10,49,185,26.5,91.8,45,41.7,34.7,0.0,22.5,1.1
2021,50,Chicago State,WAC,444,17.8,4,5,80.0,75.0,3,60,100,60.0,35.0,21,0,0,0.0,48,154,31.2,20.8,10,49,185,26.5,91.8,45,41.7,34.7,0.0,22.5,1.1
2021,51,Cincinnati,American,1310,25.5,49,56,87.5,75.5,37,249,450,55.3,47.0,117,3,4,75.0,90,275,32.7,41.1,37,163,525,31.0,87.7,143,40.1,21.0,0.3,34.4,4.3
2021,52,Clemson,ACC,1252,24.4,41,47,87.2,75.6,31,167,292,57.2,42.5,71,3,5,60.0,126,359,35.1,33.3,42,193,549,35.2,83.4,161,43.8,28.7,0.4,23.3,3.8
2021,53,Cleveland State,Horizon,1558,23.7,24,28,85.7,83.3,20,293,532,55.1,40.3,118,2,5,40.0,210,458,45.9,38.1,80,172,535,32.1,88.4,152,34.3,29.4,0.3,34.1,1.8
2021,54,Coastal Carolina,Sun Belt,1596,25.1,33,36,91.7,78.8,26,377,652,57.8,40.8,154,0,0,0.0,97,290,33.4,24.7,24,221,618,35.8,89.1,197,38.7,18.2,0.0,40.9,2.3
2021,55,Colgate,Patriot,1003,27.3,8,9,88.9,87.5,7,281,458,61.4,50.5,142,0,2,0.0,58,169,34.3,15.5,9,148,365,40.5,78.4,116,36.4,16.8,0.2,45.7,0.9
2021,56,Colorado,Pac-12,1693,24.2,34,40,85.0,85.3,29,271,474,57.2,44.6,121,9,11,81.8,227,551,41.2,26.9,61,228,617,37.0,86.8,198,36.4,32.5,0.6,28.0,2.4
2021,57,Colorado State,Mountain West,1408,26.6,41,46,89.1,61.0,25,282,461,61.2,41.1,116,0,0,0.0,119,282,42.2,34.5,41,217,619,35.1,88.9,193,44.0,20.0,0.0,32.7,3.3
2021,59,Coppin State,MEAC,1222,21.9,63,73,86.3,55.6,35,199,378,52.6,37.7,75,3,3,100.0,57,168,33.9,26.3,15,181,600,30.2,79.0,143,49.1,13.7,0.2,30.9,6.0
2021,61,Creighton,Big East,1858,26.1,90,99,90.9,90.0,81,323,494,65.4,39.3,127,12,17,70.6,159,437,36.4,15.1,24,293,811,36.1,86.3,253,43.6,23.5,0.9,26.6,5.3
2021,63,Davidson,A-10,1212,27.4,29,31,93.5,75.9,22,199,313,63.6,44.7,89,2,4,50.0,126,270,46.7,19.8,25,216,594,36.4,90.7,196,49.0,22.3,0.3,25.8,2.6
2021,64,Dayton,A-10,1239,26.2,31,38,81.6,83.9,26,211,334,63.2,39.8,84,0,0,0.0,158,351,45.0,38.0,60,192,516,37.2,80.7,155,41.6,28.3,0.0,27.0,3.1
2021,65,DePaul,Big East,1149,18.9,30,37,81.1,80.0,24,213,395,53.9,35.7,76,7,10,70.0,128,381,33.6,28.1,36,103,326,31.6,78.6,81,28.4,33.2,0.9,34.4,3.2
2021,66,Delaware,CAA,645,22.5,26,27,96.3,69.2,18,113,223,50.7,33.6,38,0,0,0.0,61,147,41.5,32.8,20,78,248,31.5,88.5,69,38.4,22.8,0.0,34.6,4.2
2021,67,Delaware State,MEAC,1113,18.2,15,18,83.3,86.7,13,159,308,51.6,30.8,49,1,1,100.0,116,321,36.1,27.6,32,143,465,30.8,76.2,109,41.8,28.8,0.1,27.7,1.6
2021,68,Denver,Summit,1167,21.5,22,25,88.0,77.3,17,201,371,54.2,37.3,75,0,0,0.0,150,368,40.8,24.7,37,141,403,35.0,86.5,122,34.5,31.5,0.0,31.8,2.1
2021,69,Detroit Mercy,Horizon,1222,24.8,17,23,73.9,64.7,11,214,339,63.1,38.8,83,0,0,0.0,127,307,41.4,26.8,34,217,553,39.2,80.6,175,45.3,25.1,0.0,27.7,1.9
2021,70,Drake,MVC,1862,22.6,45,52,86.5,71.1,32,357,585,61.0,39.5,141,0,1,0.0,278,630,44.1,23.7,66,218,594,36.7,83.0,181,31.9,33.8,0.1,31.4,2.8
2021,71,Drexel,CAA,986,27.2,21,22,95.5,85.7,18,189,309,61.2,51.3,97,1,1,100.0,123,298,41.3,29.3,36,132,356,37.1,88.6,117,36.1,30.2,0.1,31.3,2.2
2021,72,Duke,ACC,1477,25.6,60,62,96.8,80.0,48,258,427,60.4,38.0,98,14,23,60.9,159,394,40.4,40.9,65,201,571,35.2,83.1,167,38.7,26.7,1.6,28.9,4.2
2021,73,Duquesne,A-10,1025,23.0,51,53,96.2,72.5,37,161,314,51.3,39.1,63,0,0,0.0,100,273,36.6,33.0,33,115,385,29.9,89.6,103,37.6,26.6,0.0,30.6,5.2
2021,74,East Carolina,American,1083,27.6,13,19,68.4,84.6,11,162,328,49.4,50.6,82,1,1,100.0,158,376,42.0,62.7,99,109,359,30.4,98.2,107,33.1,34.7,0.1,30.3,1.8
2021,75,East Tennessee State,SoCon,1219,20.4,40,46,87.0,67.5,27,196,359,54.6,29.1,57,1,1,100.0,109,295,36.9,22.0,24,179,518,34.6,78.8,141,42.5,24.2,0.1,29.5,3.8
2021,77,Eastern Illinois,OVC,1550,22.4,57,67,85.1,64.9,37,254,467,54.4,40.2,102,2,6,33.3,177,453,39.1,30.5,54,181,557,32.5,85.1,154,35.9,29.2,0.4,30.1,4.3
2021,78,Eastern Kentucky,OVC,1742,23.4,43,50,86.0,74.4,32,229,386,59.3,37.6,86,22,34,64.7,234,568,41.2,34.6,81,253,704,35.9,82.2,208,40.4,32.6,2.0,22.2,2.9
2021,79,Eastern Michigan,MAC,1073,18.3,23,24,95.8,73.9,17,191,358,53.4,31.9,61,0,0,0.0,104,280,37.1,20.2,21,128,411,31.1,75.8,97,38.3,26.1,0.0,33.4,2.2
2021,80,Eastern Washington,Big Sky,1292,25.8,22,26,84.6,90.9,20,255,437,58.4,45.9,117,0,2,0.0,150,320,46.9,27.3,41,184,507,36.3,84.2,155,39.2,24.8,0.2,33.8,2.0
2021,81,Elon,CAA,1071,19.0,11,13,84.6,81.8,9,175,317,55.2,28.6,50,0,0,0.0,103,268,38.4,23.3,24,154,473,32.6,77.9,120,44.2,25.0,0.0,29.6,1.2
2021,82,Evansville,MVC,1294,22.5,2,3,66.7,0.0,0,221,367,60.2,25.8,57,0,0,0.0,106,290,36.6,28.3,30,239,634,37.7,85.4,204,49.0,22.4,0.0,28.4,0.2
2021,83,Fairfield,MAAC,1430,18.8,27,35,77.1,77.8,21,241,485,49.7,29.5,71,1,1,100.0,134,392,34.2,32.1,43,163,517,31.5,82.2,134,36.2,27.4,0.1,33.9,2.4
2021,84,Fairleigh Dickinson,NEC,1366,20.2,35,38,92.1,57.1,20,259,523,49.5,38.2,99,0,0,0.0,137,309,44.3,19.7,27,187,496,37.7,69.5,130,36.3,22.6,0.0,38.3,2.8
2021,85,Florida A&M,MEAC,725,22.6,11,12,91.7,72.7,8,116,198,58.6,47.4,55,2,2,100.0,130,308,42.2,34.6,45,69,205,33.7,81.2,56,28.3,42.5,0.3,27.3,1.7
2021,86,Florida Atlantic,CUSA,1225,24.3,22,28,78.6,72.7,16,259,430,60.2,35.1,91,0,0,0.0,101,264,38.3,31.7,32,196,503,39.0,81.1,159,41.1,21.6,0.0,35.1,2.3
2021,87,Florida,SEC,1402,20.8,78,91,85.7,91.0,71,221,374,59.1,31.2,69,8,11,72.7,183,451,40.6,17.5,32,169,475,35.6,71.0,120,33.9,32.2,0.8,26.7,6.5
2021,88,Florida Gulf Coast,ASUN,987,21.6,31,39,79.5,58.1,18,200,351,57.0,31.5,63,0,0,0.0,65,162,40.1,29.2,19,129,435,29.7,87.6,113,44.1,16.4,0.0,35.6,4.0
2021,89,Florida International,CUSA,1599,23.6,27,38,71.1,85.2,23,263,449,58.6,31.9,84,0,0,0.0,125,298,41.9,28.8,36,273,814,33.5,86.1,235,50.9,18.6,0.0,28.1,2.4
2021,90,Florida State,ACC,1455,24.8,104,113,92.0,65.4,68,221,402,55.0,36.2,80,16,20,80.0,157,410,38.3,24.2,38,192,510,37.6,91.1,175,35.1,28.2,1.4,27.6,7.8
2021,91,Fordham,A-10,703,21.1,19,21,90.5,78.9,15,99,203,48.8,42.4,42,0,0,0.0,51,185,27.6,39.2,20,79,294,26.9,89.9,71,41.8,26.3,0.0,28.9,3.0
2021,92,Fresno State,Mountain West,1231,19.3,36,40,90.0,52.8,19,222,387,57.4,30.6,68,0,0,0.0,116,331,35.0,21.6,25,157,473,33.2,80.3,126,38.4,26.9,0.0,31.4,3.2
2021,93,Furman,SoCon,1437,27.1,49,53,92.5,65.3,32,317,486,65.2,41.6,132,5,8,62.5,100,216,46.3,20.0,20,226,674,33.5,91.2,206,46.9,15.0,0.6,33.8,3.7
2021,94,Gardner-Webb,Big South,1454,23.3,24,30,80.0,79.2,19,256,457,56.0,37.5,96,25,37,67.6,108,288,37.5,13.9,15,232,642,36.1,90.1,209,44.2,19.8,2.5,31.4,2.1
2021,95,George Mason,A-10,1345,21.5,33,37,89.2,78.8,26,239,373,64.1,38.5,92,0,0,0.0,143,443,32.3,23.8,34,163,492,33.1,84.0,137,36.6,32.9,0.0,27.7,2.8
2021,96,George Washington,A-10,927,20.9,45,49,91.8,66.7,30,164,305,53.8,36.6,60,0,0,0.0,99,257,38.5,27.3,27,102,316,32.3,75.5,77,34.1,27.7,0.0,32.9,5.3
2021,97,Georgetown,Big East,1452,22.0,50,62,80.6,78.0,39,175,353,49.6,39.4,69,5,6,83.3,178,470,37.9,30.9,55,206,561,36.7,76.2,157,38.6,32.4,0.4,24.3,4.3
2021,98,Georgia,SEC,1599,24.2,49,55,89.1,71.4,35,390,655,59.5,40.3,157,3,4,75.0,123,376,32.7,35.8,44,165,509,32.4,91.5,151,31.8,23.5,0.3,41.0,3.4
2021,99,Georgia Southern,Sun Belt,1340,20.9,52,61,85.2,57.7,30,250,446,56.1,32.0,80,0,0,0.0,100,292,34.2,19.0,19,173,541,32.0,87.3,151,40.4,21.8,0.0,33.3,4.6
2021,100,Georgia State,Sun Belt,1291,27.3,19,22,86.4,73.7,14,242,396,61.1,45.5,110,0,0,0.0,174,406,42.9,52.3,91,168,467,36.0,82.1,138,36.2,31.4,0.0,30.7,1.7
2021,101,Georgia Tech,ACC,1350,27.8,90,98,91.8,84.4,76,232,358,64.8,44.4,103,3,5,60.0,150,393,38.2,31.3,47,175,496,35.3,85.1,149,36.7,29.1,0.4,26.5,7.3
2021,102,Gonzaga,WCC,1962,30.7,77,83,92.8,74.0,57,566,792,71.5,53.5,303,16,21,76.2,179,414,43.2,27.4,49,240,652,36.8,80.4,193,33.2,21.1,1.1,40.4,4.2
2021,103,Grambling,SWAC,1024,27.9,45,49,91.8,66.7,30,193,373,51.7,49.7,96,0,0,0.0,109,301,36.2,58.7,64,105,301,34.9,91.4,96,29.4,29.4,0.0,36.4,4.8
2021,104,Grand Canyon,WAC,1156,26.5,46,52,88.5,73.9,34,245,395,62.0,39.6,97,3,4,75.0,133,289,46.0,44.4,59,133,416,32.0,87.2,116,36.0,25.0,0.3,34.2,4.5
2021,105,Green Bay,Horizon,1354,23.4,28,30,93.3,64.3,18,233,413,56.4,43.8,102,0,0,0.0,179,451,39.7,40.2,72,151,460,32.8,82.8,125,34.0,33.3,0.0,30.5,2.2
2021,106,Hampton,Big South,1271,20.1,48,55,87.3,66.7,32,193,355,54.4,28.0,54,5,6,83.3,140,364,38.5,28.6,40,160,491,32.6,80.6,129,38.6,28.6,0.5,27.9,4.3
2021,108,Hawai'i,Big West,1128,20.5,19,19,100.0,63.2,12,214,393,54.5,28.5,61,0,0,0.0,109,284,38.4,24.8,27,153,432,35.4,85.6,131,38.3,25.2,0.0,34.8,1.7
2021,109,High Point,Big South,1354,21.4,44,50,88.0,72.7,32,198,398,49.7,39.9,79,8,12,66.7,197,498,39.6,41.6,82,115,396,29.0,84.3,97,29.2,36.8,0.9,29.4,3.7
2021,110,Hofstra,CAA,1096,20.9,25,29,86.2,76.0,19,203,359,56.5,30.0,61,0,0,0.0,106,269,39.4,28.3,30,155,439,35.3,76.8,119,40.1,24.5,0.0,32.8,2.6
2021,111,Holy Cross,Patriot,950,20.0,9,9,100.0,55.6,5,200,389,51.4,31.5,63,0,0,0.0,103,240,42.9,30.1,31,111,312,35.6,82.0,91,32.8,25.3,0.0,40.9,0.9
2021,112,Houston Christian,Southland,1424,24.2,8,11,72.7,62.5,5,288,514,56.0,45.5,131,0,0,0.0,124,330,37.6,30.6,38,193,569,33.9,88.1,170,40.0,23.2,0.0,36.1,0.8
2021,113,Houston,American,1918,22.5,59,64,92.2,66.1,39,265,423,62.6,36.2,96,8,12,66.7,220,617,35.7,34.5,76,282,802,35.2,78.4,221,41.8,32.2,0.6,22.1,3.3
2021,114,Howard,MEAC,219,25.1,6,7,85.7,66.7,4,35,57,61.4,42.9,15,1,1,100.0,23,59,39.0,47.8,11,27,95,28.4,92.6,25,43.4,26.9,0.5,26.0,3.2
2021,115,IU Indianapolis,Horizon,1003,21.7,11,15,73.3,81.8,9,120,232,51.7,41.7,50,0,0,0.0,152,360,42.2,35.5,54,132,396,33.3,79.5,105,39.5,35.9,0.0,23.1,1.5
2021,116,Idaho State,Big Sky,1037,22.0,22,27,81.5,95.5,21,192,313,61.3,35.9,69,0,0,0.0,118,282,41.8,20.3,24,140,415,33.7,81.4,114,40.0,27.2,0.0,30.2,2.6
2021,117,Idaho,Big Sky,1128,23.5,27,28,96.4,88.9,24,180,324,55.6,47.8,86,0,0,0.0,157,418,37.6,37.6,59,122,358,34.1,78.7,96,31.7,37.1,0.0,28.7,2.5
2021,118,Illinois,Big Ten,1807,27.7,115,121,95.0,79.1,91,379,606,62.5,41.4,157,11,18,61.1,192,518,37.1,33.9,65,203,544,37.3,92.1,187,30.1,28.7,1.0,33.5,6.7
2021,119,Illinois State,MVC,1330,20.8,26,31,83.9,57.7,15,204,354,57.6,43.1,88,1,1,100.0,170,417,40.8,10.0,17,182,527,34.5,85.7,156,39.6,31.4,0.1,26.6,2.3
2021,120,Incarnate Word,Southland,1126,22.8,16,17,94.1,87.5,14,149,293,50.9,41.6,62,0,0,0.0,176,377,46.7,23.9,42,164,439,37.4,84.8,139,39.0,33.5,0.0,26.0,1.5
2021,121,Indiana,Big Ten,1384,24.8,78,83,94.0,82.1,64,224,432,51.9,44.2,99,2,6,33.3,140,416,33.7,35.0,49,149,447,33.3,87.9,131,32.3,30.1,0.4,31.2,6.0
2021,122,Indiana State,MVC,1254,20.3,20,26,76.9,70.0,14,236,407,58.0,34.7,82,0,0,0.0,149,396,37.6,26.2,39,143,425,33.6,83.9,120,33.9,31.6,0.0,32.5,2.1
2021,123,Iona,MAAC,994,24.6,18,20,90.0,72.2,13,192,335,57.3,46.9,90,2,2,100.0,99,256,38.7,32.3,32,132,381,34.6,83.3,110,38.3,25.8,0.2,33.7,2.0
2021,124,Iowa,Big Ten,1952,30.0,55,60,91.7,81.8,45,345,575,60.0,55.9,193,18,24,75.0,200,514,38.9,43.5,87,301,779,38.6,86.7,261,39.9,26.3,1.2,29.5,3.1
2021,125,Iowa State,Big 12,1403,19.7,29,32,90.6,69.0,20,185,304,60.9,33.0,61,3,5,60.0,196,516,38.0,29.1,57,175,546,32.1,78.9,138,38.9,36.8,0.4,21.7,2.3
2021,126,Jackson State,SWAC,837,17.1,20,22,90.9,45.0,9,119,234,50.9,36.1,43,0,0,0.0,104,344,30.2,31.7,33,76,237,32.1,76.3,58,28.3,41.1,0.0,28.0,2.6
2021,127,Jacksonville,ASUN,1259,20.8,12,12,100.0,58.3,7,183,332,55.1,33.9,62,0,0,0.0,193,417,46.3,29.0,56,166,498,33.3,82.5,137,39.6,33.1,0.0,26.4,1.0
2021,128,Jacksonville State,ASUN,1394,23.8,74,77,96.1,70.3,52,231,386,59.8,26.8,62,9,10,90.0,136,377,36.1,35.3,48,192,544,35.3,88.5,170,39.0,27.0,0.7,27.7,5.5
2021,128,Jacksonville State,OVC,1394,23.8,74,77,96.1,70.3,52,231,386,59.8,26.8,62,9,10,90.0,136,377,36.1,35.3,48,192,544,35.3,88.5,170,39.0,27.0,0.7,27.7,5.5
2021,129,James Madison,CAA,947,22.5,28,35,80.0,78.6,22,197,345,57.1,32.0,63,0,0,0.0,67,177,37.9,25.4,17,137,390,35.1,81.0,111,41.2,18.7,0.0,36.4,3.7
2021,130,Kansas City,Summit,1178,28.3,30,31,96.8,73.3,22,238,384,62.0,55.5,132,0,0,0.0,173,375,46.1,25.4,44,145,388,37.4,93.1,135,32.9,31.8,0.0,32.6,2.6
