season,teamId,team,conference,trackedShots,assistedPct,dunks_made,dunks_attempted,dunks_pct,dunks_assistedPct,dunks_assisted,layups_made,layups_attempted,layups_pct,layups_assistedPct,layups_assisted,tipIns_made,tipIns_attempted,tipIns_pct,twoPointJumpers_made,twoPointJumpers_attempted,twoPointJumpers_pct,twoPointJumpers_assistedPct,twoPointJumpers_assisted,threePointJumpers_made,threePointJumpers_attempted,threePointJumpers_pct,threePointJumpers_assistedPct,threePointJumpers_assisted,attemptsBreakdown_threePointJumpers,attemptsBreakdown_twoPointJumpers,attemptsBreakdown_tipIns,attemptsBreakdown_layups,attemptsBreakdown_dunks
2019,1,Abilene Christian,Southland,1751,27.1,47,50,94.0,55.3,26,319,518,61.6,46.4,148,11,11,100.0,222,568,39.1,36.0,80,229,604,37.9,96.1,220,34.5,32.4,0.6,29.6,2.9
2019,2,Air Force,Mountain West,1728,24.0,31,32,96.9,71.0,22,292,467,62.5,31.8,93,3,3,100.0,230,542,42.4,38.3,88,226,684,33.0,93.8,212,39.6,31.4,0.2,27.0,1.9
2019,3,Akron,MAC,1533,18.9,28,33,84.8,78.6,22,250,470,53.2,31.2,78,3,3,100.0,112,306,36.6,14.3,16,228,721,31.6,76.3,174,47.0,20.0,0.2,30.7,2.2
2019,4,Alabama A&M,SWAC,1385,20.9,22,26,84.6,63.6,14,235,396,59.3,41.3,97,9,13,69.2,157,486,32.3,35.7,56,150,464,32.3,82.0,123,33.5,35.1,0.9,28.6,1.9
2019,5,Alabama,SEC,1944,21.4,112,128,87.5,70.5,79,290,510,56.9,28.6,83,6,13,46.2,204,575,35.5,27.9,57,244,718,34.0,80.7,197,36.9,29.6,0.7,26.2,6.6
2019,6,Alabama State,SWAC,1365,17.7,37,42,88.1,56.8,21,240,445,53.9,31.3,75,5,5,100.0,105,359,29.2,30.5,32,166,514,32.3,68.1,113,37.7,26.3,0.4,32.6,3.1
2019,7,Alcorn State,SWAC,1303,23.1,21,22,95.5,61.9,13,235,422,55.7,46.0,108,3,5,60.0,121,361,33.5,41.3,50,165,493,33.5,78.8,130,37.8,27.7,0.4,32.4,1.7
2019,8,American University,Patriot,1443,23.6,14,18,77.8,50.0,7,367,620,59.2,40.1,147,9,9,100.0,116,289,40.1,38.8,45,163,507,32.1,87.1,142,35.1,20.0,0.6,43.0,1.2
2019,9,App State,Sun Belt,1938,20.8,47,51,92.2,59.6,28,381,657,58.0,23.1,88,5,7,71.4,155,409,37.9,30.3,47,292,814,35.9,82.2,240,42.0,21.1,0.4,33.9,2.6
2019,10,Arizona State,Pac-12,1956,22.6,134,150,89.3,70.9,95,339,618,54.9,41.3,140,13,21,61.9,158,478,33.1,24.7,39,230,689,33.4,73.5,169,35.2,24.4,1.1,31.6,7.7
2019,11,Arizona,Pac-12,1778,21.2,61,64,95.3,78.7,48,302,520,58.1,30.1,91,3,5,60.0,162,514,31.5,30.2,49,226,675,33.5,83.6,189,38.0,28.9,0.3,29.2,3.6
2019,12,Arkansas,SEC,1935,26.1,136,152,89.5,73.5,100,303,503,60.2,49.5,150,12,15,80.0,154,539,28.6,39.6,61,246,726,33.9,78.9,194,37.5,27.9,0.8,26.0,7.9
2019,13,Arkansas State,Sun Belt,1487,18.9,29,41,70.7,72.4,21,267,507,52.7,33.0,88,1,1,100.0,145,388,37.4,23.4,34,178,550,32.4,77.5,138,37.0,26.1,0.1,34.1,2.8
2019,14,Arkansas-Pine Bluff,SWAC,1115,19.6,29,33,87.9,72.4,21,180,319,56.4,41.7,75,2,2,100.0,120,372,32.3,24.2,29,127,389,32.6,73.2,93,34.9,33.4,0.2,28.6,3.0
2019,15,Army,Patriot,1908,25.4,15,16,93.8,66.7,10,418,752,55.6,41.1,172,9,10,90.0,109,279,39.1,50.5,55,268,851,31.5,92.5,248,44.6,14.6,0.5,39.4,0.8
