season,teamId,team,conference,trackedShots,assistedPct,dunks_made,dunks_attempted,dunks_pct,dunks_assistedPct,dunks_assisted,layups_made,layups_attempted,layups_pct,layups_assistedPct,layups_assisted,tipIns_made,tipIns_attempted,tipIns_pct,twoPointJumpers_made,twoPointJumpers_attempted,twoPointJumpers_pct,twoPointJumpers_assistedPct,twoPointJumpers_assisted,threePointJumpers_made,threePointJumpers_attempted,threePointJumpers_pct,threePointJumpers_assistedPct,threePointJumpers_assisted,attemptsBreakdown_threePointJumpers,attemptsBreakdown_twoPointJumpers,attemptsBreakdown_tipIns,attemptsBreakdown_layups,attemptsBreakdown_dunks
2017,19,Ball State,MAC,1942,26.2,45,53,84.9,75.6,34,347,618,56.1,44.7,155,8,9,88.9,184,452,40.7,24.5,45,307,810,37.9,89.6,275,41.7,23.3,0.5,31.8,2.7
2017,20,Baylor,Big 12,1959,27.4,109,115,94.8,78.9,86,305,508,60.0,43.0,131,31,49,63.3,247,646,38.2,46.2,114,230,641,35.9,89.6,206,32.7,33.0,2.5,25.9,5.9
2017,22,Belmont,OVC,1653,28.1,32,35,91.4,62.5,20,344,520,66.2,47.1,162,3,6,50.0,90,213,42.3,22.2,20,304,879,34.6,86.2,262,53.2,12.9,0.4,31.5,2.1
2017,23,Bethune-Cookman,MEAC,1525,22.2,39,44,88.6,76.9,30,276,515,53.6,47.5,131,24,28,85.7,112,396,28.3,33.9,38,175,542,32.3,80.0,140,35.5,26.0,1.8,33.8,2.9
2017,24,Binghamton,Am. East,1648,22.5,35,39,89.7,94.3,33,287,534,53.7,38.0,109,3,8,37.5,158,422,37.4,27.8,44,229,645,35.5,80.8,185,39.1,25.6,0.5,32.4,2.4
2017,25,Boise State,Mountain West,1738,21.8,43,49,87.8,74.4,32,310,517,60.0,31.0,96,7,10,70.0,173,453,38.2,17.9,31,249,709,35.1,88.4,220,40.8,26.1,0.6,29.7,2.8
2017,26,Boston College,ACC,1880,24.9,48,64,75.0,64.6,31,344,598,57.5,46.8,161,7,11,63.6,188,522,36.0,37.8,71,256,685,37.4,80.5,206,36.4,27.8,0.6,31.8,3.4
2017,27,Boston University,Patriot,1617,24.9,51,54,94.4,82.4,42,295,541,54.5,38.0,112,10,19,52.6,112,318,35.2,32.1,36,248,685,36.2,85.9,213,42.4,19.7,1.2,33.5,3.3
2017,28,Bowling Green,MAC,1957,19.5,41,47,87.2,80.5,33,393,751,52.3,34.6,136,7,9,77.8,171,505,33.9,28.1,48,220,645,34.1,75.0,165,33.0,25.8,0.5,38.4,2.4
2017,29,Bradley,MVC,1612,21.3,50,59,84.7,86.0,43,188,365,51.5,33.0,62,12,14,85.7,226,605,37.4,26.5,60,196,569,34.4,91.3,179,35.3,37.5,0.9,22.6,3.7
2017,30,Brown,Ivy,1448,23.8,8,9,88.9,37.5,3,324,592,54.7,41.4,134,2,2,100.0,84,256,32.8,13.1,11,217,589,36.8,90.8,197,40.7,17.7,0.1,40.9,0.6
2017,31,Bryant,NEC,1807,23.6,31,34,91.2,64.5,20,374,680,55.0,48.7,182,7,9,77.8,149,424,35.1,28.2,42,224,660,33.9,81.7,183,36.5,23.5,0.5,37.6,1.9
2017,32,Bucknell,Patriot,1961,26.0,66,69,95.7,75.8,50,363,626,58.0,39.9,145,18,35,51.4,209,477,43.8,38.3,80,286,754,37.9,81.8,234,38.4,24.3,1.8,31.9,3.5
2017,33,Buffalo,MAC,1944,23.4,69,76,90.8,79.7,55,421,764,55.1,40.4,170,23,31,74.2,124,347,35.7,33.1,41,240,726,33.1,78.8,189,37.3,17.8,1.6,39.3,3.9
2017,34,Butler,Big East,1899,23.4,50,57,87.7,68.0,34,324,485,66.8,42.6,138,9,13,69.2,262,629,41.7,18.7,49,261,715,36.5,85.8,224,37.7,33.1,0.7,25.5,3.0
2017,35,Cal Poly,Big West,1202,17.1,13,16,81.3,69.2,9,173,329,52.6,17.9,31,1,1,100.0,128,375,34.1,25.0,32,164,481,34.1,81.1,133,40.0,31.2,0.1,27.4,1.3
2017,36,Cal State Bakersfield,WAC,1982,24.5,64,76,84.2,75.0,48,360,633,56.9,50.0,180,34,52,65.4,195,590,33.1,39.0,76,220,631,34.9,82.7,182,31.8,29.8,2.6,31.9,3.8
2017,37,Cal State Fullerton,Big West,1843,20.6,46,55,83.6,78.3,36,369,632,58.4,35.8,132,11,19,57.9,196,506,38.7,26.5,52,196,631,31.1,81.6,160,34.2,27.5,1.0,34.3,3.0
2017,38,Cal State Northridge,Big West,1688,23.5,45,48,93.8,66.7,30,367,673,54.5,46.6,171,6,7,85.7,227,562,40.4,34.8,79,138,398,34.7,84.1,116,23.6,33.3,0.4,39.9,2.8
2017,40,California,Pac-12,1798,21.3,60,64,93.8,76.7,46,265,510,52.0,36.6,97,25,38,65.8,195,558,34.9,28.7,56,214,628,34.1,86.0,184,34.9,31.0,2.1,28.4,3.6
2017,41,Campbell,Big South,1884,21.2,42,51,82.4,47.6,20,350,613,57.1,40.9,143,13,16,81.3,168,441,38.1,19.6,33,282,763,37.0,72.3,204,40.5,23.4,0.8,32.5,2.7
2017,42,Canisius,MAAC,2003,29.0,44,54,81.5,72.7,32,393,688,57.1,55.0,216,16,46,34.8,161,407,39.6,41.0,66,300,808,37.1,88.7,266,40.3,20.3,2.3,34.3,2.7
2017,43,Central Arkansas,Southland,1910,23.9,23,26,88.5,69.6,16,336,579,58.0,42.3,142,6,9,66.7,241,683,35.3,46.5,112,230,613,37.5,81.3,187,32.1,35.8,0.5,30.3,1.4
2017,44,Central Connecticut,NEC,1545,20.5,22,29,75.9,72.7,16,348,682,51.0,38.2,133,13,19,68.4,123,413,29.8,46.3,57,136,402,33.8,80.9,110,26.0,26.7,1.2,44.1,1.9
2017,45,Central Michigan,MAC,1515,16.3,33,34,97.1,84.8,28,184,365,50.4,17.4,32,11,18,61.1,118,309,38.2,11.0,13,276,789,35.0,63.0,174,52.1,20.4,1.2,24.1,2.2
2017,46,Charleston,CAA,1791,19.0,49,51,96.1,81.6,40,300,547,54.8,25.3,76,17,23,73.9,200,540,37.0,22.5,45,208,630,33.0,86.1,179,35.2,30.2,1.3,30.5,2.8
2017,47,Charleston Southern,Big South,1702,17.9,22,27,81.5,68.2,15,263,441,59.6,25.5,67,15,20,75.0,237,602,39.4,19.8,47,209,612,34.2,84.2,176,36.0,35.4,1.2,25.9,1.6
2017,48,Charlotte,CUSA,1741,19.4,29,34,85.3,41.4,12,310,485,63.9,34.2,106,7,10,70.0,189,602,31.4,19.0,36,230,610,37.7,80.0,184,35.0,34.6,0.6,27.9,2.0
2017,49,Chattanooga,SoCon,1606,21.7,80,90,88.9,77.5,62,315,541,58.2,30.2,95,13,16,81.3,126,342,36.8,15.9,20,217,617,35.2,79.3,172,38.4,21.3,1.0,33.7,5.6
2017,50,Chicago State,Indep.,1922,18.5,21,25,84.0,66.7,14,306,636,48.1,40.8,125,9,17,52.9,191,564,33.9,31.9,61,212,680,31.2,73.1,155,35.4,29.3,0.9,33.1,1.3
2017,50,Chicago State,WAC,1922,18.5,21,25,84.0,66.7,14,306,636,48.1,40.8,125,9,17,52.9,191,564,33.9,31.9,61,212,680,31.2,73.1,155,35.4,29.3,0.9,33.1,1.3
2017,51,Cincinnati,American,2063,26.5,74,84,88.1,74.3,55,272,412,66.0,39.7,108,22,33,66.7,322,790,40.8,45.7,147,256,744,34.4,92.2,236,36.1,38.3,1.6,20.0,4.1
2017,52,Clemson,ACC,1872,20.9,80,88,90.9,71.3,57,314,537,58.5,31.8,100,29,41,70.7,190,558,34.1,22.1,42,232,648,35.8,83.2,193,34.6,29.8,2.2,28.7,4.7
2017,53,Cleveland State,Horizon,1790,17.3,30,32,93.8,66.7,20,272,510,53.3,30.1,82,15,30,50.0,201,539,37.3,28.9,58,207,679,30.5,72.0,149,37.9,30.1,1.7,28.5,1.8
2017,54,Coastal Carolina,Sun Belt,2289,19.2,56,66,84.8,80.4,45,337,634,53.2,30.0,101,20,29,69.0,244,630,38.7,16.8,41,308,930,33.1,81.8,252,40.6,27.5,1.3,27.7,2.9
2017,55,Colgate,Patriot,1625,24.2,20,23,87.0,80.0,16,316,551,57.4,39.2,124,10,10,100.0,118,343,34.4,25.4,30,258,698,37.0,86.8,224,43.0,21.1,0.6,33.9,1.4
2017,56,Colorado,Pac-12,1815,23.3,61,65,93.8,60.7,37,320,571,56.0,43.4,139,23,35,65.7,178,487,36.6,36.0,64,224,657,34.1,81.3,182,36.2,26.8,1.9,31.5,3.6
2017,57,Colorado State,Mountain West,2004,18.6,63,69,91.3,55.6,35,288,555,51.9,38.9,112,17,20,85.0,237,632,37.5,23.2,55,247,728,33.9,68.8,170,36.3,31.5,1.0,27.7,3.4
2017,58,Columbia,Ivy,1533,25.6,37,39,94.9,78.4,29,276,515,53.6,50.4,139,11,16,68.8,146,408,35.8,32.9,48,198,555,35.7,88.9,176,36.2,26.6,1.0,33.6,2.5
2017,59,Coppin State,MEAC,909,15.0,19,21,90.5,52.6,10,106,278,38.1,30.2,32,3,5,60.0,77,264,29.2,20.8,16,102,341,29.9,76.5,78,37.5,29.0,0.6,30.6,2.3
2017,60,Cornell,Ivy,1589,24.6,17,19,89.5,58.8,10,339,568,59.7,41.6,141,5,5,100.0,125,302,41.4,29.6,37,230,695,33.1,88.3,203,43.7,19.0,0.3,35.7,1.2
2017,61,Creighton,Big East,2018,28.0,131,140,93.6,82.4,108,375,612,61.3,37.3,140,26,38,68.4,194,499,38.9,31.4,61,298,729,40.9,85.9,256,36.1,24.7,1.9,30.3,6.9
2017,62,Dartmouth,Ivy,1296,20.4,8,11,72.7,75.0,6,231,421,54.9,32.9,76,4,6,66.7,141,348,40.5,18.4,26,179,510,35.1,87.2,156,39.4,26.9,0.5,32.5,0.8
2017,63,Davidson,A-10,1860,26.7,43,44,97.7,86.0,37,318,570,55.8,44.7,142,4,6,66.7,157,385,40.8,30.6,48,292,855,34.2,92.1,269,46.0,20.7,0.3,30.6,2.4
2017,64,Dayton,A-10,1763,28.1,52,61,85.2,76.9,40,331,515,64.3,51.1,169,11,21,52.4,168,495,33.9,39.3,66,258,671,38.5,85.3,220,38.1,28.1,1.2,29.2,3.5
2017,65,DePaul,Big East,1750,20.2,27,28,96.4,81.5,22,310,552,56.2,39.7,123,24,30,80.0,205,584,35.1,28.3,58,182,556,32.7,82.4,150,31.8,33.4,1.7,31.5,1.6
2017,66,Delaware,CAA,1840,20.6,19,24,79.2,89.5,17,406,729,55.7,35.7,145,6,10,60.0,148,433,34.2,34.5,51,196,644,30.4,84.7,166,35.0,23.5,0.5,39.6,1.3
2017,67,Delaware State,MEAC,1555,22.9,33,40,82.5,60.6,20,201,363,55.4,42.3,85,10,13,76.9,187,543,34.4,37.4,70,225,596,37.8,80.4,181,38.3,34.9,0.8,23.3,2.6
2017,68,Denver,Summit,1506,26.6,20,21,95.2,70.0,14,280,470,59.6,45.7,128,5,11,45.5,221,512,43.2,41.2,91,196,492,39.8,85.2,167,32.7,34.0,0.7,31.2,1.4
2017,69,Detroit Mercy,Horizon,1868,20.8,37,42,88.1,70.3,26,309,559,55.3,34.3,106,20,30,66.7,213,563,37.8,28.2,60,251,674,37.2,78.1,196,36.1,30.1,1.6,29.9,2.2
2017,70,Drake,MVC,1858,21.4,22,26,84.6,81.8,18,267,505,52.9,39.0,104,10,20,50.0,191,524,36.5,28.8,55,270,783,34.5,81.5,220,42.1,28.2,1.1,27.2,1.4
2017,71,Drexel,CAA,1987,23.3,82,89,92.1,89.0,73,330,597,55.3,41.8,138,17,29,58.6,180,531,33.9,27.8,50,256,741,34.5,78.9,202,37.3,26.7,1.5,30.0,4.5
2017,72,Duke,ACC,2085,22.4,76,85,89.4,67.1,51,355,561,63.3,34.6,123,30,57,52.6,229,585,39.1,19.2,44,302,797,37.9,82.5,249,38.2,28.1,2.7,26.9,4.1
2017,73,Duquesne,A-10,1766,21.7,53,71,74.6,73.6,39,316,578,54.7,32.9,104,14,28,50.0,161,442,36.4,36.0,58,212,647,32.8,86.3,183,36.6,25.0,1.6,32.7,4.0
2017,74,East Carolina,American,1751,21.7,35,40,87.5,71.4,25,239,442,54.1,42.7,102,18,26,69.2,192,584,32.9,38.5,74,209,659,31.7,85.6,179,37.6,33.4,1.5,25.2,2.3
2017,75,East Tennessee State,SoCon,1755,25.5,90,109,82.6,67.8,61,362,606,59.7,41.7,151,9,11,81.8,163,420,38.8,27.0,44,235,609,38.6,81.3,191,34.7,23.9,0.6,34.5,6.2
2017,77,Eastern Illinois,OVC,1779,23.6,39,41,95.1,76.9,30,170,304,55.9,40.6,69,14,17,82.4,273,752,36.3,46.9,128,247,665,37.1,77.7,192,37.4,42.3,1.0,17.1,2.3
2017,78,Eastern Kentucky,OVC,1639,24.5,49,55,89.1,75.5,37,229,401,57.1,49.3,113,29,53,54.7,169,435,38.9,40.8,69,220,695,31.7,82.7,182,42.4,26.5,3.2,24.5,3.4
2017,79,Eastern Michigan,MAC,1990,20.7,95,101,94.1,77.9,74,357,647,55.2,35.3,126,31,39,79.5,202,608,33.2,30.7,62,204,595,34.3,73.5,150,29.9,30.6,2.0,32.5,5.1
2017,81,Elon,CAA,1742,24.1,9,11,81.8,44.4,4,302,484,62.4,41.7,126,6,6,100.0,179,449,39.9,29.6,53,275,792,34.7,86.2,237,45.5,25.8,0.3,27.8,0.6
2017,82,Evansville,MVC,1599,25.2,16,18,88.9,50.0,8,318,536,59.3,45.3,144,10,15,66.7,264,702,37.6,56.1,148,121,328,36.9,85.1,103,20.5,43.9,0.9,33.5,1.1
2017,83,Fairfield,MAAC,1805,25.0,36,37,97.3,91.7,33,361,618,58.4,46.8,169,11,16,68.8,137,379,36.1,30.7,42,257,755,34.0,80.5,207,41.8,21.0,0.9,34.2,2.0
2017,84,Fairleigh Dickinson,NEC,1712,21.2,50,52,96.2,80.0,40,351,645,54.4,35.6,125,9,18,50.0,143,392,36.5,21.7,31,201,605,33.2,83.1,167,35.3,22.9,1.1,37.7,3.0
2017,85,Florida A&M,MEAC,756,19.2,13,16,81.3,53.8,7,89,190,46.8,39.3,35,5,7,71.4,124,322,38.5,32.3,40,72,221,32.6,87.5,63,29.2,42.6,0.9,25.1,2.1
2017,86,Florida Atlantic,CUSA,1840,19.8,46,52,88.5,78.3,36,281,525,53.5,33.8,95,11,12,91.7,214,611,35.0,27.1,58,204,640,31.9,85.8,175,34.8,33.2,0.7,28.5,2.8
2017,87,Florida,SEC,2059,21.3,99,110,90.0,71.7,71,343,562,61.0,33.5,115,22,42,52.4,195,593,32.9,14.9,29,269,752,35.8,83.3,224,36.5,28.8,2.0,27.3,5.3
2017,88,Florida Gulf Coast,ASUN,1951,26.1,151,168,89.9,79.5,120,410,691,59.3,33.4,137,14,14,100.0,187,467,40.0,31.0,58,214,611,35.0,90.7,194,31.3,23.9,0.7,35.4,8.6
2017,89,Florida International,CUSA,1663,18.9,38,40,95.0,78.9,30,339,577,58.8,31.0,105,7,9,77.8,197,515,38.3,25.9,51,172,522,33.0,75.0,129,31.4,31.0,0.5,34.7,2.4
2017,90,Florida State,ACC,2147,23.4,183,210,87.1,78.1,143,371,634,58.5,32.6,121,25,48,52.1,224,584,38.4,21.9,49,233,671,34.7,81.5,190,31.3,27.2,2.2,29.5,9.8
2017,91,Fordham,A-10,1783,23.9,46,50,92.0,63.0,29,322,580,55.5,43.8,141,9,11,81.8,100,351,28.5,31.0,31,264,791,33.4,85.6,226,44.4,19.7,0.6,32.5,2.8
2017,92,Fresno State,Mountain West,1804,21.9,102,116,87.9,57.8,59,344,613,56.1,34.3,118,8,11,72.7,165,491,33.6,35.2,58,204,573,35.6,78.4,160,31.8,27.2,0.6,34.0,6.4
2017,93,Furman,SoCon,1777,27.1,50,55,90.9,70.0,35,356,582,61.2,42.4,151,8,10,80.0,137,374,36.6,29.9,41,295,756,39.0,86.1,254,42.5,21.0,0.6,32.8,3.1
2017,94,Gardner-Webb,Big South,1772,24.9,50,54,92.6,66.0,33,421,664,63.4,41.1,173,19,25,76.0,158,510,31.0,36.1,57,194,519,37.4,91.8,178,29.3,28.8,1.4,37.5,3.0
2017,95,George Mason,A-10,1725,19.9,10,13,76.9,80.0,8,371,607,61.1,39.1,145,16,22,72.7,211,621,34.0,21.8,46,158,462,34.2,91.8,145,26.8,36.0,1.3,35.2,0.8
2017,96,George Washington,A-10,1937,23.7,41,45,91.1,85.4,35,230,439,52.4,41.3,95,24,29,82.8,249,683,36.5,36.5,91,276,741,37.2,86.2,238,38.3,35.3,1.5,22.7,2.3
2017,97,Georgetown,Big East,1530,24.2,46,55,83.6,76.1,35,267,462,57.8,41.2,110,14,31,45.2,188,474,39.7,38.3,72,173,508,34.1,89.0,154,33.2,31.0,2.0,30.2,3.6
2017,98,Georgia,SEC,1903,22.4,54,56,96.4,81.5,44,313,526,59.5,47.6,149,25,45,55.6,269,738,36.4,33.1,89,175,538,32.5,82.9,145,28.3,38.8,2.4,27.6,2.9
2017,99,Georgia Southern,Sun Belt,1901,17.6,52,54,96.3,61.5,32,316,583,54.2,19.9,63,15,16,93.8,152,413,36.8,7.9,12,303,835,36.3,74.9,227,43.9,21.7,0.8,30.7,2.8
2017,100,Georgia State,Sun Belt,1888,20.9,51,56,91.1,54.9,28,393,658,59.7,32.3,127,24,35,68.6,171,449,38.1,22.2,38,246,690,35.7,82.1,202,36.5,23.8,1.9,34.9,3.0
2017,101,Georgia Tech,ACC,2023,27.1,86,98,87.8,81.4,70,379,725,52.3,56.2,213,22,36,61.1,232,667,34.8,49.6,115,164,497,33.0,91.5,150,24.6,33.0,1.8,35.8,4.8
2017,102,Gonzaga,WCC,2287,26.0,101,111,91.0,73.3,74,425,659,64.5,44.2,188,21,25,84.0,316,739,42.8,28.2,89,286,753,38.0,85.3,244,32.9,32.3,1.1,28.8,4.9
2017,103,Grambling,SWAC,824,16.9,12,12,100.0,50.0,6,170,314,54.1,25.9,44,4,7,57.1,83,260,31.9,37.3,31,72,231,31.2,80.6,58,28.0,31.6,0.8,38.1,1.5
2017,104,Grand Canyon,WAC,1693,23.0,91,100,91.0,69.2,63,294,576,51.0,40.8,120,10,11,90.9,145,426,34.0,31.0,45,188,580,32.4,86.2,162,34.3,25.2,0.6,34.0,5.9
2017,105,Green Bay,Horizon,1923,21.2,39,45,86.7,71.8,28,376,649,57.9,41.0,154,21,33,63.6,220,619,35.5,30.5,67,186,577,32.2,84.9,158,30.0,32.2,1.7,33.7,2.3
2017,106,Hampton,MEAC,1544,19.5,34,44,77.3,82.4,28,267,486,54.9,34.5,92,15,21,71.4,135,466,29.0,33.3,45,165,527,31.3,82.4,136,34.1,30.2,1.4,31.5,2.8
2017,107,Harvard,Ivy,1506,25.6,66,68,97.1,80.3,53,249,446,55.8,46.2,115,9,13,69.2,122,354,34.5,34.4,42,222,625,35.5,78.8,175,41.5,23.5,0.9,29.6,4.5
2017,108,Hawai'i,Big West,1593,24.5,8,8,100.0,75.0,6,279,448,62.3,50.9,142,3,4,75.0,178,498,35.7,36.0,64,201,635,31.7,89.1,179,39.9,31.3,0.3,28.1,0.5
2017,109,High Point,Big South,1586,23.2,11,11,100.0,36.4,4,306,556,55.0,45.8,140,7,11,63.6,180,522,34.5,35.0,63,190,486,39.1,84.7,161,30.6,32.9,0.7,35.1,0.7
2017,110,Hofstra,CAA,1790,21.9,42,43,97.7,61.9,26,276,493,56.0,35.1,97,12,20,60.0,193,481,40.1,25.9,50,275,753,36.5,79.6,219,42.1,26.9,1.1,27.5,2.4
2017,111,Holy Cross,Patriot,1501,27.9,18,18,100.0,83.3,15,302,541,55.8,47.4,143,1,2,50.0,88,266,33.1,40.9,36,234,674,34.7,96.2,225,44.9,17.7,0.1,36.0,1.2
2017,112,Houston Christian,Southland,1843,23.2,29,41,70.7,72.4,21,392,671,58.4,46.9,184,16,33,48.5,211,549,38.4,36.0,76,185,549,33.7,79.5,147,29.8,29.8,1.8,36.4,2.2
2017,113,Houston,American,1839,21.2,52,57,91.2,61.5,32,240,398,60.3,28.3,68,16,25,64.0,253,698,36.2,26.1,66,259,661,39.2,86.1,223,35.9,38.0,1.4,21.6,3.1
2017,114,Howard,MEAC,963,15.1,16,23,69.6,50.0,8,116,242,47.9,19.0,22,12,17,70.6,128,384,33.3,38.3,49,86,297,29.0,76.7,66,30.8,39.9,1.8,25.1,2.4
2017,115,IU Indianapolis,Summit,1699,23.3,39,46,84.8,64.1,25,296,517,57.3,39.9,118,15,27,55.6,163,455,35.8,24.5,40,257,654,39.3,82.9,213,38.5,26.8,1.6,30.4,2.7
2017,116,Idaho State,Big Sky,1586,18.7,44,50,88.0,56.8,25,229,426,53.8,26.6,61,10,14,71.4,179,483,37.1,18.4,33,221,613,36.1,80.5,178,38.7,30.5,0.9,26.9,3.2
2017,117,Idaho,Big Sky,1746,22.7,25,32,78.1,64.0,16,347,634,54.7,38.3,133,7,8,87.5,147,417,35.3,32.0,47,242,655,36.9,82.6,200,37.5,23.9,0.5,36.3,1.8
2017,118,Illinois,Big Ten,1905,23.0,36,39,92.3,66.7,24,226,345,65.5,36.7,83,12,24,50.0,317,801,39.6,38.2,121,255,696,36.6,82.7,211,36.5,42.0,1.3,18.1,2.0
2017,119,Illinois State,MVC,1973,24.2,75,84,89.3,86.7,65,230,395,58.2,42.6,98,15,29,51.7,251,678,37.0,29.5,74,294,787,37.4,82.0,241,39.9,34.4,1.5,20.0,4.3
2017,120,Incarnate Word,Southland,1616,22.0,31,36,86.1,58.1,18,325,587,55.4,26.8,87,3,6,50.0,144,387,37.2,37.5,54,232,600,38.7,84.9,197,37.1,23.9,0.4,36.3,2.2
2017,121,Indiana,Big Ten,1947,24.0,93,105,88.6,61.3,57,400,673,59.4,37.0,148,25,34,73.5,129,376,34.3,27.9,36,290,759,38.2,78.3,227,39.0,19.3,1.7,34.6,5.4
2017,122,Indiana State,MVC,1833,22.4,31,35,88.6,77.4,24,312,567,55.0,38.1,119,9,12,75.0,157,493,31.8,32.5,51,254,726,35.0,85.0,216,39.6,26.9,0.7,30.9,1.9
2017,123,Iona,MAAC,2035,25.4,22,30,73.3,54.5,12,384,714,53.8,45.6,175,12,30,40.0,183,451,40.6,32.2,59,323,810,39.9,83.6,270,39.8,22.2,1.5,35.1,1.5
2017,124,Iowa,Big Ten,2124,28.2,80,92,87.0,76.3,61,360,557,64.6,57.5,207,17,31,54.8,207,652,31.7,45.9,95,300,792,37.9,78.7,236,37.3,30.7,1.5,26.2,4.3
2017,125,Iowa State,Big 12,2189,25.0,61,69,88.4,80.3,49,349,529,66.0,43.0,150,11,17,64.7,267,714,37.4,28.1,75,344,860,40.0,79.4,273,39.3,32.6,0.8,24.2,3.2
2017,126,Jackson State,SWAC,761,15.8,10,12,83.3,70.0,7,92,198,46.5,23.9,22,12,24,50.0,66,235,28.1,34.8,23,83,292,28.4,81.9,68,38.4,30.9,3.2,26.0,1.6
2017,127,Jacksonville,ASUN,1465,22.4,37,43,86.0,62.2,23,267,516,51.7,25.5,68,3,5,60.0,122,273,44.7,23.8,29,244,628,38.9,85.2,208,42.9,18.6,0.3,35.2,2.9
2017,128,Jacksonville State,ASUN,1702,25.7,52,56,92.9,84.6,44,297,524,56.7,46.1,137,12,18,66.7,183,474,38.6,35.5,65,235,630,37.3,81.7,192,37.0,27.8,1.1,30.8,3.3
