season,seasonLabel,teamId,team,conference,games,wins,losses,totalMinutes,pace,teamStats_fieldGoals_pct,teamStats_fieldGoals_attempted,teamStats_fieldGoals_made,teamStats_twoPointFieldGoals_pct,teamStats_twoPointFieldGoals_attempted,teamStats_twoPointFieldGoals_made,teamStats_threePointFieldGoals_pct,teamStats_threePointFieldGoals_attempted,teamStats_threePointFieldGoals_made,teamStats_freeThrows_pct,teamStats_freeThrows_attempted,teamStats_freeThrows_made,teamStats_rebounds_total,teamStats_rebounds_defensive,teamStats_rebounds_offensive,teamStats_turnovers_teamTotal,teamStats_turnovers_total,teamStats_fouls_flagrant,teamStats_fouls_technical,teamStats_fouls_total,teamStats_points_fastBreak,teamStats_points_offTurnovers,teamStats_points_inPaint,teamStats_points_total,teamStats_fourFactors_freeThrowRate,teamStats_fourFactors_offensiveReboundPct,teamStats_fourFactors_turnoverRatio,teamStats_fourFactors_effectiveFieldGoalPct,teamStats_assists,teamStats_blocks,teamStats_steals,teamStats_possessions,teamStats_rating,teamStats_trueShooting,opponentStats_fieldGoals_pct,opponentStats_fieldGoals_attempted,opponentStats_fieldGoals_made,opponentStats_twoPointFieldGoals_pct,opponentStats_twoPointFieldGoals_attempted,opponentStats_twoPointFieldGoals_made,opponentStats_threePointFieldGoals_pct,opponentStats_threePointFieldGoals_attempted,opponentStats_threePointFieldGoals_made,opponentStats_freeThrows_pct,opponentStats_freeThrows_attempted,opponentStats_freeThrows_made,opponentStats_rebounds_total,opponentStats_rebounds_defensive,opponentStats_rebounds_offensive,opponentStats_turnovers_teamTotal,opponentStats_turnovers_total,opponentStats_fouls_flagrant,opponentStats_fouls_technical,opponentStats_fouls_total,opponentStats_points_fastBreak,opponentStats_points_offTurnovers,opponentStats_points_inPaint,opponentStats_points_total,opponentStats_fourFactors_freeThrowRate,opponentStats_fourFactors_offensiveReboundPct,opponentStats_fourFactors_turnoverRatio,opponentStats_fourFactors_effectiveFieldGoalPct,opponentStats_assists,opponentStats_blocks,opponentStats_steals,opponentStats_possessions,opponentStats_rating,opponentStats_trueShooting
2014,20132014,11,Arizona,Pac-12,38,33,5,1570,62.6,46.9,2122,996,50.7,1561,792,36.4,561,204,65.9,870,573,1449,984,465,3,387,0,1,630,0,106,112,2769,41.0,32.1,0.16,51.7,574,173,223,2451,113.0,55.3,38.0,2041,776,40.2,1500,603,32.0,541,173,71.6,698,500,1181,812,369,14,471,0,4,699,3,97,58,2225,34.2,31.2,0.19,42.3,347,118,178,2460,90.4,47.4
2014,20132014,12,Arkansas,SEC,34,22,12,1420,67.9,44.4,2041,907,48.3,1369,661,36.6,672,246,71.9,819,589,1189,798,391,2,382,0,2,691,28,432,100,2723,40.1,32.9,0.16,50.5,514,183,279,2406,113.2,56.7,40.3,1919,774,43.0,1320,568,34.4,599,206,69.7,836,583,1295,835,460,17,565,0,4,671,20,217,120,2425,43.6,35.5,0.23,45.7,369,96,178,2412,100.5,53.0
2014,20132014,13,Arkansas State,Sun Belt,32,19,13,1345,60.7,44.5,1741,774,48.7,1024,499,38.4,717,275,72.8,747,544,1069,776,293,11,386,0,7,558,82,412,438,2432,42.9,27.4,0.19,52.4,417,87,206,2040,119.2,58.8,43.2,1844,796,48.3,1246,602,32.4,598,194,72.1,657,474,1142,783,359,6,405,0,7,633,92,358,502,2299,35.6,31.4,0.2,48.4,355,89,194,2043,112.5,53.9
2014,20132014,14,Arkansas-Pine Bluff,SWAC,31,13,18,1240,30.3,41.1,1605,659,44.7,1043,466,34.3,562,193,66.1,675,446,946,639,307,11,478,0,10,605,33,199,128,1957,42.1,32.5,0.51,47.1,350,72,296,943,207.5,51.4,46.6,1559,727,52.8,993,524,35.9,566,203,68.4,776,531,1082,757,325,14,514,0,7,567,56,256,204,2188,49.8,30.0,0.55,53.1,453,131,233,938,233.3,57.6
2014,20132014,15,Army,Patriot,31,15,16,1270,62.1,44.4,1804,801,51.0,1107,565,33.9,697,236,70.0,580,406,1043,691,352,7,401,0,1,567,54,403,378,2244,32.2,33.7,0.2,50.9,436,132,187,1975,113.6,54.5,46.0,1755,807,49.3,1214,599,38.4,541,208,72.0,621,447,1089,745,344,7,424,0,0,562,94,392,330,2269,35.4,31.6,0.22,51.9,413,103,227,1969,115.2,55.9
2014,20132014,16,Auburn,SEC,30,14,16,1200,63.1,43.7,1656,723,50.0,1102,551,31.0,554,172,72.1,730,526,1022,692,330,1,363,0,7,647,106,314,492,2144,44.1,32.3,0.19,48.9,349,134,183,1892,113.3,54.2,43.0,1615,695,45.4,1049,476,38.7,566,219,69.4,787,546,1053,710,343,2,381,0,1,613,104,189,464,2155,48.7,32.6,0.2,49.8,417,108,174,1894,113.8,54.9
2014,20132014,17,Austin Peay,OVC,30,12,18,1235,65.2,48.8,1632,797,54.5,1173,639,34.4,459,158,66.5,804,535,999,701,298,5,471,0,6,517,75,402,592,2287,49.3,29.8,0.23,53.7,444,156,206,2016,113.4,57.6,46.1,1817,838,51.8,1166,604,35.9,651,234,73.6,622,458,1052,688,364,4,430,0,4,637,117,435,580,2368,34.2,34.6,0.21,52.6,475,99,235,2008,117.9,56.6
2014,20132014,18,BYU,WCC,35,23,12,1455,67.5,46.3,2186,1012,49.5,1688,835,35.5,498,177,69.2,1055,730,1432,969,463,1,395,0,5,690,111,308,474,2931,48.3,32.3,0.16,50.3,544,103,251,2447,119.8,55.3,43.0,2175,935,47.9,1411,676,33.9,764,259,71.2,810,577,1253,871,382,6,441,0,6,800,55,214,360,2706,37.2,30.5,0.18,48.9,515,147,213,2460,110.0,53.4
2014,20132014,19,Ball State,MAC,30,5,25,1255,65.2,40.7,1601,651,46.6,976,455,31.4,625,196,69.1,679,469,1108,725,383,8,505,0,5,615,125,324,661,1967,42.4,34.6,0.25,46.8,375,70,136,2047,96.1,51.8,46.0,1671,769,51.1,1195,611,33.2,476,158,70.2,738,518,996,694,302,7,339,0,4,577,174,548,826,2214,44.2,30.3,0.17,50.7,412,110,258,2044,108.3,55.5
2014,20132014,20,Baylor,Big 12,38,26,12,1570,61.1,45.5,2109,959,49.1,1384,679,38.6,725,280,68.1,947,645,1454,929,525,3,440,0,5,648,13,79,228,2843,44.9,36.1,0.18,52.1,563,203,197,2399,118.5,56.3,42.6,2178,927,46.2,1447,669,35.3,731,258,67.6,688,465,1200,768,432,7,394,0,8,728,0,67,194,2577,31.6,36.0,0.16,48.5,566,108,203,2394,107.6,51.9
2014,20132014,22,Belmont,OVC,36,26,10,1440,51.6,49.8,1973,983,57.4,1150,660,39.2,823,323,73.9,794,587,1123,808,315,7,463,0,2,735,93,392,460,2876,40.2,28.0,0.25,58.0,571,88,248,1856,155.0,61.9,46.0,1989,914,52.0,1280,666,35.0,709,248,69.7,839,585,1177,781,396,8,517,0,7,740,64,327,422,2661,42.2,33.6,0.28,52.2,458,112,260,1858,143.2,56.4
2014,20132014,23,Bethune-Cookman,MEAC,32,7,25,1310,38.2,40.0,1714,686,42.5,1101,468,35.6,613,218,71.9,615,442,1003,635,368,9,408,0,10,681,46,274,282,2032,35.9,36.7,0.33,46.4,316,80,199,1251,162.4,51.2,45.4,1604,728,50.5,1059,535,35.4,545,193,70.9,850,603,1121,749,372,5,406,0,6,554,102,294,387,2252,53.0,33.2,0.33,51.4,421,147,196,1249,180.3,56.9
2014,20132014,24,Binghamton,Am. East,30,7,23,1245,50.6,38.0,1554,591,41.5,985,409,32.0,569,182,69.3,687,476,970,658,312,9,428,0,5,596,32,305,298,1840,44.2,32.2,0.27,43.9,282,60,184,1575,116.8,49.6,45.2,1601,724,49.6,967,480,38.5,634,244,68.5,654,448,1074,759,315,6,394,0,4,605,56,323,382,2140,40.8,29.3,0.25,52.8,442,104,222,1572,136.1,56.7
2014,20132014,25,Boise State,Mountain West,34,21,13,1410,57.5,45.6,1952,890,50.4,1242,626,37.2,710,264,74.9,730,547,1171,797,374,5,340,0,3,654,89,345,644,2591,37.4,31.9,0.17,52.4,406,71,203,2026,127.9,57.0,44.6,1814,809,49.9,1185,591,34.7,629,218,70.2,728,511,1025,751,274,4,397,0,3,639,89,262,534,2347,40.1,26.7,0.2,50.6,385,114,156,2029,115.7,55.0
2014,20132014,26,Boston College,ACC,32,8,24,1355,57.8,44.6,1605,716,51.9,903,469,35.2,702,247,74.1,699,518,952,687,265,14,358,0,2,602,53,221,300,2197,43.6,27.8,0.18,52.3,398,86,140,1958,112.2,57.4,46.5,1771,824,50.2,1278,642,36.9,493,182,72.9,719,524,1067,710,357,5,303,0,1,589,65,205,354,2354,40.6,33.5,0.15,51.7,393,92,177,1959,120.2,56.4
2014,20132014,27,Boston University,Patriot,35,24,11,1460,60.1,45.2,1978,894,50.9,1202,612,36.3,776,282,71.4,591,422,1160,827,333,8,411,0,4,590,176,469,675,2492,29.9,28.7,0.19,52.3,491,62,245,2185,114.1,55.7,44.1,1872,826,48.3,1247,602,35.8,625,224,70.6,585,413,1173,830,343,8,465,0,3,546,80,376,684,2346,31.3,29.2,0.21,50.1,433,106,174,2200,106.6,55.1
2014,20132014,28,Bowling Green,MAC,32,12,20,1310,60.1,42.6,1746,743,46.9,1329,623,28.8,417,120,63.7,630,401,1132,793,339,10,469,0,3,564,121,377,554,2007,36.1,29.9,0.24,46.0,387,177,246,1972,101.8,49.6,41.1,1740,716,44.2,1170,517,34.9,570,199,65.2,650,424,1138,785,353,13,451,0,7,567,154,404,532,2055,37.4,31.0,0.23,46.9,403,108,268,1962,104.7,50.7
2014,20132014,29,Bradley,MVC,32,12,20,1280,51.2,41.9,1720,721,45.7,1241,567,32.2,479,154,70.1,628,440,1064,708,356,7,383,0,7,635,110,331,369,2036,36.5,33.5,0.23,46.4,306,84,226,1641,124.1,51.0,43.6,1614,704,50.7,983,498,32.6,631,206,71.3,700,499,1066,747,319,8,413,0,6,575,82,264,348,2113,43.4,29.9,0.25,50.0,399,107,187,1638,129.0,55.0
2014,20132014,30,Brown,Ivy,29,15,14,1190,49.5,43.1,1706,735,45.3,1190,539,38.0,516,196,67.3,593,399,1154,825,329,5,375,0,3,570,100,248,483,2065,34.8,28.5,0.25,48.8,388,138,164,1471,140.4,52.5,39.4,1703,671,43.8,1159,508,30.0,544,163,71.1,627,446,1068,753,315,5,343,0,6,536,99,265,516,1951,36.8,29.5,0.23,44.2,343,128,184,1473,132.5,49.3
2014,20132014,31,Bryant,NEC,32,18,14,1310,55.7,47.0,1787,839,53.9,1184,638,33.3,603,201,70.3,669,470,1095,787,308,7,397,0,1,568,101,398,633,2351,37.4,28.1,0.22,52.6,420,93,207,1819,129.2,56.5,43.4,1888,819,47.5,1213,576,36.0,675,243,68.0,622,423,1164,763,401,6,404,0,1,585,78,309,492,2304,32.9,34.5,0.22,49.8,415,143,216,1830,125.9,53.3
2014,20132014,32,Bucknell,Patriot,30,16,14,1200,56.6,42.9,1627,698,44.6,1125,502,39.0,502,196,74.6,516,385,1067,780,287,4,321,0,2,500,33,240,452,1977,31.7,26.9,0.19,48.9,357,49,138,1697,116.5,53.3,42.4,1644,697,46.5,1107,515,33.9,537,182,66.3,522,346,953,701,252,7,276,0,1,469,100,316,470,1922,31.8,26.4,0.16,47.9,342,143,167,1699,113.1,51.3
2014,20132014,33,Buffalo,MAC,29,19,10,1175,48.4,44.7,1631,729,50.5,1073,542,33.5,558,187,71.2,684,487,1074,719,355,0,365,0,18,535,104,306,528,2132,41.9,33.1,0.26,50.4,436,137,198,1423,149.8,55.2,42.3,1640,693,47.6,1114,530,31.0,526,163,68.2,591,403,986,657,329,6,385,0,9,582,94,306,498,1952,36.0,33.4,0.27,47.2,354,79,198,1423,137.2,51.4
2014,20132014,34,Butler,Big East,31,14,17,1335,50.9,42.9,1758,755,48.0,1191,572,32.3,567,183,66.1,654,432,1072,732,340,1,310,0,2,523,87,198,556,2125,37.2,31.7,0.18,48.2,346,88,186,1699,125.1,51.9,44.7,1714,767,51.0,1185,604,30.8,529,163,69.1,531,367,1058,768,290,5,365,0,5,580,95,142,489,2064,31.0,27.4,0.22,49.5,380,111,169,1696,121.7,53.0
2014,20132014,35,Cal Poly,Big West,34,14,20,1360,53.5,40.8,1850,754,44.8,1196,536,33.3,654,218,68.8,603,415,1096,719,377,8,303,0,4,621,47,304,450,2141,32.6,34.4,0.17,46.6,394,93,198,1815,118.0,50.6,43.4,1704,739,47.8,1163,556,33.8,541,183,72.3,694,502,1150,809,341,13,384,0,2,539,64,262,492,2163,40.7,29.7,0.21,48.7,418,120,153,1820,118.8,53.8
2014,20132014,36,Cal State Bakersfield,WAC,32,13,19,1310,58.0,43.8,1752,767,46.1,1184,546,38.9,568,221,68.8,669,460,1116,737,379,12,443,0,7,708,109,411,561,2215,38.2,34.0,0.23,50.1,384,111,209,1898,116.7,54.1,43.2,1642,710,49.7,1066,530,31.3,576,180,69.6,848,590,1046,720,326,5,406,1,11,621,135,417,518,2190,51.6,31.2,0.21,48.7,381,113,214,1901,115.2,54.3
2014,20132014,37,Cal State Fullerton,Big West,31,11,20,1255,59.5,42.5,1726,734,47.3,1149,543,33.1,577,191,65.8,658,433,1046,721,325,5,370,0,2,604,86,342,594,2092,38.1,31.1,0.2,48.1,343,58,145,1867,112.1,51.9,45.8,1656,758,50.6,1176,595,34.0,480,163,70.5,760,536,1086,790,296,6,353,0,2,584,73,360,570,2215,45.9,27.3,0.19,50.7,402,111,152,1867,118.6,55.6
2014,20132014,38,Cal State Northridge,Big West,35,17,18,1510,61.4,45.4,1955,888,47.7,1552,740,36.7,403,148,79.1,967,765,1244,857,387,3,447,0,4,719,96,434,499,2689,49.5,31.1,0.19,49.2,471,96,242,2320,115.9,56.5,45.5,2033,924,51.9,1264,656,34.9,769,268,70.4,847,596,1154,768,386,7,431,0,2,724,144,427,496,2712,41.7,33.4,0.19,52.0,513,119,210,2318,117.0,56.4
2014,20132014,40,California,Pac-12,35,21,14,1445,64.7,45.7,2014,921,50.2,1438,722,34.5,576,199,68.6,717,492,1244,893,351,7,356,0,2,593,111,242,452,2533,35.6,28.2,0.15,50.7,537,159,185,2345,108.0,54.4,41.6,2043,850,44.3,1431,634,35.3,612,216,73.1,688,503,1219,840,379,3,354,0,2,624,63,175,494,2419,33.7,31.1,0.15,46.9,431,115,158,2332,103.7,51.6
2014,20132014,41,Campbell,Big South,32,12,20,1325,56.6,44.1,1747,771,51.8,952,493,35.0,795,278,67.7,508,344,1049,704,345,13,427,0,5,572,119,318,584,2164,29.1,32.9,0.23,52.1,454,140,193,1872,115.6,54.9,45.8,1807,828,50.7,1271,644,34.3,536,184,68.4,659,451,1124,736,388,8,343,0,4,493,94,413,704,2291,36.5,34.5,0.18,50.9,400,83,231,1878,122.0,54.6
2014,20132014,42,Canisius,MAAC,34,21,13,1420,61.0,45.9,1989,913,49.9,1287,642,38.6,702,271,74.0,762,564,1136,752,384,5,394,0,6,613,156,423,556,2661,38.3,33.8,0.18,52.7,425,130,233,2164,123.0,57.2,45.2,2010,909,51.5,1300,670,33.7,710,239,72.7,706,513,1236,793,443,18,464,0,6,657,127,379,538,2570,35.1,35.8,0.21,51.2,522,92,205,2164,118.8,55.4
2014,20132014,43,Central Arkansas,Southland,29,8,21,1180,67.5,44.7,1761,787,48.1,1239,596,36.6,522,191,60.1,666,400,982,659,323,6,421,0,7,634,171,392,687,2165,37.8,32.9,0.21,50.1,368,137,247,1992,108.7,52.7,46.6,1718,801,51.0,1248,636,35.1,470,165,71.3,832,593,1182,797,385,6,436,0,7,550,162,431,708,2360,48.4,32.6,0.22,51.4,453,85,210,1992,118.5,56.6
2014,20132014,44,Central Connecticut,NEC,30,11,19,1230,62.6,43.5,1794,781,47.4,1290,612,33.5,504,169,71.7,538,386,1036,720,316,2,420,0,2,557,155,355,629,2117,30.0,30.5,0.22,48.2,391,146,207,1930,109.7,52.1,44.9,1849,831,49.3,1225,604,36.4,624,227,68.6,625,429,1187,776,411,5,392,0,3,497,89,387,700,2318,33.8,34.6,0.2,51.1,378,141,201,1917,120.9,54.6
2014,20132014,45,Central Michigan,MAC,31,10,21,1280,53.3,43.4,1767,766,52.2,990,517,32.0,777,249,71.0,655,465,967,639,328,7,331,0,4,561,61,408,346,2246,37.1,33.9,0.19,50.4,371,36,232,1706,131.7,54.6,49.1,1643,806,56.9,1038,591,35.5,605,215,73.6,626,461,1054,764,290,10,420,0,4,587,113,320,410,2288,38.1,27.5,0.25,55.6,428,110,177,1705,134.2,59.6
2014,20132014,46,Charleston,CAA,32,14,18,1330,58.4,41.2,1719,709,45.2,1106,500,34.1,613,209,65.6,593,389,1214,821,393,6,409,0,0,595,38,271,474,2016,34.5,32.4,0.21,47.3,324,132,149,1942,103.8,50.9,40.9,1684,689,43.4,1223,531,34.3,461,158,65.2,721,470,1038,725,313,7,308,0,1,533,73,330,456,2006,42.8,30.2,0.16,45.6,272,120,184,1942,103.3,50.1
2014,20132014,47,Charleston Southern,Big South,31,13,18,1295,59.7,45.8,1876,859,51.2,1087,557,38.3,789,302,72.8,691,503,1160,794,366,6,334,0,4,565,74,403,550,2523,36.8,31.6,0.17,53.8,424,88,202,1935,130.4,57.9,43.3,1773,767,45.8,1146,525,38.6,627,242,69.7,669,466,1076,759,317,11,394,0,7,559,80,305,486,2242,37.7,29.5,0.2,50.1,384,124,161,1929,116.2,54.2
2014,20132014,48,Charlotte,CUSA,31,17,14,1270,64.3,44.5,1771,788,48.2,1248,602,35.6,523,186,64.8,699,453,1187,807,380,6,457,0,13,569,130,340,558,2215,39.5,32.0,0.22,49.7,420,78,188,2047,108.2,53.3,43.5,1827,795,49.2,1195,588,32.8,632,207,64.3,659,424,1084,743,341,4,379,1,7,638,104,397,580,2221,36.1,31.5,0.19,49.2,375,100,214,2038,109.0,52.5
2014,20132014,49,Chattanooga,SoCon,33,18,15,1350,55.2,43.3,1857,805,48.4,1229,595,33.4,628,210,70.0,839,587,1194,775,419,6,430,0,4,614,121,421,550,2489,45.2,35.1,0.23,49.0,380,161,221,1862,133.7,55.9,46.2,1866,863,50.8,1377,699,33.5,489,164,67.8,695,471,1136,781,355,8,439,0,2,654,118,387,636,2439,37.2,31.3,0.24,50.6,403,125,198,1865,130.8,56.2
2014,20132014,50,Chicago State,Indep.,32,13,19,1335,61.2,41.8,1884,787,46.1,1231,567,33.7,653,220,67.5,649,438,1003,678,325,5,389,0,7,736,148,496,608,2232,34.4,32.4,0.19,47.6,358,83,278,2042,109.3,51.4,45.5,1732,788,51.5,1097,565,35.1,635,223,69.9,916,640,1285,893,392,7,511,0,4,596,104,417,616,2439,52.9,30.5,0.25,51.9,432,130,173,2041,119.5,57.1
2014,20132014,50,Chicago State,WAC,32,13,19,1335,61.2,41.8,1884,787,46.1,1231,567,33.7,653,220,67.5,649,438,1003,678,325,5,389,0,7,736,148,496,608,2232,34.4,32.4,0.19,47.6,358,83,278,2042,109.3,51.4,45.5,1732,788,51.5,1097,565,35.1,635,223,69.9,916,640,1285,893,392,7,511,0,4,596,104,417,616,2439,52.9,30.5,0.25,51.9,432,130,173,2041,119.5,57.1
2014,20132014,51,Cincinnati,American,34,27,7,1360,61.2,42.5,1893,805,46.6,1308,609,33.5,585,196,70.8,733,519,1224,767,457,8,377,0,8,596,30,180,160,2325,38.7,37.3,0.18,47.7,425,188,268,2077,111.9,52.5,39.5,1745,690,43.2,1177,508,32.0,568,182,67.5,628,424,1078,712,366,21,485,0,6,634,45,127,134,1986,36.0,34.0,0.23,44.8,374,120,177,2087,95.2,49.1
2014,20132014,52,Clemson,ACC,36,23,13,1510,58.3,42.4,1879,796,47.9,1266,606,31.0,613,190,74.4,679,505,1269,870,399,14,401,0,3,565,62,267,349,2287,36.1,31.4,0.18,47.4,383,221,168,2198,104.0,52.5,39.5,1970,778,44.3,1367,606,28.5,603,172,66.5,564,375,1200,782,418,13,380,0,1,594,36,231,320,2103,28.6,34.8,0.17,43.9,373,104,195,2203,95.5,47.4
2014,20132014,53,Cleveland State,Horizon,33,21,12,1360,59.0,46.9,1786,837,50.1,1192,597,40.4,594,240,75.3,659,496,1114,772,342,10,414,0,6,649,125,424,494,2410,36.9,30.7,0.21,53.6,469,113,200,2009,120.0,58.0,41.8,1745,730,46.7,1133,529,32.8,612,201,71.0,739,525,1055,697,358,6,424,0,8,568,99,309,402,2186,42.3,33.9,0.21,47.6,438,123,178,2006,109.0,52.8
2014,20132014,54,Coastal Carolina,Big South,34,21,13,1395,52.9,43.7,1969,861,48.4,1341,649,33.8,628,212,69.1,758,524,1336,902,434,4,473,0,2,668,84,312,509,2458,38.5,32.5,0.26,49.1,362,96,216,1845,133.2,53.4,40.2,1934,778,46.2,1112,514,32.1,822,264,69.3,730,506,1175,803,372,11,440,0,4,649,49,338,341,2326,37.7,31.7,0.24,47.1,397,136,240,1846,126.0,51.6
2014,20132014,55,Colgate,Patriot,31,13,18,1280,49.4,48.4,1622,785,54.4,965,525,39.6,657,260,71.5,459,328,954,734,220,15,355,0,0,529,61,277,470,2158,28.3,23.1,0.22,56.4,440,70,143,1583,136.3,59.2,44.7,1673,747,50.4,1106,557,33.5,567,190,68.8,580,399,989,701,288,12,323,0,1,470,107,262,482,2083,34.7,29.1,0.2,50.3,358,68,176,1578,132.0,54.0
