season,seasonLabel,teamId,team,conference,athleteId,name,position,games,starts,minutes,points,turnovers,fouls,assists,steals,blocks,usage,offensiveRating,PORPAG,effectiveFieldGoalPct,trueShootingPct,assistsTurnoverRatio,freeThrowRate,offensiveReboundPct,fieldGoals_pct,fieldGoals_attempted,fieldGoals_made,twoPointFieldGoals_pct,twoPointFieldGoals_attempted,twoPointFieldGoals_made,threePointFieldGoals_pct,threePointFieldGoals_attempted,threePointFieldGoals_made,freeThrows_pct,freeThrows_attempted,freeThrows_made,rebounds_total,rebounds_defensive,rebounds_offensive,winShares_totalPer40,winShares_total,winShares_defensive,winShares_offensive,defensiveRating,netRating
2005,20042005,107,Harvard,Ivy,86040,Brian Darcy,F,9,0,18,4,2,2,0,0,0,10.3,97.9,0.0,100.0,1.064,0.0,200.0,50.0,100.0,1,1,100.0,1,1,0.0,0,0,100.0,2,2,2,1,1,,,,,,
2005,20042005,107,Harvard,Ivy,86041,Brian Cusworth,C,19,0,554,264,48,64,17,14,34,26.5,103.5,1.9,50.5,0.554,0.35,39.4,27.4,49.8,203,101,51.0,192,98,27.3,11,3,73.8,80,59,146,106,40,,,,,,
2005,20042005,107,Harvard,Ivy,86042,James Lambert,G,5,0,4,2,2,0,0,0,0,47.3,41.9,-0.3,50.0,0.5,0.0,0.0,,50.0,2,1,100.0,1,1,0.0,1,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,107,Harvard,Ivy,86043,Jim Goffredo,G,22,0,328,133,21,37,6,7,0,23.9,100.0,0.7,44.0,0.502,0.29,29.9,40.0,34.2,117,40,38.6,44,17,31.5,73,23,85.7,35,30,30,18,12,,,,,,
2005,20042005,107,Harvard,Ivy,89500,Matt Stehle,F,22,0,686,303,74,71,59,38,20,24.5,106.6,2.2,53.4,0.595,0.8,56.4,30.0,50.5,204,103,53.8,169,91,34.3,35,12,73.9,115,85,200,140,60,,,,,,
2005,20042005,107,Harvard,Ivy,89501,Zach Martin,F,18,0,192,57,13,12,7,9,2,17.1,100.7,0.4,48.9,0.541,0.54,27.7,50.0,36.2,47,17,27.8,18,5,41.4,29,12,84.6,13,11,20,10,10,,,,,,
2005,20042005,107,Harvard,Ivy,89502,Ko Yada,G,10,0,15,0,2,1,2,0,0,22.0,17.8,-0.4,0.0,0.0,1.0,0.0,,0.0,5,0,0.0,2,0,0.0,3,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,107,Harvard,Ivy,89503,Michael Beal,G,22,0,367,75,40,40,41,11,10,18.3,79.9,-0.4,33.1,0.411,1.02,52.7,34.7,31.1,74,23,35.7,56,20,16.7,18,3,66.7,39,26,72,47,25,,,,,,
2005,20042005,107,Harvard,Ivy,90731,Luke McCrone,F,5,0,23,6,4,3,2,1,1,25.5,67.2,-0.4,42.9,0.429,0.5,0.0,50.0,42.9,7,3,42.9,7,3,0.0,0,0,0.0,0,0,2,1,1,,,,,,
2005,20042005,107,Harvard,Ivy,90732,Graham Beatty,F,22,0,292,77,20,49,6,7,2,14.9,99.8,0.4,55.6,0.592,0.3,46.3,44.0,55.6,54,30,55.6,54,30,0.0,0,0,68.0,25,17,50,28,22,,,,,,
2005,20042005,107,Harvard,Ivy,90733,Jason Norman,G-F,22,0,680,159,44,67,34,35,4,16.4,87.0,-0.1,45.6,0.458,0.77,19.4,40.0,41.9,160,67,50.9,108,55,23.1,52,12,41.9,31,13,65,39,26,,,,,,
2005,20042005,107,Harvard,Ivy,90734,Tyler Klunick,G,11,0,50,10,8,1,7,5,1,22.1,67.2,-0.3,34.6,0.36,0.88,15.4,80.0,30.8,13,4,42.9,7,3,16.7,6,1,50.0,2,1,5,1,4,,,,,,
2005,20042005,107,Harvard,Ivy,90735,David Giovacchini,G,22,0,584,183,69,53,81,27,1,21.8,92.9,0.4,44.4,0.507,1.17,42.8,32.8,40.1,152,61,42.5,113,48,33.3,39,13,73.8,65,48,67,45,22,,,,,,
2005,20042005,107,Harvard,Ivy,90736,Kevin Rogus,G,22,0,659,225,23,33,20,17,0,17.7,111.8,2.0,53.7,0.55,0.87,21.4,21.9,38.5,187,72,51.7,29,15,36.1,158,57,60.0,40,24,32,25,7,,,,,,
2005,20042005,108,Hawai'i,WAC,82585,Bobby Nash,G-F,13,0,223,67,8,20,13,8,1,19.0,96.6,0.5,44.4,0.446,1.63,9.7,34.5,36.1,72,26,29.8,47,14,48.0,25,12,42.9,7,3,29,19,10,,,,,,
2005,20042005,108,Hawai'i,WAC,82591,Matt Gibson,G,13,0,350,174,33,41,42,20,2,26.4,107.8,2.3,53.9,0.586,1.27,34.1,18.2,45.0,129,58,52.2,67,35,37.1,62,23,79.5,44,35,22,18,4,,,,,,
2005,20042005,108,Hawai'i,WAC,85969,Kris Groce,G,5,0,35,8,3,3,1,0,1,17.1,72.9,-0.3,44.4,0.444,0.33,0.0,0.0,33.3,9,3,33.3,3,1,33.3,6,2,0.0,0,0,2,2,0,,,,,,
2005,20042005,108,Hawai'i,WAC,89566,Julian Sensley,F,13,0,460,165,28,35,36,10,12,21.3,101.8,1.7,47.3,0.5,1.29,24.2,31.9,43.0,149,64,50.5,101,51,27.1,48,13,66.7,36,24,91,62,29,,,,,,
2005,20042005,108,Hawai'i,WAC,89567,Matthew Gipson,F,13,0,213,53,12,36,16,4,9,15.9,97.0,0.4,47.8,0.487,1.33,41.3,34.2,43.5,46,20,45.7,35,16,36.4,11,4,47.4,19,9,38,25,13,,,,,,
2005,20042005,108,Hawai'i,WAC,89568,Chris Botez,C,13,0,268,60,9,34,18,12,14,14.2,101.9,0.7,45.0,0.456,2.0,21.7,43.1,45.0,60,27,45.0,60,27,0.0,0,0,46.2,13,6,51,29,22,,,,,,
2005,20042005,108,Hawai'i,WAC,89569,Deonte Tatum,G,13,0,258,61,17,17,23,11,3,17.4,85.7,-0.1,43.0,0.429,1.35,25.0,20.0,42.2,64,27,49.1,53,26,9.1,11,1,37.5,16,6,40,32,8,,,,,,
2005,20042005,108,Hawai'i,WAC,89570,Milos Zivanovic,C,9,0,29,5,2,2,2,0,0,12.2,88.8,0.0,50.0,0.5,1.0,0.0,50.0,40.0,5,2,25.0,4,1,100.0,1,1,0.0,0,0,4,2,2,,,,,,
2005,20042005,108,Hawai'i,WAC,91987,Jeff Blackett,F,13,0,363,115,14,23,29,10,5,18.7,107.0,1.6,44.5,0.481,2.07,22.0,41.7,44.0,109,48,43.9,107,47,50.0,2,1,75.0,24,18,72,42,30,,,,,,
2005,20042005,108,Hawai'i,WAC,91988,Vaidotas Peciukas,G-F,12,0,127,47,11,10,14,7,0,21.6,101.6,0.5,53.1,0.552,1.27,75.0,40.0,50.0,32,16,63.6,22,14,20.0,10,2,54.2,24,13,15,9,6,,,,,,
2005,20042005,108,Hawai'i,WAC,91990,Jake Sottos,G,13,0,274,137,21,17,28,8,1,23.6,117.1,2.4,61.9,0.645,1.33,11.9,40.7,45.5,101,46,48.1,27,13,44.6,74,33,100.0,12,12,27,16,11,,,,,,
2005,20042005,109,High Point,Big South,82031,Arizona 'AZ' Reid,F,21,0,372,112,24,16,26,15,8,18.2,97.0,0.5,45.9,0.478,1.08,12.6,31.2,45.9,111,51,46.4,110,51,0.0,1,0,71.4,14,10,93,64,29,,,,,,
2005,20042005,109,High Point,Big South,85845,Jerald Minnis,F,16,0,93,13,4,8,0,2,3,9.2,82.2,0.0,46.2,0.468,0.0,15.4,35.7,46.2,13,6,46.2,13,6,0.0,0,0,50.0,2,1,14,9,5,,,,,,
2005,20042005,109,High Point,Big South,85847,Landon Quick,G,24,0,414,86,33,42,57,21,0,14.3,94.9,0.3,42.8,0.484,1.73,65.2,25.0,40.6,69,28,41.7,60,25,33.3,9,3,60.0,45,27,52,39,13,,,,,,
2005,20042005,109,High Point,Big South,87399,Chris Mayshack,G,19,0,67,16,3,10,7,4,0,14.5,103.5,0.1,46.4,0.468,2.33,50.0,100.0,35.7,14,5,28.6,7,2,42.9,7,3,42.9,7,3,2,0,2,,,,,,
2005,20042005,109,High Point,Big South,88665,Issa Konare,F,24,0,391,106,19,55,9,17,24,15.3,102.6,0.6,45.4,0.511,0.47,43.7,40.2,43.7,87,38,44.9,78,35,33.3,9,3,71.1,38,27,87,52,35,,,,,,
2005,20042005,109,High Point,Big South,88666,Terrance Stokes,F-C,4,0,4,0,0,1,0,0,0,13.2,37.3,-0.1,0.0,0.0,,0.0,100.0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,1,0,1,,,,,,
2005,20042005,109,High Point,Big South,88667,Akeem Scott,G,24,0,520,184,39,81,45,42,3,19.2,106.3,1.2,50.0,0.555,1.15,60.3,36.2,42.0,131,55,43.6,78,34,39.6,53,21,67.1,79,53,58,37,21,,,,,,
2005,20042005,109,High Point,Big South,91563,Danny Gathings,F,20,0,535,246,44,55,26,26,10,23.4,106.4,1.8,53.6,0.574,0.59,38.8,25.6,48.6,183,89,54.6,130,71,34.0,53,18,70.4,71,50,121,90,31,,,,,,
2005,20042005,109,High Point,Big South,91564,Patrick Hilliman,F-C,23,0,201,50,6,32,3,13,16,13.6,105.5,0.3,45.0,0.494,0.5,60.0,40.0,45.0,40,18,45.0,40,18,0.0,0,0,58.3,24,14,45,27,18,,,,,,
2005,20042005,109,High Point,Big South,91565,Jerry Echenique,F-C,23,0,534,245,55,55,15,5,7,26.9,94.5,0.6,45.8,0.508,0.27,62.4,46.6,45.5,189,86,45.5,187,85,50.0,2,1,61.0,118,72,116,62,54,,,,,,
2005,20042005,109,High Point,Big South,91566,Titus Byrd,G,24,0,571,134,52,38,82,14,1,16.5,92.6,0.3,43.2,0.471,1.58,31.2,47.1,34.4,125,43,38.9,54,21,31.0,71,22,66.7,39,26,34,18,16,,,,,,
2005,20042005,109,High Point,Big South,91567,Anthony Harris,G,7,0,28,10,1,1,1,3,0,17.9,110.4,0.3,44.4,0.506,1.0,22.2,,33.3,9,3,50.0,2,1,28.6,7,2,100.0,2,2,0,0,0,,,,,,
2005,20042005,109,High Point,Big South,91568,Chris Meeks,G,22,0,165,42,13,22,11,13,2,20.3,80.5,-0.2,33.7,0.378,0.85,30.6,41.9,32.7,49,16,41.7,36,15,7.7,13,1,60.0,15,9,31,18,13,,,,,,
2005,20042005,109,High Point,Big South,91569,Zione White,G,24,0,624,273,46,32,46,33,1,24.4,101.8,1.4,48.4,0.511,1.0,16.5,8.3,37.8,249,94,39.4,104,41,36.6,145,53,78.0,41,32,84,77,7,,,,,,
2005,20042005,109,High Point,Big South,91570,Mark Wilson,G,19,0,381,252,33,42,16,17,6,30.3,112.6,2.3,59.5,0.606,0.48,28.1,36.8,52.4,185,97,61.2,116,71,37.7,69,26,61.5,52,32,87,55,32,,,,,,
2005,20042005,110,Hofstra,CAA,82897,Antoine Agudio,G,28,0,967,415,60,54,67,25,2,23.2,110.4,2.9,53.8,0.553,1.12,20.0,24.7,42.6,345,147,43.5,161,70,41.8,184,77,63.8,69,44,89,67,22,,,,,,
2005,20042005,110,Hofstra,CAA,86179,Carlos Rivera,G,24,0,607,181,42,59,59,29,3,17.9,106.2,1.3,49.7,0.541,1.4,31.3,17.1,36.1,147,53,40.6,32,13,34.8,115,40,76.1,46,35,70,58,12,,,,,,
2005,20042005,110,Hofstra,CAA,86180,Loren Stokes,G,28,0,939,511,88,74,94,50,11,30.5,108.2,3.3,50.0,0.546,1.07,56.3,30.1,48.0,375,180,50.6,326,165,30.6,49,15,64.5,211,136,166,116,50,,,,,,
2005,20042005,110,Hofstra,CAA,86181,Jorge Lebron,G,11,0,56,19,3,7,1,2,1,21.9,94.3,0.1,38.9,0.441,0.33,44.4,44.4,33.3,18,6,40.0,10,4,25.0,8,2,62.5,8,5,9,5,4,,,,,,
2005,20042005,110,Hofstra,CAA,89511,Aurimas Kieza,F,28,0,726,208,34,53,19,27,21,17.7,99.0,0.8,46.9,0.483,0.56,22.4,31.0,38.8,196,76,47.8,92,44,30.8,104,32,54.5,44,24,142,98,44,,,,,,
2005,20042005,110,Hofstra,CAA,89512,Adrian Uter,F-C,28,0,519,165,29,87,12,13,55,16.5,110.2,1.1,63.1,0.604,0.41,52.3,43.8,63.1,111,70,63.1,111,70,0.0,0,0,43.1,58,25,144,81,63,,,,,,
2005,20042005,110,Hofstra,CAA,89513,Kenny Harris,F-C,17,0,106,9,10,19,2,4,6,10.2,56.4,-0.3,33.3,0.387,0.2,66.7,33.3,33.3,9,3,33.3,9,3,0.0,0,0,50.0,6,3,21,14,7,,,,,,
2005,20042005,110,Hofstra,CAA,91753,Mike Radziejewski,G-F,28,0,557,187,30,65,21,18,9,17.3,114.6,1.5,54.4,0.597,0.7,34.6,28.9,45.6,136,62,59.4,64,38,33.3,72,24,83.0,47,39,97,69,28,,,,,,
2005,20042005,110,Hofstra,CAA,91754,Gibran Washington,G,28,0,449,94,29,58,45,38,4,13.1,106.8,0.6,47.9,0.555,1.55,43.7,34.5,40.8,71,29,52.8,36,19,28.6,35,10,83.9,31,26,55,36,19,,,,,,
2005,20042005,110,Hofstra,CAA,91755,Woody Souffrant,G,25,0,301,52,33,20,36,11,1,16.0,76.8,-0.3,39.4,0.422,1.09,42.3,36.8,36.5,52,19,44.4,36,16,18.8,16,3,50.0,22,11,19,12,7,,,,,,
2005,20042005,110,Hofstra,CAA,91756,Wendell Gibson,F-C,18,0,469,163,28,55,11,7,14,19.3,108.9,1.7,49.6,0.559,0.39,44.3,46.9,49.2,122,60,48.8,121,59,100.0,1,1,77.8,54,42,113,60,53,,,,,,
2005,20042005,110,Hofstra,CAA,91757,Justin Jones,G,2,0,4,3,0,1,0,1,0,53.6,90.1,0.0,33.3,0.387,,66.7,,33.3,3,1,33.3,3,1,0.0,0,0,50.0,2,1,0,0,0,,,,,,
2005,20042005,111,Holy Cross,Patriot,79699,Pat Doherty,G,27,0,455,125,37,45,60,25,0,19.3,100.3,0.6,47.3,0.51,1.62,21.4,23.3,36.6,112,41,36.2,47,17,36.9,65,24,79.2,24,19,30,23,7,,,,,,
2005,20042005,111,Holy Cross,Patriot,82901,Tim Clifford,C,24,0,216,62,19,35,5,1,23,21.8,85.6,-0.1,40.7,0.46,0.26,32.2,35.1,40.7,59,24,40.7,59,24,0.0,0,0,73.7,19,14,57,37,20,,,,,,
2005,20042005,111,Holy Cross,Patriot,82902,Kyle Cruze,G,9,0,15,2,0,0,2,1,0,10.9,110.6,0.1,33.3,0.333,,0.0,0.0,33.3,3,1,50.0,2,1,0.0,1,0,0.0,0,0,2,2,0,,,,,,
2005,20042005,111,Holy Cross,Patriot,86519,Keith Simmons,G,27,0,705,326,37,58,29,40,13,22.9,124.4,3.4,59.1,0.639,0.78,36.4,38.9,50.0,220,110,59.3,118,70,39.2,102,40,82.5,80,66,113,69,44,,,,,,
2005,20042005,111,Holy Cross,Patriot,86520,Torey Thomas,G,26,2,632,188,42,43,93,43,0,20.4,105.9,1.4,43.7,0.491,2.21,46.5,22.2,40.3,159,64,44.2,120,53,28.2,39,11,66.2,74,49,99,77,22,,,,,,
2005,20042005,111,Holy Cross,Patriot,88668,Kevin Hyland,F,27,0,416,98,31,46,14,5,10,15.9,91.9,0.2,53.2,0.549,0.45,36.4,50.0,53.2,77,41,53.2,77,41,0.0,0,0,57.1,28,16,54,27,27,,,,,,
2005,20042005,111,Holy Cross,Patriot,88669,Kevin Hamilton,G,27,2,943,434,66,62,72,79,12,27.4,108.2,3.1,50.6,0.539,1.09,29.8,15.1,40.2,356,143,44.5,155,69,36.8,201,74,69.8,106,74,146,124,22,,,,,,
2005,20042005,111,Holy Cross,Patriot,91435,John Hurley,F,27,2,812,203,40,67,31,21,26,17.4,97.6,0.8,45.4,0.47,0.78,39.7,50.3,45.1,184,83,45.6,180,82,25.0,4,1,49.3,73,36,163,81,82,,,,,,
2005,20042005,111,Holy Cross,Patriot,91436,Nate Lufkin,C,25,2,662,175,41,61,26,17,47,17.7,98.8,0.8,45.2,0.509,0.63,62.2,45.0,45.2,135,61,46.6,131,61,0.0,4,0,63.1,84,53,120,66,54,,,,,,
2005,20042005,111,Holy Cross,Patriot,91437,Greg Kinsey,G,27,2,562,143,23,42,28,28,4,17.3,98.7,0.6,46.8,0.468,1.22,19.1,36.8,41.1,141,58,44.7,94,42,34.0,47,16,40.7,27,11,76,48,28,,,,,,
2005,20042005,111,Holy Cross,Patriot,91438,Dan Brault,G,9,0,14,2,2,1,0,1,0,26.4,34.2,-0.4,0.0,0.21,0.0,133.3,0.0,0.0,3,0,0.0,1,0,0.0,2,0,50.0,4,2,2,2,0,,,,,,
2005,20042005,111,Holy Cross,Patriot,91439,Michael Smiley,G,14,0,43,24,2,3,3,5,1,22.7,138.1,0.6,76.9,0.746,1.5,53.8,0.0,53.8,13,7,100.0,1,1,50.0,12,6,57.1,7,4,7,7,0,,,,,,
2005,20042005,113,Houston,CUSA,82339,Andrew Francis,F,17,0,161,24,11,29,3,7,4,11.0,73.7,-0.2,47.6,0.472,0.27,47.6,33.3,47.6,21,10,47.6,21,10,0.0,0,0,40.0,10,4,18,12,6,,,,,,
2005,20042005,113,Houston,CUSA,82366,Lanny Smith,G,25,6,846,359,79,59,96,37,1,25.6,99.5,1.6,47.1,0.503,1.22,30.9,31.7,37.3,314,117,36.9,149,55,37.6,165,62,64.9,97,63,60,41,19,,,,,,
2005,20042005,113,Houston,CUSA,89981,Ramon Dyer,F,25,6,713,258,24,84,18,47,38,18.5,112.2,2.1,53.2,0.533,0.75,23.7,47.8,44.3,219,97,52.7,110,58,35.8,109,39,48.1,52,25,138,72,66,,,,,,
2005,20042005,113,Houston,CUSA,89982,Sergio de Randamie,C,20,5,188,21,10,26,5,6,10,9.1,85.2,0.0,42.1,0.449,0.5,52.6,57.1,42.1,19,8,42.1,19,8,0.0,0,0,50.0,10,5,35,15,20,,,,,,
2005,20042005,113,Houston,CUSA,89985,Brian Latham,G,25,6,704,208,35,70,58,68,15,18.2,101.6,1.2,41.7,0.466,1.66,35.8,36.4,36.8,193,71,44.4,117,52,25.0,76,19,68.1,69,47,88,56,32,,,,,,
2005,20042005,113,Houston,CUSA,89986,Chris Lawson,G,24,1,305,107,42,36,26,16,1,25.6,80.5,-0.4,43.6,0.461,0.62,33.7,36.4,36.6,101,37,39.7,58,23,32.6,43,14,55.9,34,19,33,21,12,,,,,,
2005,20042005,113,Houston,CUSA,89987,Darrius Brannon,F,16,0,144,17,10,34,6,4,5,9.2,78.9,-0.1,57.1,0.498,0.6,50.0,56.5,57.1,14,8,57.1,14,8,0.0,0,0,14.3,7,1,23,10,13,,,,,,
2005,20042005,113,Houston,CUSA,90467,Englebert Cherrington,F,19,1,190,39,3,39,6,7,4,11.5,112.1,0.5,47.2,0.472,2.0,33.3,52.9,47.2,36,17,47.2,36,17,0.0,0,0,41.7,12,5,51,24,27,,,,,,
2005,20042005,113,Houston,CUSA,90468,Rodney Hannah,F,23,0,295,51,13,56,8,12,11,12.7,87.3,0.0,38.6,0.404,0.62,24.6,50.0,38.6,57,22,38.6,57,22,0.0,0,0,50.0,14,7,64,32,32,,,,,,
2005,20042005,113,Houston,CUSA,90469,Dwight Jones II,F,22,0,220,65,9,24,9,10,1,21.5,88.1,0.0,32.9,0.378,1.0,20.3,48.6,29.1,79,23,35.4,48,17,19.4,31,6,81.3,16,13,35,18,17,,,,,,
2005,20042005,113,Houston,CUSA,90470,Cedrick Hensley,G,21,0,199,75,4,33,2,4,5,18.8,116.3,0.8,47.3,0.522,0.5,64.3,56.1,44.6,56,25,56.4,39,22,17.6,17,3,61.1,36,22,41,18,23,,,,,,
2005,20042005,113,Houston,CUSA,90471,Bryan Shelton,G,16,0,55,11,0,4,0,0,0,9.5,120.9,0.2,44.4,0.511,,44.4,20.0,33.3,9,3,50.0,2,1,28.6,7,2,75.0,4,3,5,4,1,,,,,,
2005,20042005,113,Houston,CUSA,90472,Andre Owens,G,25,5,884,443,49,71,56,30,5,26.3,110.7,3.5,49.5,0.528,1.14,29.6,30.6,39.6,371,147,47.4,156,74,34.0,215,73,69.1,110,76,124,86,38,,,,,,
2005,20042005,113,Houston,CUSA,90473,Aaron Anderson,F,15,0,94,7,2,20,0,1,0,8.0,71.8,-0.1,20.0,0.268,0.0,70.0,62.5,20.0,10,2,20.0,10,2,0.0,0,0,42.9,7,3,16,6,10,,,,,,
2005,20042005,113,Houston,CUSA,90474,Kevin Barber,G,2,0,2,0,0,0,0,2,1,21.7,0.0,-0.3,0.0,0.0,,0.0,,0.0,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,114,Howard,MEAC,81444,Cliffone Ault,G-F,18,1,559,232,59,37,33,12,1,28.8,81.2,-1.0,37.3,0.403,0.56,21.3,34.4,31.6,263,83,37.3,142,53,24.8,121,30,64.3,56,36,64,42,22,,,,,,
2005,20042005,114,Howard,MEAC,85393,Jason Trotter,F,24,1,455,92,14,71,7,12,9,11.4,104.7,0.6,45.1,0.497,0.5,69.0,49.0,45.1,71,32,45.1,71,32,0.0,0,0,57.1,49,28,104,53,51,,,,,,
2005,20042005,114,Howard,MEAC,85394,Stanley Greene,F,24,1,497,82,20,48,7,9,24,9.4,99.6,0.4,42.5,0.534,0.35,63.3,30.3,36.7,60,22,44.1,34,15,26.9,26,7,81.6,38,31,76,53,23,,,,,,
2005,20042005,114,Howard,MEAC,85395,Darryl Hudson,G-F,25,0,761,229,55,63,29,30,6,18.5,93.9,0.5,41.1,0.487,0.53,60.2,39.9,39.8,186,74,42.9,161,69,20.0,25,5,67.9,112,76,138,83,55,,,,,,
2005,20042005,114,Howard,MEAC,85397,Darek 'Skip' Mitchell,G,23,0,302,126,20,47,23,15,1,27.5,90.3,0.1,39.2,0.411,1.15,16.1,23.3,28.7,143,41,44.0,25,11,25.4,118,30,60.9,23,14,30,23,7,,,,,,
2005,20042005,114,Howard,MEAC,85398,Will Gant,G,24,1,768,332,79,64,48,24,2,25.9,94.9,0.9,45.2,0.497,0.61,24.9,36.0,35.9,301,108,34.2,152,52,37.6,149,56,80.0,75,60,111,71,40,,,,,,
2005,20042005,114,Howard,MEAC,90005,James McBryde,F,7,0,168,45,15,19,3,7,7,18.3,78.6,-0.7,40.0,0.436,0.2,33.3,41.7,40.0,45,18,40.0,45,18,0.0,0,0,60.0,15,9,36,21,15,,,,,,
2005,20042005,114,Howard,MEAC,90008,Christian Murphy,G,20,0,183,49,15,8,6,2,0,18.4,81.2,-0.2,44.2,0.448,0.4,11.5,16.7,32.7,52,17,25.0,20,5,37.5,32,12,50.0,6,3,6,5,1,,,,,,
2005,20042005,114,Howard,MEAC,90840,Sidney Nickleson,F-C,23,0,420,76,28,66,17,8,20,12.6,84.2,-0.1,44.1,0.468,0.61,44.1,33.3,44.1,68,30,44.8,67,30,0.0,1,0,53.3,30,16,78,52,26,,,,,,
2005,20042005,114,Howard,MEAC,90841,Daniel Wright,C,22,0,219,13,15,45,4,3,6,7.9,45.3,-0.6,29.4,0.317,0.27,47.1,11.1,29.4,17,5,29.4,17,5,0.0,0,0,37.5,8,3,27,24,3,,,,,,
2005,20042005,114,Howard,MEAC,90842,Luis Ford,G,8,0,274,120,22,24,37,23,1,22.1,108.0,2.5,50.5,0.536,1.68,15.2,30.0,44.8,105,47,49.3,71,35,35.3,34,12,87.5,16,14,30,21,9,,,,,,
2005,20042005,114,Howard,MEAC,90843,Reggie Bates,G-F,15,0,222,124,30,25,10,9,0,33.9,93.0,0.4,49.1,0.52,0.33,26.2,38.7,39.3,107,42,37.5,56,21,41.2,51,21,67.9,28,19,31,19,12,,,,,,
2005,20042005,114,Howard,MEAC,90844,Will Bladen,G-F,19,0,167,48,13,28,5,3,2,19.7,86.2,-0.1,40.2,0.454,0.38,65.9,36.0,31.7,41,13,35.3,17,6,29.2,24,7,55.6,27,15,25,16,9,,,,,,
2005,20042005,114,Howard,MEAC,90845,Saeed Fawehtnmt,NA,2,0,5,1,1,1,0,0,0,18.1,,,,0.568,0.0,,0.0,0.0,0,0,0.0,0,0,0.0,0,0,50.0,2,1,1,1,0,,,,,,
2005,20042005,115,IU Indianapolis,Summit,82605,George Hill,G,25,0,725,289,42,70,57,39,6,19.7,123.7,3.3,59.8,0.633,1.36,41.5,50.0,55.4,193,107,59.2,152,90,41.5,41,17,72.5,80,58,116,58,58,,,,,,
2005,20042005,115,IU Indianapolis,Summit,85256,Craig Swoope,G-F,5,0,15,2,1,0,2,0,0,15.2,76.2,-0.1,0.0,0.258,2.0,66.7,33.3,0.0,3,0,0.0,1,0,0.0,2,0,100.0,2,2,3,2,1,,,,,,
2005,20042005,115,IU Indianapolis,Summit,85258,David Barlow,G,25,0,278,58,13,14,29,11,0,13.6,109.1,0.5,39.4,0.493,2.23,57.4,25.0,29.8,47,14,29.4,17,5,30.0,30,9,77.8,27,21,24,18,6,,,,,,
2005,20042005,115,IU Indianapolis,Summit,88677,Maushae Byles,F,22,0,474,208,37,52,33,13,4,24.1,108.7,1.7,54.9,0.577,0.89,23.9,30.2,48.5,163,79,50.0,116,58,44.7,47,21,74.4,39,29,63,44,19,,,,,,
2005,20042005,115,IU Indianapolis,Summit,88678,Michal Vavrek,C,20,0,189,62,10,28,5,9,2,19.2,104.3,0.5,50.9,0.524,0.5,26.4,56.3,45.3,53,24,50.0,36,18,35.3,17,6,57.1,14,8,32,14,18,,,,,,
2005,20042005,115,IU Indianapolis,Summit,88679,Brandon Cole,G,24,0,879,331,33,41,34,32,4,19.4,120.5,3.8,54.5,0.575,1.03,18.8,32.5,42.9,266,114,47.7,109,52,39.5,157,62,82.0,50,41,163,110,53,,,,,,
2005,20042005,115,IU Indianapolis,Summit,88681,Blair Crawford,G,21,0,137,44,3,24,9,9,2,22.5,102.5,0.3,28.9,0.396,3.0,53.3,40.0,24.4,45,11,28.0,25,7,20.0,20,4,75.0,24,18,20,12,8,,,,,,
2005,20042005,115,IU Indianapolis,Summit,88682,Troy Shanks,G,19,0,81,26,3,8,12,1,1,19.9,118.1,0.4,44.4,0.466,4.0,7.4,25.0,29.6,27,8,0.0,1,0,30.8,26,8,100.0,2,2,8,6,2,,,,,,
2005,20042005,115,IU Indianapolis,Summit,88683,Chris Scott,G,5,0,8,2,1,1,0,0,0,17.7,49.2,-0.2,100.0,0.532,0.0,200.0,,100.0,1,1,100.0,1,1,0.0,0,0,0.0,2,0,0,0,0,,,,,,
2005,20042005,115,IU Indianapolis,Summit,91691,Evan Harruff,F,5,0,7,2,0,2,0,0,0,20.6,93.5,0.0,0.0,0.347,,100.0,0.0,0.0,2,0,0.0,0,0,0.0,2,0,100.0,2,2,1,1,0,,,,,,
2005,20042005,115,IU Indianapolis,Summit,91692,James Booyer,F,25,0,564,179,26,77,15,14,32,18.9,105.5,1.2,43.6,0.508,0.58,41.6,33.0,43.6,149,65,44.8,145,65,0.0,4,0,79.0,62,49,106,71,35,,,,,,
2005,20042005,115,IU Indianapolis,Summit,91693,Fred Long,C,11,0,33,6,0,3,2,0,0,11.5,110.5,0.1,50.0,0.41,,50.0,57.1,50.0,6,3,50.0,6,3,0.0,0,0,0.0,3,0,7,3,4,,,,,,
2005,20042005,115,IU Indianapolis,Summit,91694,Akeem Clark,G,25,0,855,348,33,66,59,33,1,22.8,114.3,3.3,49.2,0.517,1.79,19.4,44.3,39.0,310,121,50.0,116,58,32.5,194,63,71.7,60,43,79,44,35,,,,,,
2005,20042005,115,IU Indianapolis,Summit,91695,Johnny Miller,G,25,0,780,251,74,92,105,42,20,19.8,104.7,1.7,56.5,0.573,1.42,52.2,33.6,54.5,178,97,55.9,161,90,41.2,17,7,53.8,93,50,119,79,40,,,,,,
