season,seasonLabel,teamId,team,conference,athleteId,name,position,games,starts,minutes,points,turnovers,fouls,assists,steals,blocks,usage,offensiveRating,PORPAG,effectiveFieldGoalPct,trueShootingPct,assistsTurnoverRatio,freeThrowRate,offensiveReboundPct,fieldGoals_pct,fieldGoals_attempted,fieldGoals_made,twoPointFieldGoals_pct,twoPointFieldGoals_attempted,twoPointFieldGoals_made,threePointFieldGoals_pct,threePointFieldGoals_attempted,threePointFieldGoals_made,freeThrows_pct,freeThrows_attempted,freeThrows_made,rebounds_total,rebounds_defensive,rebounds_offensive,winShares_totalPer40,winShares_total,winShares_defensive,winShares_offensive,defensiveRating,netRating
2005,20042005,289,Temple,A-10,90928,Wilbur Allen,G,8,0,18,3,2,1,1,1,0,22.8,56.5,-0.3,25.0,0.25,0.5,0.0,50.0,16.7,6,1,0.0,2,0,25.0,4,1,0.0,0,0,2,1,1,,,,,,
2005,20042005,290,Tennessee State,OVC,82259,Reiley Ervin,G,26,0,496,162,54,37,68,28,0,19.9,101.1,0.8,52.9,0.569,1.26,37.7,27.5,40.2,122,49,47.4,38,18,36.9,84,31,71.7,46,33,40,29,11,,,,,,
2005,20042005,290,Tennessee State,OVC,82260,Andrae Belton,G,16,0,82,15,4,6,3,1,1,16.8,74.1,-0.2,31.8,0.322,0.75,13.6,41.7,31.8,22,7,46.7,15,7,0.0,7,0,33.3,3,1,12,7,5,,,,,,
2005,20042005,290,Tennessee State,OVC,82261,Bruce Price,G,26,1,840,335,92,83,90,53,12,24.4,98.9,1.3,46.3,0.531,0.98,66.8,25.0,36.5,244,89,40.6,101,41,33.6,143,48,66.9,163,109,84,63,21,,,,,,
2005,20042005,290,Tennessee State,OVC,87107,Courtney Bohannon,F,16,0,42,4,5,11,0,1,1,17.3,39.8,-0.3,22.2,0.194,0.0,33.3,40.0,22.2,9,2,22.2,9,2,0.0,0,0,0.0,3,0,15,9,6,,,,,,
2005,20042005,290,Tennessee State,OVC,89910,Kareem Grant,F,26,1,592,272,18,51,19,17,5,21.0,122.2,2.5,58.2,0.595,1.06,10.0,40.6,52.5,219,115,62.1,145,90,33.8,74,25,77.3,22,17,69,41,28,,,,,,
2005,20042005,290,Tennessee State,OVC,89911,Wayne Arnold,G,25,1,745,257,31,52,51,36,14,17.1,119.9,2.5,56.9,0.582,1.65,18.6,44.3,44.6,204,91,47.7,86,41,42.4,118,50,65.8,38,25,88,49,39,,,,,,
2005,20042005,290,Tennessee State,OVC,91279,Rod Flowers,F,24,0,690,278,66,47,33,13,28,23.7,97.8,1.0,52.3,0.54,0.5,37.6,34.9,50.2,221,111,51.0,200,102,42.9,21,9,56.6,83,47,175,114,61,,,,,,
2005,20042005,290,Tennessee State,OVC,91280,Roshaun Bowens,F,26,1,660,202,65,89,63,24,22,20.3,95.1,0.6,45.1,0.503,0.97,36.4,39.8,42.8,173,74,43.4,152,66,38.1,21,8,73.0,63,46,113,68,45,,,,,,
2005,20042005,290,Tennessee State,OVC,91281,Eric King,F,26,1,646,275,42,87,36,20,28,23.1,109.1,1.9,49.3,0.539,0.86,34.8,36.1,48.9,221,108,50.5,210,106,18.2,11,2,74.0,77,57,166,106,60,,,,,,
2005,20042005,290,Tennessee State,OVC,91282,Jeremy Jackson,G-F,26,0,282,91,11,21,21,16,2,16.3,121.0,0.9,53.9,0.566,1.91,13.2,44.2,42.1,76,32,43.8,32,14,40.9,44,18,90.0,10,9,43,24,19,,,,,,
2005,20042005,290,Tennessee State,OVC,91283,Herley Maclin,G,25,0,239,54,15,28,10,10,1,12.9,101.1,0.3,54.8,0.582,0.67,23.8,32.4,45.2,42,19,50.0,22,11,40.0,20,8,80.0,10,8,34,23,11,,,,,,
2005,20042005,290,Tennessee State,OVC,91284,Corie Carroll,NA,6,0,11,3,1,0,2,1,0,17.1,104.0,0.1,50.0,0.5,2.0,0.0,0.0,33.3,3,1,0.0,0,0,33.3,3,1,0.0,0,0,1,1,0,,,,,,
2005,20042005,291,Tennessee Tech,OVC,82065,Amadi McKenzie,F,25,0,382,142,18,66,9,14,19,16.8,121.1,1.3,69.1,0.664,0.5,72.8,46.4,69.1,81,56,70.0,80,56,0.0,1,0,50.8,59,30,84,45,39,,,,,,
2005,20042005,291,Tennessee Tech,OVC,82067,Anthony Fisher,G,25,0,552,207,52,46,56,18,2,20.0,112.0,1.6,53.9,0.637,1.08,93.9,19.1,47.0,115,54,49.4,77,38,42.1,38,16,76.9,108,83,47,38,9,,,,,,
2005,20042005,291,Tennessee Tech,OVC,86659,Jonathan Jones,F,25,1,424,57,22,52,22,15,27,9.8,92.8,0.1,44.0,0.485,1.0,40.0,32.9,44.0,50,22,44.0,50,22,0.0,0,0,65.0,20,13,82,55,27,,,,,,
2005,20042005,291,Tennessee Tech,OVC,86660,Antjuan Koger,F,25,0,170,41,18,18,10,5,1,17.5,84.8,-0.1,50.0,0.513,0.56,25.0,54.5,41.7,36,15,64.3,14,9,27.3,22,6,55.6,9,5,22,10,12,,,,,,
2005,20042005,291,Tennessee Tech,OVC,89030,Derek Stribling,F,25,1,759,300,42,56,54,29,8,21.6,111.9,2.4,50.0,0.541,1.29,27.0,32.7,46.8,248,116,53.2,188,100,26.7,60,16,77.6,67,52,104,70,34,,,,,,
2005,20042005,291,Tennessee Tech,OVC,89031,Justin Taylor,G,25,0,180,33,13,38,10,8,6,17.6,74.1,-0.3,26.2,0.34,0.77,35.7,33.3,26.2,42,11,34.4,32,11,0.0,10,0,73.3,15,11,24,16,8,,,,,,
2005,20042005,291,Tennessee Tech,OVC,89032,Keyon Boyd,G,25,1,728,218,65,59,93,49,8,18.5,104.6,1.4,50.6,0.554,1.43,35.9,33.3,41.8,170,71,42.3,97,41,41.1,73,30,75.4,61,46,87,58,29,,,,,,
2005,20042005,291,Tennessee Tech,OVC,89033,Milone Clark,G,25,1,702,225,43,42,38,26,7,18.1,108.4,1.6,49.1,0.551,0.88,41.0,38.6,45.7,173,79,53.2,126,67,25.5,47,12,77.5,71,55,114,70,44,,,,,,
2005,20042005,291,Tennessee Tech,OVC,89034,Isaiah Mills,C,6,0,51,12,6,5,2,0,1,14.6,71.8,-0.3,71.4,0.57,0.33,114.3,10.0,71.4,7,5,71.4,7,5,0.0,0,0,25.0,8,2,10,9,1,,,,,,
2005,20042005,291,Tennessee Tech,OVC,91114,Ben Jacobson,F,25,0,337,138,28,56,20,17,12,23.7,102.7,0.7,51.3,0.54,0.71,32.1,31.4,44.6,112,50,52.2,67,35,33.3,45,15,63.9,36,23,70,48,22,,,,,,
2005,20042005,291,Tennessee Tech,OVC,91115,Willie Jenkins,F-C,25,1,828,481,94,58,57,48,10,32.4,105.2,2.9,52.2,0.561,0.61,34.4,28.7,45.7,372,170,50.4,242,122,36.9,130,48,72.7,128,93,171,122,49,,,,,,
2005,20042005,291,Tennessee Tech,OVC,91116,Rocky Jackson,G,4,0,12,0,3,5,2,0,0,11.1,,,,,0.67,,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,,,,,,
2005,20042005,292,Tennessee,SEC,81580,JaJuan Smith,G,22,0,164,35,7,11,8,7,1,16.4,84.6,-0.1,39.5,0.391,1.14,9.3,27.8,30.2,43,13,33.3,15,5,28.6,28,8,25.0,4,1,18,13,5,,,,,,
2005,20042005,292,Tennessee,SEC,81581,Chris Lofton,G,28,18,822,372,24,33,39,36,1,20.4,128.9,4.0,61.3,0.632,1.63,13.3,25.3,46.0,278,128,49.4,87,43,44.5,191,85,83.8,37,31,99,74,25,,,,,,
2005,20042005,292,Tennessee,SEC,81583,Jordan Howell,G,16,0,104,18,4,6,8,2,0,14.6,85.2,0.0,34.6,0.346,2.0,0.0,25.0,23.1,26,6,0.0,0,0,23.1,26,6,0.0,0,0,4,3,1,,,,,,
2005,20042005,292,Tennessee,SEC,85249,Dane Bradshaw,G,27,6,476,80,33,54,53,21,5,13.2,90.8,0.1,44.0,0.465,1.61,33.3,18.3,40.0,75,30,46.2,52,24,26.1,23,6,56.0,25,14,60,49,11,,,,,,
2005,20042005,292,Tennessee,SEC,88851,Stanley Asumnu,G-F,26,1,209,63,18,24,10,10,1,23.9,79.3,-0.3,39.9,0.41,0.56,26.1,40.7,39.1,69,27,40.0,65,26,25.0,4,1,44.4,18,8,27,16,11,,,,,,
2005,20042005,292,Tennessee,SEC,88852,Major Wingate,C,28,6,495,143,36,63,12,12,20,17.9,94.1,0.3,51.0,0.542,0.33,66.7,28.4,51.0,102,52,51.0,102,52,0.0,0,0,57.4,68,39,88,63,25,,,,,,
2005,20042005,292,Tennessee,SEC,88854,Andre Patterson,F,28,14,684,202,50,78,33,23,31,17.0,105.0,1.1,57.4,0.593,0.66,34.5,38.8,57.4,148,85,57.4,148,85,0.0,0,0,62.7,51,32,178,109,69,,,,,,
2005,20042005,292,Tennessee,SEC,88855,Eddie DeBro,G,4,0,7,1,1,2,0,0,1,21.7,37.9,-0.3,0.0,0.266,0.0,200.0,,0.0,1,0,0.0,1,0,0.0,0,0,50.0,2,1,0,0,0,,,,,,
2005,20042005,292,Tennessee,SEC,88856,C.J. Watson,G,28,0,967,350,89,64,145,55,1,21.4,109.0,2.5,51.2,0.578,1.63,48.0,18.2,42.0,250,105,44.7,132,59,39.0,118,46,78.3,120,94,88,72,16,,,,,,
2005,20042005,292,Tennessee,SEC,91885,Brandon Crump,F,24,13,613,256,46,66,19,13,15,23.0,104.9,1.6,55.9,0.576,0.41,31.8,40.4,53.3,195,104,53.1,177,94,55.6,18,10,61.3,62,38,136,81,55,,,,,,
2005,20042005,292,Tennessee,SEC,91886,Scooter McFadgon,G,24,14,727,342,43,40,45,16,6,27.8,105.0,2.3,45.7,0.509,1.05,27.3,30.3,38.7,300,116,42.3,175,74,33.6,125,42,82.9,82,68,99,69,30,,,,,,
2005,20042005,292,Tennessee,SEC,91887,Jemere Hendrix,F,25,0,328,64,23,53,5,9,4,14.0,85.0,-0.1,48.1,0.499,0.22,42.6,38.8,48.1,54,26,49.1,53,26,0.0,1,0,52.2,23,12,67,41,26,,,,,,
2005,20042005,292,Tennessee,SEC,91888,Elliott DeVoe,F,1,0,0,0,0,0,0,0,0,,,,,,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,292,Tennessee,SEC,91889,Fred Smithwick,F,5,0,10,1,1,1,1,2,0,14.7,69.2,-0.1,0.0,0.266,1.0,200.0,25.0,0.0,1,0,0.0,1,0,0.0,0,0,50.0,2,1,4,3,1,,,,,,
2005,20042005,292,Tennessee,SEC,91890,Pee-Wee Gash,G,5,0,19,5,3,3,3,0,0,26.9,70.9,-0.3,35.7,0.357,1.0,0.0,0.0,28.6,7,2,50.0,2,1,20.0,5,1,0.0,0,0,2,2,0,,,,,,
2005,20042005,293,Texas A&M,Big 12,81607,Joseph Jones,F-C,28,14,743,357,47,92,25,19,35,24.0,115.9,2.9,58.1,0.616,0.53,70.6,32.6,57.9,221,128,58.3,218,127,33.3,3,1,64.1,156,100,193,130,63,,,,,,
2005,20042005,293,Texas A&M,Big 12,81609,Dominique Kirk,G,28,15,648,183,36,81,52,24,3,17.1,104.5,1.1,47.6,0.528,1.44,42.5,9.4,37.7,146,55,46.4,56,26,32.2,90,29,71.0,62,44,64,58,6,,,,,,
2005,20042005,293,Texas A&M,Big 12,82535,Marcus McIntosh,G,7,0,45,9,4,1,4,0,0,19.6,68.3,-0.4,28.6,0.302,1.0,14.3,0.0,28.6,14,4,36.4,11,4,0.0,3,0,50.0,2,1,5,5,0,,,,,,
2005,20042005,293,Texas A&M,Big 12,83370,Kenneth 'Red' White,G,22,0,96,33,5,9,6,1,1,20.3,106.8,0.3,44.8,0.507,1.2,27.6,33.3,31.0,29,9,20.0,5,1,33.3,24,8,87.5,8,7,9,6,3,,,,,,
2005,20042005,293,Texas A&M,Big 12,85184,Brian Blackburn,G,3,0,5,2,1,1,0,0,0,22.6,53.4,-0.2,100.0,0.694,0.0,100.0,,100.0,1,1,100.0,1,1,0.0,0,0,0.0,1,0,0,0,0,,,,,,
2005,20042005,293,Texas A&M,Big 12,85187,Acie Law,G,28,15,847,326,80,92,128,28,0,22.9,106.9,2.2,53.7,0.569,1.6,27.8,15.1,48.6,255,124,52.1,188,98,38.8,67,26,73.2,71,52,93,79,14,,,,,,
2005,20042005,293,Texas A&M,Big 12,85190,Marlon Pompey,F,28,0,465,121,42,74,14,14,13,17.0,91.3,0.2,54.4,0.567,0.33,79.7,44.4,54.4,79,43,54.4,79,43,0.0,0,0,55.6,63,35,90,50,40,,,,,,
2005,20042005,293,Texas A&M,Big 12,87746,Justin Loewe,G,17,0,45,12,5,6,2,1,0,24.0,67.5,-0.2,36.7,0.378,0.4,13.3,0.0,26.7,15,4,20.0,5,1,30.0,10,3,50.0,2,1,3,3,0,,,,,,
2005,20042005,293,Texas A&M,Big 12,89858,Edjuan Green,F,22,0,219,60,17,28,10,5,7,17.7,97.9,0.3,50.0,0.526,0.59,32.0,47.5,48.0,50,24,48.9,45,22,40.0,5,2,62.5,16,10,59,31,28,,,,,,
2005,20042005,293,Texas A&M,Big 12,89861,Chris Walker,G,28,15,685,129,32,98,32,10,4,10.7,111.4,1.0,51.9,0.61,1.0,80.8,37.5,43.6,78,34,47.7,44,21,38.2,34,13,76.2,63,48,88,55,33,,,,,,
2005,20042005,293,Texas A&M,Big 12,91093,Matt Koeneke,F,1,0,3,0,0,0,0,0,0,6.5,,,,0.0,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0,0,,,,,,
2005,20042005,293,Texas A&M,Big 12,91094,Luis Clemente,F,13,0,56,20,7,8,3,3,6,31.2,74.5,-0.3,31.3,0.363,0.43,33.3,36.8,29.2,24,7,31.6,19,6,20.0,5,1,62.5,8,5,19,12,7,,,,,,
2005,20042005,293,Texas A&M,Big 12,91095,Antoine Wright,G-F,28,15,979,500,70,68,63,31,21,25.6,115.7,4.1,59.4,0.62,0.9,37.6,25.0,50.0,346,173,53.7,201,108,44.8,145,65,68.5,130,89,160,120,40,,,,,,
2005,20042005,293,Texas A&M,Big 12,91096,Stephen Davenport,G,5,0,5,0,0,0,1,0,0,0.0,,,,,,,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3,3,0,,,,,,
2005,20042005,293,Texas A&M,Big 12,91097,Bobby Leach,G,28,0,733,251,42,69,95,29,5,17.5,123.4,2.7,57.0,0.627,2.26,50.0,20.0,48.2,164,79,49.5,101,50,46.0,63,29,78.0,82,64,90,72,18,,,,,,
2005,20042005,293,Texas A&M,Big 12,91098,Brian Gahan,G,4,0,26,4,2,3,3,1,0,12.5,91.0,0.0,25.0,0.41,1.5,50.0,33.3,25.0,4,1,100.0,1,1,0.0,3,0,100.0,2,2,3,2,1,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,82278,Chris Daniels,C,19,0,237,95,21,34,3,2,17,21.7,101.6,0.6,53.0,0.593,0.14,48.5,29.8,53.0,66,35,53.0,66,35,0.0,0,0,78.1,32,25,57,40,17,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,86960,Seth Engelken,F,20,0,315,78,25,27,28,7,3,15.0,98.2,0.4,58.3,0.571,1.12,31.7,32.4,46.7,60,28,50.0,28,14,43.8,32,14,42.1,19,8,37,25,12,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,86965,Taurean Mitchell,G,20,1,458,114,64,51,85,30,3,18.2,91.5,0.2,50.6,0.565,1.33,42.4,12.5,47.1,85,40,54.0,63,34,27.3,22,6,77.8,36,28,40,35,5,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,86966,Josh Ervin,G,20,0,321,79,26,10,43,11,2,14.0,109.8,0.8,55.2,0.627,1.65,70.8,15.2,47.9,48,23,50.0,32,16,43.8,16,7,76.5,34,26,33,28,5,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,89680,Aaron White,G,20,1,237,81,19,17,16,9,1,20.1,97.9,0.4,52.2,0.54,0.84,23.5,10.5,39.7,68,27,43.5,23,10,37.8,45,17,62.5,16,10,19,17,2,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,91674,Nick Jackson,F,20,1,298,95,24,35,18,12,7,18.7,101.2,0.6,50.6,0.551,0.75,27.3,41.4,50.6,77,39,50.6,77,39,0.0,0,0,81.0,21,17,58,34,24,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,91675,Corey Lamkin,F,20,1,524,235,37,55,19,21,16,21.1,118.4,2.8,60.3,0.649,0.51,56.6,33.3,60.0,145,87,60.1,143,86,50.0,2,1,73.2,82,60,153,102,51,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,91676,Thomas Bailey,F,20,1,545,264,33,24,24,11,37,21.7,122.8,3.4,61.7,0.657,0.73,22.4,36.7,55.2,183,101,57.9,133,77,48.0,50,24,92.7,41,38,98,62,36,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,91677,Alex Djordjevic,G,3,0,4,2,0,0,0,0,0,18.0,105.4,0.1,100.0,0.694,,100.0,0.0,100.0,1,1,100.0,1,1,0.0,0,0,0.0,1,0,2,2,0,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,91678,Jeff Muriel,G,11,0,69,13,11,9,9,2,0,23.3,62.0,-0.6,32.5,0.325,0.82,0.0,0.0,30.0,20,6,35.7,14,5,16.7,6,1,0.0,0,0,11,11,0,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,91679,Corey Stokes,G,20,0,432,131,35,30,48,9,0,19.3,100.7,0.9,46.5,0.504,1.37,29.6,36.8,42.6,115,49,47.1,85,40,30.0,30,9,70.6,34,24,68,43,25,,,,,,
2005,20042005,294,Texas A&M-Corpus Christi,Indep.,91680,Travis Bailey,G,20,0,560,257,42,34,57,24,5,24.8,109.3,2.4,52.3,0.553,1.36,19.6,20.0,43.0,214,92,48.1,108,52,37.7,106,40,78.6,42,33,40,32,8,,,,,,
2005,20042005,295,Texas,Big 12,80890,Mike Williams,F,24,1,376,80,26,42,9,2,3,14.5,92.0,0.1,45.0,0.493,0.35,80.0,44.4,45.0,60,27,45.0,60,27,0.0,0,0,54.2,48,26,99,55,44,,,,,,
2005,20042005,295,Texas,Big 12,82362,Dion Dowell,F,18,8,186,37,14,21,5,2,5,16.0,78.6,-0.2,38.9,0.439,0.36,38.9,31.8,36.1,36,13,42.3,26,11,20.0,10,2,64.3,14,9,22,15,7,,,,,,
2005,20042005,295,Texas,Big 12,88236,Kenton Paulino,G,25,4,554,164,35,22,46,14,3,15.2,116.3,1.5,55.6,0.614,1.31,34.5,13.6,40.5,116,47,30.0,40,12,46.1,76,35,87.5,40,35,44,38,6,,,,,,
2005,20042005,295,Texas,Big 12,88575,LaMarcus Aldridge,F,13,11,286,129,24,41,13,13,17,19.1,121.2,2.3,67.6,0.694,0.54,70.4,43.4,67.6,71,48,67.6,71,48,0.0,0,0,66.0,50,33,76,43,33,,,,,,
2005,20042005,295,Texas,Big 12,88576,P.J. Tucker,F,14,11,409,171,29,35,32,13,4,20.8,117.8,3.0,47.8,0.563,1.1,73.0,42.7,47.8,115,55,47.8,115,55,0.0,0,0,72.6,84,61,110,63,47,,,,,,
2005,20042005,295,Texas,Big 12,88577,Brad Buckman,F,28,24,724,343,60,77,26,20,46,23.9,113.8,2.6,55.2,0.605,0.43,65.5,31.5,52.3,220,115,55.4,184,102,36.1,36,13,69.4,144,100,238,163,75,,,,,,
2005,20042005,295,Texas,Big 12,88578,Daniel Gibson,G,28,24,950,412,92,68,108,52,8,23.3,111.5,3.0,54.3,0.593,1.17,45.2,12.3,42.4,290,123,45.4,119,54,40.4,171,69,74.0,131,97,106,93,13,,,,,,
2005,20042005,295,Texas,Big 12,90721,Chris Price,F,4,0,4,3,0,1,1,0,0,29.8,,,,0.568,,,0.0,0.0,0,0,0.0,0,0,0.0,0,0,50.0,6,3,2,2,0,,,,,,
2005,20042005,295,Texas,Big 12,90722,Jason Klotz,C,27,15,797,303,39,85,27,10,28,21.4,106.2,1.8,47.6,0.504,0.69,23.9,40.4,47.1,272,128,48.4,258,125,21.4,14,3,67.7,65,44,156,93,63,,,,,,
2005,20042005,295,Texas,Big 12,90723,Adam Gracely,G,4,0,10,2,1,2,1,0,0,22.6,61.9,-0.2,25.0,0.25,1.0,0.0,0.0,25.0,4,1,25.0,4,1,0.0,0,0,0.0,0,0,2,2,0,,,,,,
2005,20042005,295,Texas,Big 12,90724,Sydmill Harris,G,25,11,538,168,28,46,18,7,0,16.7,111.1,1.3,50.8,0.562,0.64,33.8,38.3,36.2,130,47,33.3,27,9,36.9,103,38,81.8,44,36,47,29,18,,,,,,
2005,20042005,295,Texas,Big 12,90725,Kenny Taylor,G,28,16,816,304,50,50,71,29,2,21.3,108.4,2.0,50.2,0.514,1.42,14.4,25.7,40.3,278,112,46.0,124,57,35.7,154,55,62.5,40,25,109,81,28,,,,,,
2005,20042005,296,Texas Southern,SWAC,82268,Kevin Abanobi,F,3,0,16,4,1,3,1,0,0,12.6,102.7,0.2,66.7,0.667,1.0,0.0,0.0,66.7,3,2,66.7,3,2,0.0,0,0,0.0,0,0,1,1,0,,,,,,
2005,20042005,296,Texas Southern,SWAC,83720,Yannick Murry,G,4,0,39,6,2,4,0,1,0,18.2,50.7,-1.1,25.0,0.233,0.0,16.7,40.0,25.0,12,3,37.5,8,3,0.0,4,0,0.0,2,0,5,3,2,,,,,,
2005,20042005,296,Texas Southern,SWAC,86387,Leonta Matthews,F,3,0,17,0,2,8,2,2,1,7.8,,,,0.0,1.0,,33.3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,3,2,1,,,,,,
2005,20042005,296,Texas Southern,SWAC,88951,Bobby Cole,F,16,0,277,53,19,19,14,6,6,11.1,94.1,0.2,59.2,0.606,0.74,34.2,23.7,52.6,38,20,62.5,24,15,35.7,14,5,61.5,13,8,38,29,9,,,,,,
2005,20042005,296,Texas Southern,SWAC,88953,Justin Wilson,G,9,1,284,75,31,18,23,9,0,20.1,78.4,-1.0,37.5,0.429,0.74,34.2,15.0,28.9,76,22,42.9,21,9,23.6,55,13,69.2,26,18,20,17,3,,,,,,
2005,20042005,296,Texas Southern,SWAC,88954,Sean Walker,G,16,1,547,284,50,40,39,11,6,26.1,110.4,3.3,51.1,0.586,0.78,62.6,22.1,43.2,190,82,44.4,117,52,41.1,73,30,75.6,119,90,77,60,17,,,,,,
2005,20042005,296,Texas Southern,SWAC,90809,Jason Arbet,F,12,1,150,36,11,20,6,1,4,17.5,78.4,-0.3,40.0,0.409,0.55,22.5,20.5,40.0,40,16,41.0,39,16,0.0,1,0,44.4,9,4,39,31,8,,,,,,
2005,20042005,296,Texas Southern,SWAC,90810,Raymond Warner,F,15,1,218,57,18,35,12,2,2,16.9,87.3,0.0,48.1,0.495,0.67,14.8,37.5,48.1,54,26,48.1,54,26,0.0,0,0,62.5,8,5,32,20,12,,,,,,
2005,20042005,296,Texas Southern,SWAC,90811,Michael Sneed,G,16,1,556,281,38,36,28,15,8,26.7,107.9,3.0,48.2,0.527,0.74,45.5,37.5,44.6,222,99,51.6,161,83,26.2,61,16,66.3,101,67,160,100,60,,,,,,
2005,20042005,296,Texas Southern,SWAC,90812,Jason Albert,F,1,0,16,2,1,3,0,0,1,11.6,68.2,-0.6,33.3,0.333,0.0,0.0,66.7,33.3,3,1,33.3,3,1,0.0,0,0,0.0,0,0,3,1,2,,,,,,
2005,20042005,296,Texas Southern,SWAC,90813,Jaques Jones,F,16,0,456,114,37,49,28,14,19,18.5,83.9,-0.4,36.8,0.42,0.76,43.0,35.8,35.1,114,40,38.7,93,36,19.0,21,4,61.2,49,30,106,68,38,,,,,,
2005,20042005,296,Texas Southern,SWAC,90814,Virgil Hill,G,3,0,37,10,2,4,0,2,2,23.5,66.1,-1.0,31.3,0.304,0.0,6.3,33.3,31.3,16,5,38.5,13,5,0.0,3,0,0.0,1,0,9,6,3,,,,,,
2005,20042005,296,Texas Southern,SWAC,90815,Bruce Jones,G,16,0,235,27,14,27,16,7,0,9.7,79.0,-0.2,36.0,0.416,1.14,68.0,30.4,28.0,25,7,37.5,8,3,23.5,17,4,52.9,17,9,23,16,7,,,,,,
2005,20042005,296,Texas Southern,SWAC,90816,Jerome Bell,F,11,0,294,82,19,28,20,4,1,16.7,96.5,0.6,50.8,0.507,1.05,73.8,33.9,50.8,61,31,50.8,61,31,0.0,0,0,44.4,45,20,59,39,20,,,,,,
2005,20042005,296,Texas Southern,SWAC,90817,Cedric Fears,F,10,0,81,43,6,16,3,2,4,31.1,92.9,0.2,47.3,0.483,0.5,45.9,18.8,45.9,37,17,44.4,36,16,100.0,1,1,47.1,17,8,16,13,3,,,,,,
2005,20042005,296,Texas Southern,SWAC,90818,Carl Campbell,G,3,0,26,5,2,0,2,0,0,12.1,93.4,0.1,0.0,0.553,1.0,800.0,0.0,0.0,1,0,0.0,0,0,0.0,1,0,62.5,8,5,1,1,0,,,,,,
2005,20042005,297,Texas State,Southland,81644,Roderick Adams,G,18,0,294,58,23,17,31,14,0,14.3,95.9,0.3,50.0,0.558,1.35,61.0,16.7,48.8,41,20,55.9,34,19,14.3,7,1,68.0,25,17,30,25,5,,,,,,
2005,20042005,297,Texas State,Southland,87747,Evan Patterson,G,2,0,11,3,0,4,0,1,0,6.8,163.1,0.5,150.0,1.042,,100.0,50.0,100.0,1,1,0.0,0,0,100.0,1,1,0.0,1,0,2,1,1,,,,,,
2005,20042005,297,Texas State,Southland,89246,Chris Langhorne,F,23,0,527,126,50,41,30,21,7,18.3,85.5,-0.2,42.6,0.492,0.6,57.8,34.2,41.2,102,42,45.9,85,39,17.6,17,3,66.1,59,39,76,50,26,,,,,,
2005,20042005,297,Texas State,Southland,89248,Lance Burroughs,G,24,0,496,99,17,41,25,10,7,10.9,114.7,1.0,58.6,0.593,1.47,22.4,26.4,47.4,76,36,55.9,34,19,40.5,42,17,58.8,17,10,53,39,14,,,,,,
2005,20042005,297,Texas State,Southland,90711,Clint Chasteen,F,1,0,1,0,0,0,0,0,0,105.7,28.5,-1.0,0.0,0.0,,0.0,100.0,0.0,2,0,0.0,0,0,0.0,2,0,0.0,0,0,1,0,1,,,,,,
2005,20042005,297,Texas State,Southland,90712,Matt Canady,F,24,0,236,57,17,41,8,14,1,17.3,90.2,0.1,45.8,0.487,0.47,50.0,47.7,45.8,48,22,45.8,48,22,0.0,0,0,54.2,24,13,44,23,21,,,,,,
2005,20042005,297,Texas State,Southland,90713,Terrell Broussard,F,6,0,16,2,1,3,0,0,0,20.0,39.1,-0.4,20.0,0.2,0.0,0.0,,20.0,5,1,20.0,5,1,0.0,0,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,297,Texas State,Southland,90714,Zach Allison,F,24,0,589,212,41,81,21,16,10,20.3,109.2,1.7,53.0,0.588,0.51,47.7,36.3,48.3,149,72,57.4,101,58,29.2,48,14,76.1,71,54,124,79,45,,,,,,
2005,20042005,297,Texas State,Southland,90715,Anthony Dill,F,23,0,671,341,47,69,27,21,7,26.9,114.6,3.3,54.7,0.593,0.57,50.6,38.8,54.5,235,128,54.3,234,127,100.0,1,1,70.6,119,84,152,93,59,,,,,,
2005,20042005,297,Texas State,Southland,90716,Markee White,F,23,0,487,171,35,58,21,17,10,22.5,98.0,0.8,47.6,0.512,0.6,34.5,31.6,44.8,145,65,46.7,122,57,34.8,23,8,66.0,50,33,79,54,25,,,,,,
2005,20042005,297,Texas State,Southland,90717,Andre Oupoh,G,20,0,303,85,35,41,12,6,0,23.5,76.1,-0.7,39.0,0.436,0.34,30.2,28.6,31.4,86,27,34.1,41,14,28.9,45,13,69.2,26,18,42,30,12,,,,,,
