season,seasonLabel,teamId,team,conference,athleteId,name,position,games,starts,minutes,points,turnovers,fouls,assists,steals,blocks,usage,offensiveRating,defensiveRating,netRating,PORPAG,effectiveFieldGoalPct,trueShootingPct,assistsTurnoverRatio,freeThrowRate,offensiveReboundPct,fieldGoals_pct,fieldGoals_attempted,fieldGoals_made,twoPointFieldGoals_pct,twoPointFieldGoals_attempted,twoPointFieldGoals_made,threePointFieldGoals_pct,threePointFieldGoals_attempted,threePointFieldGoals_made,freeThrows_pct,freeThrows_attempted,freeThrows_made,rebounds_total,rebounds_defensive,rebounds_offensive,winShares_totalPer40,winShares_total,winShares_defensive,winShares_offensive
2013,20122013,2,Air Force,Mountain West,52812,Tre Coggins,G,25,0,274,60,21,29,30,19,0,16.7,92.7,101.9,-9.2,0.1,43.4,0.492,1.43,34.0,10.5,35.8,53,19,47.8,23,11,26.7,30,8,77.8,18,14,38,34,4,0.058,0.4,0.4,0.0
2013,20122013,2,Air Force,Mountain West,57079,Cameron Michael,G,15,0,147,68,7,14,14,6,0,20.6,128.5,106.9,21.6,1.3,68.9,0.694,2.0,20.0,21.7,53.3,45,24,71.4,14,10,45.2,31,14,66.7,9,6,23,18,5,0.19,0.7,0.2,0.5
2013,20122013,2,Air Force,Mountain West,57092,Zach Moer,C,6,0,11,5,0,2,0,0,2,14.2,166.8,73.4,93.4,0.3,83.3,0.833,,0.0,50.0,66.7,3,2,50.0,2,1,100.0,1,1,0.0,0,0,2,1,1,0.0,0.0,0.0,0.0
2013,20122013,2,Air Force,Mountain West,62084,Kamryn Williams,F,25,0,306,95,16,34,26,12,7,17.6,115.1,103.1,12.0,1.0,53.7,0.586,1.63,47.8,27.5,50.7,67,34,50.8,59,30,50.0,8,4,71.9,32,23,69,50,19,0.144,1.1,0.4,0.7
2013,20122013,2,Air Force,Mountain West,62085,Marek Olesinski,F,26,0,264,78,16,40,12,4,1,18.0,100.9,110.5,-9.6,0.4,56.7,0.567,0.75,6.0,39.5,43.3,67,29,40.7,27,11,45.0,40,18,50.0,4,2,43,26,17,0.061,0.4,0.2,0.2
2013,20122013,2,Air Force,Mountain West,62086,Justin Hammonds,F,20,0,155,49,10,24,11,12,2,17.9,112.1,106.6,5.5,0.5,58.0,0.641,1.1,120.0,11.5,56.0,25,14,61.9,21,13,25.0,4,1,66.7,30,20,26,23,3,0.129,0.5,0.2,0.3
2013,20122013,2,Air Force,Mountain West,62087,Max Yon,G,20,0,167,54,12,9,10,2,1,21.5,95.4,113.2,-17.8,0.2,44.7,0.516,0.83,25.5,20.8,40.4,47,19,48.4,31,15,25.0,16,4,100.0,12,12,24,19,5,0.048,0.2,0.1,0.1
2013,20122013,2,Air Force,Mountain West,62089,DeLovell Earls,F,26,18,389,113,39,46,35,9,1,21.3,92.4,107.1,-14.7,0.2,50.5,0.517,0.9,28.9,36.4,45.4,97,44,45.9,74,34,43.5,23,10,53.6,28,15,88,56,32,0.041,0.4,0.4,0.0
2013,20122013,2,Air Force,Mountain West,62090,Ethan Michael,F,6,0,26,10,4,5,4,2,0,22.5,106.3,86.5,19.8,0.3,60.0,0.654,1.0,120.0,50.0,60.0,5,3,60.0,5,3,0.0,0,0,66.7,6,4,6,3,3,0.154,0.1,0.1,0.0
2013,20122013,2,Air Force,Mountain West,66086,Chase Kammerer,F,12,0,40,11,2,8,4,0,0,18.7,100.7,108.5,-7.8,0.1,44.4,0.473,2.0,66.7,33.3,44.4,9,4,57.1,7,4,0.0,2,0,50.0,6,3,6,4,2,0.0,0.0,0.0,0.0
2013,20122013,2,Air Force,Mountain West,72791,Mike Fitzgerald,F,26,25,766,275,36,61,45,18,4,18.0,121.6,108.7,12.9,2.9,58.9,0.656,1.25,46.6,18.3,49.4,174,86,57.0,93,53,40.7,81,33,86.4,81,70,109,89,20,0.141,2.7,0.7,2.0
2013,20122013,2,Air Force,Mountain West,72793,Taylor Broekhuis,C,26,25,651,205,37,54,31,15,23,17.8,105.8,106.1,-0.3,1.3,59.0,0.604,0.84,30.0,20.6,54.7,150,82,59.0,117,69,39.4,33,13,62.2,45,28,107,85,22,0.092,1.5,0.7,0.8
2013,20122013,2,Air Force,Mountain West,72795,Kyle Green,G,26,8,408,112,28,33,43,14,1,19.2,96.4,110.4,-14.0,0.4,47.1,0.501,1.54,21.6,20.0,35.3,102,36,40.0,30,12,33.3,72,24,72.7,22,16,30,24,6,0.049,0.5,0.3,0.2
2013,20122013,2,Air Force,Mountain West,72796,Michael Lyons,G,25,24,806,455,53,54,63,24,3,31.2,110.4,110.4,0.0,3.7,54.8,0.576,1.19,31.4,30.3,49.0,347,170,59.9,217,130,30.8,130,40,68.8,109,75,99,69,30,0.139,2.8,0.6,2.2
2013,20122013,2,Air Force,Mountain West,72797,Todd Fletcher,G,26,25,815,255,29,52,101,25,1,15.8,126.4,109.8,16.6,3.1,62.6,0.636,3.48,12.6,10.4,48.9,190,93,50.0,82,41,48.1,108,52,70.8,24,17,77,69,8,0.142,2.9,0.6,2.3
2013,20122013,3,Akron,MAC,58080,Reggie McAdams,F,27,1,338,128,7,24,11,14,5,18.2,127.0,104.8,22.2,1.4,57.2,0.579,1.57,14.4,51.5,41.3,104,43,58.8,17,10,37.9,87,33,60.0,15,9,33,16,17,0.166,1.4,0.4,1.0
