season,seasonLabel,teamId,team,conference,athleteId,name,position,games,starts,minutes,points,turnovers,fouls,assists,steals,blocks,usage,offensiveRating,defensiveRating,netRating,PORPAG,effectiveFieldGoalPct,trueShootingPct,assistsTurnoverRatio,freeThrowRate,offensiveReboundPct,fieldGoals_pct,fieldGoals_attempted,fieldGoals_made,twoPointFieldGoals_pct,twoPointFieldGoals_attempted,twoPointFieldGoals_made,threePointFieldGoals_pct,threePointFieldGoals_attempted,threePointFieldGoals_made,freeThrows_pct,freeThrows_attempted,freeThrows_made,rebounds_total,rebounds_defensive,rebounds_offensive,winShares_totalPer40,winShares_total,winShares_defensive,winShares_offensive
2019,20182019,1,Abilene Christian,Southland,21203,Damien Daniels,G,34,6,510,116,32,47,61,20,1,16.3,97.2,102.0,-4.8,0.4,42.0,0.466,1.91,23.0,22.6,35.4,113,40,41.7,60,25,28.3,53,15,80.8,26,21,53,41,12,0.078,1.0,0.8,0.2
2019,20182019,1,Abilene Christian,Southland,21204,Tobias Cameron,G,24,0,86,19,8,7,5,2,0,16.0,88.6,95.7,-7.1,0.0,50.0,0.519,0.63,17.6,38.9,41.2,17,7,66.7,6,4,27.3,11,3,66.7,3,2,18,11,7,0.093,0.2,0.2,0.0
2019,20182019,1,Abilene Christian,Southland,21205,Joe Pleasant,F,34,2,498,191,37,57,10,10,5,21.0,104.3,102.7,1.6,0.8,55.6,0.596,0.27,61.9,38.2,54.0,126,68,57.1,112,64,28.6,14,4,65.4,78,51,89,55,34,0.104,1.3,0.7,0.6
2019,20182019,1,Abilene Christian,Southland,25994,B.J. Maxwell,G,24,19,642,221,20,64,40,26,9,16.1,128.2,98.1,30.1,2.8,59.6,0.628,2.0,21.1,32.7,49.1,161,79,58.4,77,45,40.5,84,34,85.3,34,29,113,76,37,0.187,3.0,1.2,1.8
2019,20182019,1,Abilene Christian,Southland,30686,Chase Cobb,G,18,0,44,15,3,4,0,2,0,15.1,108.4,99.2,9.2,0.1,81.3,0.768,0.0,50.0,25.0,62.5,8,5,100.0,2,2,50.0,6,3,50.0,4,2,4,3,1,0.182,0.2,0.1,0.1
2019,20182019,1,Abilene Christian,Southland,31417,Kolton Kohl,C,31,4,142,59,11,18,5,5,13,24.4,107.1,89.4,17.7,0.3,46.2,0.542,0.45,89.7,45.1,46.2,39,18,46.2,39,18,0.0,0,0,65.7,35,23,51,28,23,0.197,0.7,0.4,0.3
2019,20182019,1,Abilene Christian,Southland,31418,Clay Gayman,F,31,1,155,63,17,13,8,7,3,24.9,96.3,98.2,-1.9,0.2,54.2,0.563,0.47,37.5,46.7,45.8,48,22,48.3,29,14,42.1,19,8,61.1,18,11,30,16,14,0.103,0.4,0.3,0.1
2019,20182019,1,Abilene Christian,Southland,31420,Paul Hiepler,G,16,0,26,7,1,4,1,1,0,16.4,101.4,95.0,6.4,0.1,41.7,0.478,1.0,50.0,33.3,33.3,6,2,50.0,2,1,25.0,4,1,66.7,3,2,3,2,1,0.154,0.1,0.1,0.0
2019,20182019,1,Abilene Christian,Southland,36149,Payten Ricks,G,34,34,1098,395,46,75,64,57,1,18.2,115.7,100.3,15.4,2.6,55.7,0.598,1.39,25.6,6.3,42.1,297,125,47.8,92,44,39.5,205,81,84.2,76,64,95,89,6,0.146,4.0,1.8,2.2
2019,20182019,1,Abilene Christian,Southland,36151,Trey Lenox,G,34,8,518,76,19,47,22,14,1,8.7,102.4,104.4,-2.0,0.3,53.2,0.572,1.16,16.1,14.6,40.3,62,25,36.0,25,9,43.2,37,16,100.0,10,10,41,35,6,0.069,0.9,0.7,0.2
2019,20182019,1,Abilene Christian,Southland,42097,Jaren Lewis,F,34,34,1056,469,60,66,93,54,22,25.2,110.8,97.1,13.7,2.9,48.4,0.531,1.55,35.3,37.0,46.6,382,178,48.2,340,164,33.3,42,14,73.3,135,99,208,131,77,0.174,4.6,2.1,2.5
2019,20182019,1,Abilene Christian,Southland,42098,Jalone Friday,C,23,23,502,301,46,71,22,16,22,32.3,104.9,92.7,12.2,1.9,53.3,0.568,0.48,24.7,23.4,47.3,239,113,51.9,162,84,37.7,77,29,78.0,59,46,107,82,25,0.175,2.2,1.2,1.0
2019,20182019,1,Abilene Christian,Southland,42099,Jaylen Franklin,G,34,34,1092,346,70,89,166,61,8,18.0,113.1,98.3,14.8,2.4,55.3,0.575,2.37,51.8,11.9,53.5,245,131,54.2,225,122,45.0,20,9,59.1,127,75,126,111,15,0.158,4.3,2.0,2.3
2019,20182019,1,Abilene Christian,Southland,42100,Hayden Farquhar,F,34,5,481,224,24,73,27,22,8,22.8,118.1,98.5,19.6,1.6,60.1,0.612,1.13,20.2,40.2,50.0,168,84,62.5,80,50,38.6,88,34,64.7,34,22,87,52,35,0.191,2.3,0.9,1.4
2019,20182019,2,Air Force,Mountain West,28098,A.J. Walker,G,32,22,841,273,48,76,80,25,4,20.0,100.8,109.2,-8.4,1.1,48.9,0.523,1.67,27.5,6.5,41.2,233,96,42.0,143,60,40.0,90,36,70.3,64,45,62,58,4,0.067,1.4,0.7,0.7
2019,20182019,2,Air Force,Mountain West,28102,Abe Kinrade,F,19,0,65,24,1,5,1,1,1,18.2,119.8,109.5,10.3,0.3,50.0,0.569,1.0,38.9,22.2,44.4,18,8,42.9,14,6,50.0,4,2,85.7,7,6,18,14,4,0.185,0.3,0.1,0.2
2019,20182019,2,Air Force,Mountain West,32471,Keaton Van Soelen,F,32,20,675,132,24,49,28,17,11,12.3,101.3,107.8,-6.5,0.6,48.2,0.515,1.17,28.1,30.9,43.9,114,50,51.9,77,40,27.0,37,10,68.8,32,22,97,67,30,0.065,1.1,0.7,0.4
2019,20182019,2,Air Force,Mountain West,32472,Ameka Akaya,G,29,4,320,125,28,33,15,4,1,20.8,104.7,108.1,-3.4,0.6,64.1,0.666,0.54,23.5,21.6,58.8,85,50,63.1,65,41,45.0,20,9,80.0,20,16,51,40,11,0.088,0.7,0.3,0.4
2019,20182019,2,Air Force,Mountain West,32473,Chris Joyce,G,32,11,685,241,31,55,51,11,5,21.1,102.7,108.4,-5.7,1.1,48.6,0.515,1.65,25.7,13.2,40.0,210,84,44.9,107,48,35.0,103,36,68.5,54,37,106,92,14,0.076,1.3,0.6,0.7
2019,20182019,2,Air Force,Mountain West,32476,Nick Rene,G,4,0,10,2,1,0,0,0,0,26.2,51.7,116.9,-65.2,-0.4,25.0,0.25,0.0,0.0,100.0,25.0,4,1,50.0,2,1,0.0,2,0,0.0,0,0,1,0,1,0.0,0.0,0.0,0.0
2019,20182019,2,Air Force,Mountain West,37345,Lavelle Scottie,F,32,29,1005,491,96,66,42,23,8,29.9,93.9,107.4,-13.5,0.9,52.7,0.541,0.44,21.4,23.6,48.7,415,202,55.6,304,169,29.7,111,33,60.7,89,54,178,136,42,0.052,1.3,1.0,0.3
2019,20182019,2,Air Force,Mountain West,37346,Ryan Swan,C,31,27,851,391,68,73,57,26,13,24.4,113.1,104.0,9.1,2.7,59.5,0.624,0.84,42.4,37.1,53.8,264,142,61.2,183,112,37.0,81,30,68.8,112,77,221,139,82,0.15,3.2,1.1,2.1
2019,20182019,2,Air Force,Mountain West,37347,Sid Tomes,G,32,21,742,132,29,67,72,17,3,14.0,89.4,108.3,-18.9,0.1,39.1,0.407,2.48,16.6,6.5,31.8,151,48,51.0,51,26,22.0,100,22,56.0,25,14,93,87,6,0.032,0.6,0.7,-0.1
2019,20182019,2,Air Force,Mountain West,37348,Isaac Monson,F,9,0,19,1,1,2,0,0,0,10.6,61.3,115.9,-54.6,-0.1,0.0,0.181,0.0,400.0,50.0,0.0,1,0,0.0,1,0,0.0,0,0,25.0,4,1,6,3,3,0.0,0.0,0.0,0.0
2019,20182019,2,Air Force,Mountain West,37349,LeSean Brown,G,13,0,117,36,5,11,9,2,0,19.2,101.9,110.6,-8.7,0.4,37.5,0.495,1.8,67.9,12.5,32.1,28,9,37.5,16,6,25.0,12,3,78.9,19,15,16,14,2,0.068,0.2,0.1,0.1
2019,20182019,2,Air Force,Mountain West,37353,Caleb Morris,G,28,16,681,201,37,56,41,15,4,16.1,106.7,105.8,0.9,1.2,58.3,0.616,1.11,20.0,4.7,43.3,150,65,54.1,37,20,39.8,113,45,86.7,30,26,85,81,4,0.088,1.5,0.8,0.7
2019,20182019,2,Air Force,Mountain West,42101,Pervis Louder,G,31,10,427,112,32,44,31,12,7,17.5,92.2,106.9,-14.7,0.2,51.1,0.536,0.97,36.7,16.3,46.7,90,42,59.6,57,34,24.2,33,8,60.6,33,20,49,41,8,0.037,0.4,0.4,0.0
2019,20182019,2,Air Force,Mountain West,42102,Charlie O'Briant,F,2,0,12,6,3,3,0,0,0,36.9,67.5,146.6,-79.1,-0.7,60.0,0.551,0.0,20.0,40.0,60.0,5,3,60.0,5,3,0.0,0,0,0.0,1,0,5,3,2,-0.333,-0.1,0.0,-0.1
2019,20182019,2,Air Force,Mountain West,42103,Zach Couper,G,9,0,17,4,0,1,1,0,0,15.4,102.0,122.1,-20.1,0.1,25.0,0.41,,50.0,,25.0,4,1,100.0,1,1,0.0,3,0,100.0,2,2,0,0,0,0.0,0.0,0.0,0.0
2019,20182019,2,Air Force,Mountain West,42104,Bryce Hughes,G,9,0,20,6,0,1,3,1,0,16.0,123.2,113.0,10.2,0.2,50.0,0.503,,450.0,0.0,50.0,2,1,50.0,2,1,0.0,0,0,44.4,9,4,3,3,0,0.0,0.0,0.0,0.0
2019,20182019,2,Air Force,Mountain West,42106,James Edwards,G,7,0,12,2,0,1,3,0,0,12.8,119.9,122.8,-2.9,0.1,0.0,0.347,,100.0,,0.0,2,0,0.0,0,0,0.0,2,0,100.0,2,2,0,0,0,0.0,0.0,0.0,0.0
2019,20182019,3,Akron,MAC,26432,Jaden Sayles,F,21,5,261,48,10,30,0,1,10,10.9,98.8,118.1,-19.3,0.2,51.4,0.537,0.0,62.9,34.5,51.4,35,18,51.4,35,18,0.0,0,0,54.5,22,12,55,36,19,0.015,0.1,0.0,0.1
2019,20182019,3,Akron,MAC,33461,Loren Cristian Jackson,G,33,33,1012,460,60,65,102,30,5,26.8,103.6,112.2,-8.6,2.1,42.8,0.497,1.7,37.5,28.0,34.5,397,137,40.1,177,71,30.0,220,66,80.5,149,120,93,67,26,0.099,2.5,0.6,1.9
2019,20182019,3,Akron,MAC,33464,Scott Walter,G,14,0,65,7,6,8,1,0,0,11.0,60.0,110.5,-50.5,-0.2,40.0,0.458,0.17,120.0,18.2,40.0,5,2,40.0,5,2,0.0,0,0,50.0,6,3,11,9,2,-0.062,-0.1,0.0,-0.1
2019,20182019,3,Akron,MAC,33465,LePear Toles,F,5,0,27,4,3,3,2,2,1,13.5,68.0,94.8,-26.8,-0.2,50.0,0.476,0.67,250.0,0.0,50.0,2,1,50.0,2,1,0.0,0,0,40.0,5,2,4,4,0,0.0,0.0,0.1,-0.1
2019,20182019,3,Akron,MAC,35259,Channel Banks,G,32,11,658,208,28,65,25,31,3,17.8,100.1,107.1,-7.0,0.7,51.6,0.526,0.89,15.7,16.7,40.5,185,75,52.3,65,34,34.2,120,41,58.6,29,17,78,65,13,0.073,1.2,0.7,0.5
2019,20182019,3,Akron,MAC,35260,Deng Riak,C,30,27,689,155,47,86,16,8,29,15.4,87.7,102.5,-14.8,0.0,45.9,0.494,0.34,38.8,29.7,43.3,134,58,45.5,112,51,31.8,22,7,61.5,52,32,172,121,51,0.041,0.7,1.0,-0.3
2019,20182019,3,Akron,MAC,35261,Jeremy Roscoe,G,31,0,337,94,15,32,16,8,3,16.9,97.7,105.5,-7.8,0.3,46.6,0.499,1.07,13.5,14.3,34.8,89,31,38.5,26,10,33.3,63,21,91.7,12,11,63,54,9,0.071,0.6,0.4,0.2
2019,20182019,3,Akron,MAC,35262,Tyler Cheese,G,33,24,896,367,68,64,82,35,3,25.6,95.9,105.4,-9.5,0.9,46.3,0.491,1.21,21.1,18.4,42.1,342,144,47.3,243,115,29.3,99,29,69.4,72,50,163,133,30,0.071,1.6,1.1,0.5
2019,20182019,3,Akron,MAC,35263,Marquelle McIntyre,G,8,0,10,1,0,0,1,1,0,9.7,89.2,100.8,-11.6,0.0,0.0,0.266,,200.0,0.0,0.0,1,0,0.0,1,0,0.0,0,0,50.0,2,1,1,1,0,0.0,0.0,0.0,0.0
2019,20182019,3,Akron,MAC,36252,Emmanuel Olojakpoke,F,31,1,312,51,20,60,1,8,26,11.0,83.0,104.0,-21.0,-0.1,59.0,0.549,0.05,43.6,40.7,59.0,39,23,59.0,39,23,0.0,0,0,29.4,17,5,54,32,22,0.026,0.2,0.4,-0.2
2019,20182019,3,Akron,MAC,36665,Daniel Utomi,G,33,32,1073,469,58,83,42,19,13,23.9,103.1,109.3,-6.2,1.9,51.9,0.538,0.72,19.2,20.6,40.3,402,162,45.1,153,69,37.3,249,93,67.5,77,52,180,143,37,0.093,2.5,0.9,1.6
2019,20182019,3,Akron,MAC,42437,Jimond Ivey,G,33,32,1039,391,63,64,110,41,11,20.4,111.7,105.1,6.6,2.5,52.1,0.564,1.75,30.1,24.9,45.8,306,140,66.0,153,101,25.5,153,39,78.3,92,72,201,151,50,0.15,3.9,1.3,2.6
2019,20182019,3,Akron,MAC,42438,Mark Kostelac,C,7,0,39,13,2,9,1,1,2,15.2,123.1,101.6,21.5,0.5,62.5,0.666,0.5,50.0,44.4,62.5,8,5,62.5,8,5,0.0,0,0,75.0,4,3,9,5,4,0.205,0.2,0.1,0.1
2019,20182019,3,Akron,MAC,42440,Jake Fischer,G,6,0,5,3,1,0,0,0,0,41.3,71.5,120.1,-48.6,-0.1,50.0,0.5,0.0,0.0,,33.3,3,1,0.0,0,0,33.3,3,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019,20182019,4,Alabama A&M,SWAC,22653,Brandon Powell,G,22,6,154,17,6,18,3,10,0,9.5,76.2,123.3,-47.1,-0.1,35.3,0.397,0.5,58.8,43.8,35.3,17,6,42.9,14,6,0.0,3,0,50.0,10,5,16,9,7,-0.052,-0.2,-0.1,-0.1
