season,seasonLabel,teamId,team,conference,athleteId,name,position,games,starts,minutes,points,turnovers,fouls,assists,steals,blocks,usage,offensiveRating,defensiveRating,netRating,PORPAG,effectiveFieldGoalPct,trueShootingPct,assistsTurnoverRatio,freeThrowRate,offensiveReboundPct,fieldGoals_pct,fieldGoals_attempted,fieldGoals_made,twoPointFieldGoals_pct,twoPointFieldGoals_attempted,twoPointFieldGoals_made,threePointFieldGoals_pct,threePointFieldGoals_attempted,threePointFieldGoals_made,freeThrows_pct,freeThrows_attempted,freeThrows_made,rebounds_total,rebounds_defensive,rebounds_offensive,winShares_totalPer40,winShares_total,winShares_defensive,winShares_offensive
2010,20092010,2,Air Force,Mountain West,66039,Zach Bohannon,F,17,0,137,38,6,22,8,8,0,16.5,109.9,117.3,-7.4,0.5,64.0,0.61,1.33,56.0,33.3,60.0,25,15,76.5,17,13,25.0,8,2,42.9,14,6,18,12,6,0.058,0.2,0.0,0.2
2010,20092010,2,Air Force,Mountain West,72790,Adam Brakeville,F,3,0,8,0,0,2,0,0,0,0.0,,90.4,,,,,,,100.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,1,,,0.0,
2010,20092010,2,Air Force,Mountain West,72791,Mike Fitzgerald,F,24,0,207,80,10,14,5,2,0,23.6,100.5,108.7,-8.2,0.4,56.9,0.576,0.5,15.4,19.0,40.0,65,26,36.4,11,4,40.7,54,22,60.0,10,6,21,17,4,0.077,0.4,0.2,0.2
2010,20092010,2,Air Force,Mountain West,72792,Taylor Stewart,G-F,18,5,218,49,17,20,12,2,0,20.1,74.7,117.1,-42.4,-0.5,44.8,0.425,0.71,45.8,21.4,41.7,48,20,43.6,39,17,33.3,9,3,27.3,22,6,28,22,6,-0.073,-0.4,0.0,-0.4
2010,20092010,2,Air Force,Mountain West,72793,Taylor Broekhuis,C,25,4,341,73,25,33,11,4,10,20.4,73.4,114.6,-41.2,-0.7,33.1,0.404,0.44,62.0,22.0,32.4,71,23,47.8,46,22,4.0,25,1,59.1,44,26,59,46,13,-0.07,-0.6,0.1,-0.7
2010,20092010,2,Air Force,Mountain West,72795,Kyle Green,G,1,0,2,0,0,0,0,0,0,0.0,,82.4,,,,,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,,,0.0,
2010,20092010,2,Air Force,Mountain West,72796,Michael Lyons,G,31,20,829,214,45,59,51,21,7,20.1,90.9,112.1,-21.2,0.3,43.3,0.464,1.13,16.3,40.2,38.6,215,83,49.6,127,63,22.7,88,20,80.0,35,28,92,55,37,0.019,0.4,0.5,-0.1
2010,20092010,2,Air Force,Mountain West,72797,Todd Fletcher,G,31,19,656,131,37,60,64,22,3,14.2,100.5,111.7,-11.2,0.6,52.4,0.558,1.73,24.5,20.9,45.3,106,48,66.0,50,33,26.8,56,15,76.9,26,20,43,34,9,0.049,0.8,0.4,0.4
2010,20092010,2,Air Force,Mountain West,72799,Shawn Hempsey,G,22,0,168,22,10,15,18,6,0,12.0,86.9,111.5,-24.6,0.0,45.0,0.459,1.8,45.0,10.5,40.0,20,8,50.0,12,6,25.0,8,2,44.4,9,4,19,17,2,0.0,0.0,0.1,-0.1
2010,20092010,2,Air Force,Mountain West,76260,Tom Fow,F,27,7,544,255,18,46,19,14,2,26.2,111.3,110.0,1.3,2.0,55.0,0.583,1.06,22.6,16.7,43.7,199,87,51.9,81,42,38.1,118,45,80.0,45,36,78,65,13,0.118,1.6,0.4,1.2
2010,20092010,2,Air Force,Mountain West,76261,Evan Washington,G,31,26,1056,318,65,54,94,27,11,19.9,104.7,109.5,-4.8,1.9,50.9,0.562,1.45,65.0,17.9,48.2,220,106,49.5,190,94,40.0,30,12,65.7,143,94,145,119,26,0.083,2.2,0.8,1.4
2010,20092010,2,Air Force,Mountain West,76263,Derek Brooks,F,22,1,220,91,11,34,6,6,6,23.2,112.4,107.7,4.7,0.9,60.3,0.638,0.55,30.2,40.0,52.4,63,33,59.0,39,23,41.7,24,10,78.9,19,15,25,15,10,0.109,0.6,0.2,0.4
2010,20092010,2,Air Force,Mountain West,78043,Grant Parker,F-C,21,17,585,267,34,47,24,11,7,27.8,105.7,104.7,1.0,2.3,54.5,0.577,0.71,35.5,20.7,47.5,200,95,57.3,117,67,33.7,83,28,69.0,71,49,92,73,19,0.116,1.7,0.7,1.0
2010,20092010,2,Air Force,Mountain West,78044,Sammy Schafer,C,3,1,66,22,3,8,3,1,1,17.5,109.4,189.0,-79.6,1.4,52.9,0.573,1.0,29.4,23.1,47.1,17,8,50.0,12,6,40.0,5,2,80.0,5,4,13,10,3,-0.121,-0.2,-0.4,0.2
2010,20092010,2,Air Force,Mountain West,78045,Mike McLain,C,30,23,641,153,60,76,38,19,2,19.8,81.1,108.8,-27.7,-0.5,50.8,0.509,0.63,50.4,24.0,46.3,123,57,59.0,78,46,24.4,45,11,45.2,62,28,96,73,23,-0.006,-0.1,0.6,-0.7
2010,20092010,2,Air Force,Mountain West,78046,Avery Merriex,G,28,7,512,57,32,56,35,12,2,10.7,77.8,114.8,-37.0,-0.3,45.2,0.483,1.09,30.8,9.4,42.3,52,22,43.2,44,19,37.5,8,3,62.5,16,10,32,29,3,-0.016,-0.2,0.2,-0.4
2010,20092010,2,Air Force,Mountain West,78047,Saj El-Amin,G,4,0,14,3,0,1,1,0,0,24.3,77.8,106.9,-29.1,-0.1,25.0,0.282,,75.0,25.0,25.0,4,1,33.3,3,1,0.0,1,0,33.3,3,1,4,3,1,0.0,0.0,0.0,0.0
2010,20092010,3,Akron,MAC,71168,Nikola Cvetinovic,F,35,9,708,236,60,99,39,25,7,22.3,92.8,97.7,-4.9,0.3,47.4,0.488,0.65,37.0,41.5,47.1,208,98,47.8,203,97,20.0,5,1,50.6,77,39,147,86,61,0.079,1.4,1.3,0.1
2010,20092010,3,Akron,MAC,71169,Zeke Marshall,C,35,26,588,178,51,73,17,9,59,21.0,87.3,94.8,-7.5,0.0,47.1,0.481,0.33,47.7,39.3,47.1,153,72,47.4,152,72,0.0,1,0,46.6,73,34,135,82,53,0.068,1.0,1.3,-0.3
2010,20092010,3,Akron,MAC,71171,Brett McClanahan,G,35,2,434,114,22,34,25,12,0,16.1,102.7,101.3,1.4,0.5,50.5,0.511,1.14,5.5,25.9,38.5,109,42,51.6,31,16,33.3,78,26,66.7,6,4,54,40,14,0.092,1.0,0.7,0.3
2010,20092010,3,Akron,MAC,71178,Kyle Petersen,G,4,0,5,0,1,2,0,0,0,20.4,0.0,68.1,-68.1,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0,0.0,1,0,0.0,0,0,1,1,0,0.0,0.0,0.0,0.0
2010,20092010,3,Akron,MAC,73650,Humpty Hitchens,G,33,19,836,279,56,64,91,28,0,22.4,98.8,102.5,-3.7,1.0,43.5,0.46,1.63,19.7,20.3,35.8,279,100,41.6,137,57,30.3,142,43,65.5,55,36,59,47,12,0.086,1.8,1.2,0.6
