season,seasonLabel,teamId,team,conference,athleteId,name,position,games,starts,minutes,points,turnovers,fouls,assists,steals,blocks,usage,offensiveRating,defensiveRating,netRating,PORPAG,effectiveFieldGoalPct,trueShootingPct,assistsTurnoverRatio,freeThrowRate,offensiveReboundPct,fieldGoals_pct,fieldGoals_attempted,fieldGoals_made,twoPointFieldGoals_pct,twoPointFieldGoals_attempted,twoPointFieldGoals_made,threePointFieldGoals_pct,threePointFieldGoals_attempted,threePointFieldGoals_made,freeThrows_pct,freeThrows_attempted,freeThrows_made,rebounds_total,rebounds_defensive,rebounds_offensive,winShares_totalPer40,winShares_total,winShares_defensive,winShares_offensive
2021,20202021,1,Abilene Christian,Southland,7705,Logan McLaughlin,G,27,0,248,88,22,23,15,8,1,22.1,87.5,85.8,1.7,0.0,47.2,0.478,0.68,10.2,23.7,34.1,88,30,36.8,19,7,33.3,69,23,55.6,9,5,38,29,9,0.097,0.6,0.7,-0.1
2021,20202021,1,Abilene Christian,Southland,16869,Cameron Steele,F,23,0,135,65,7,20,10,1,2,22.1,115.1,85.1,30.0,0.6,56.5,0.588,1.43,45.7,20.7,47.8,46,22,56.0,25,14,38.1,21,8,61.9,21,13,29,23,6,0.207,0.7,0.4,0.3
2021,20202021,1,Abilene Christian,Southland,16870,Airion Simmons,F,29,2,438,175,34,69,31,33,9,21.0,103.0,77.3,25.7,0.8,52.9,0.558,0.91,31.2,23.3,47.1,138,65,52.1,94,49,36.4,44,16,67.4,43,29,116,89,27,0.201,2.2,1.7,0.5
2021,20202021,1,Abilene Christian,Southland,16873,Immanuel Allen,G,14,0,197,78,13,28,12,5,2,19.2,108.8,82.0,26.8,0.9,56.0,0.588,0.92,32.8,34.1,51.7,58,30,55.6,45,25,38.5,13,5,68.4,19,13,41,27,14,0.203,1.0,0.7,0.3
2021,20202021,1,Abilene Christian,Southland,21203,Damien Daniels,G,29,28,687,174,42,51,72,57,1,16.3,93.5,83.8,9.7,0.4,43.5,0.457,1.71,16.9,20.4,37.3,177,66,43.1,102,44,29.3,75,22,66.7,30,20,54,43,11,0.134,2.3,2.2,0.1
2021,20202021,1,Abilene Christian,Southland,21204,Tobias Cameron,G,28,0,267,74,12,36,40,18,4,13.6,124.0,82.8,41.2,0.8,55.4,0.583,3.33,30.4,38.3,46.4,56,26,72.7,22,16,29.4,34,10,70.6,17,12,47,29,18,0.225,1.5,0.9,0.6
2021,20202021,1,Abilene Christian,Southland,21205,Joe Pleasant,F,28,26,662,295,40,46,33,20,7,23.5,105.0,87.7,17.3,1.6,50.0,0.525,0.83,36.8,45.1,45.9,242,111,45.7,199,91,46.5,43,20,59.6,89,53,153,84,69,0.169,2.8,1.9,0.9
2021,20202021,1,Abilene Christian,Southland,27157,Mahki Morris,G,29,7,522,192,35,59,35,24,3,18.9,103.3,87.0,16.3,0.9,53.7,0.564,1.0,30.7,20.4,44.0,150,66,52.9,70,37,36.3,80,29,67.4,46,31,54,43,11,0.153,2.0,1.5,0.5
2021,20202021,1,Abilene Christian,Southland,27158,Reggie Miller,G,29,29,850,179,52,68,127,56,7,11.7,112.0,83.0,29.0,1.4,54.8,0.58,2.44,55.6,22.0,46.0,124,57,56.5,62,35,35.5,62,22,62.3,69,43,132,103,29,0.184,3.9,2.8,1.1
2021,20202021,1,Abilene Christian,Southland,27161,Coryon Mason,G,25,22,657,265,33,51,60,24,6,19.9,112.3,89.1,23.2,2.1,52.4,0.558,1.82,36.1,29.1,45.9,205,94,50.0,134,67,38.0,71,27,67.6,74,50,55,39,16,0.183,3.0,1.8,1.2
2021,20202021,1,Abilene Christian,Southland,27162,Jameson Richardson,F,19,0,80,37,10,20,2,0,2,26.7,85.3,82.7,2.6,-0.1,53.0,0.526,0.2,15.2,40.0,48.5,33,16,54.2,24,13,33.3,9,3,40.0,5,2,20,12,8,0.1,0.2,0.3,-0.1
2021,20202021,1,Abilene Christian,Southland,31417,Kolton Kohl,C,29,29,541,345,38,41,41,12,27,29.5,115.6,84.8,30.8,2.5,54.8,0.589,1.08,41.1,41.3,54.0,248,134,55.8,233,130,26.7,15,4,71.6,102,73,138,81,57,0.251,3.4,1.7,1.7
2021,20202021,1,Abilene Christian,Southland,31418,Clay Gayman,F,26,1,412,214,38,38,30,19,12,26.6,106.2,81.6,24.6,1.3,49.7,0.565,0.79,36.8,26.4,40.5,163,66,50.0,72,36,33.0,91,30,86.7,60,52,87,64,23,0.204,2.1,1.4,0.7
2021,20202021,1,Abilene Christian,Southland,31419,Payton Brooks,G,16,0,40,2,1,2,2,1,0,11.6,37.3,86.2,-48.9,-0.2,12.5,0.113,2.0,25.0,0.0,12.5,8,1,20.0,5,1,0.0,3,0,0.0,2,0,1,1,0,0.0,0.0,0.1,-0.1
2021,20202021,1,Abilene Christian,Southland,31420,Paul Hiepler,G,20,1,64,13,3,2,3,4,3,16.7,77.7,79.7,-2.0,-0.1,18.8,0.333,1.0,50.0,20.0,12.5,16,2,0.0,3,0,15.4,13,2,87.5,8,7,5,4,1,0.063,0.1,0.2,-0.1
2021,20202021,2,Air Force,Mountain West,388,Joe Octave,G,16,0,157,52,14,14,9,4,1,22.2,92.0,118.0,-26.0,0.1,53.9,0.566,0.64,47.4,23.1,50.0,38,19,66.7,24,16,21.4,14,3,61.1,18,11,26,20,6,0.0,0.0,0.0,0.0
