season,seasonLabel,teamId,team,conference,athleteId,name,position,games,starts,minutes,points,turnovers,fouls,assists,steals,blocks,usage,offensiveRating,defensiveRating,netRating,PORPAG,effectiveFieldGoalPct,trueShootingPct,assistsTurnoverRatio,freeThrowRate,offensiveReboundPct,fieldGoals_pct,fieldGoals_attempted,fieldGoals_made,twoPointFieldGoals_pct,twoPointFieldGoals_attempted,twoPointFieldGoals_made,threePointFieldGoals_pct,threePointFieldGoals_attempted,threePointFieldGoals_made,freeThrows_pct,freeThrows_attempted,freeThrows_made,rebounds_total,rebounds_defensive,rebounds_offensive,winShares_totalPer40,winShares_total,winShares_defensive,winShares_offensive
2009,20082009,2,Air Force,Mountain West,72643,Brandon Provost,G,18,3,100,2,4,8,0,0,1,11.9,11.9,123.1,-111.2,-0.8,0.0,0.063,0.0,13.3,0.0,0.0,15,0,0.0,4,0,0.0,11,0,100.0,2,2,6,6,0,-0.2,-0.5,0.0,-0.5
2009,20082009,2,Air Force,Mountain West,72792,Taylor Stewart,G-F,31,9,461,91,35,37,24,10,2,16.8,82.3,124.0,-41.7,-0.2,46.3,0.487,0.69,31.7,35.4,40.2,82,33,41.1,56,23,38.5,26,10,57.7,26,15,48,31,17,-0.061,-0.7,-0.3,-0.4
2009,20082009,2,Air Force,Mountain West,72799,Shawn Hempsey,G,16,5,155,18,10,15,9,4,2,13.4,65.4,122.1,-56.7,-0.5,37.0,0.37,0.9,13.0,0.0,34.8,23,8,58.3,12,7,9.1,11,1,33.3,3,1,15,15,0,-0.103,-0.4,-0.1,-0.3
2009,20082009,2,Air Force,Mountain West,74951,Trevor Noonan,F,25,0,241,58,18,31,23,7,6,21.4,86.9,110.0,-23.1,0.0,39.8,0.419,1.28,18.8,37.8,34.4,64,22,44.1,34,15,23.3,30,7,58.3,12,7,45,28,17,0.017,0.1,0.2,-0.1
2009,20082009,2,Air Force,Mountain West,76260,Tom Fow,F,2,0,6,0,0,0,0,0,0,9.5,0.0,118.9,-118.9,-0.4,0.0,0.0,,0.0,,0.0,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
2009,20082009,2,Air Force,Mountain West,76261,Evan Washington,G,31,16,884,211,58,50,59,19,10,18.4,92.1,119.5,-27.4,0.4,45.3,0.498,1.02,55.9,21.0,42.9,170,73,46.8,139,65,25.8,31,8,60.0,95,57,138,109,29,-0.005,-0.1,-0.1,0.0
2009,20082009,2,Air Force,Mountain West,76263,Derek Brooks,F,4,0,20,11,4,3,0,0,0,32.5,93.2,126.5,-33.3,0.1,58.3,0.709,0.0,66.7,0.0,50.0,6,3,50.0,4,2,50.0,2,1,100.0,4,4,2,2,0,0.0,0.0,0.0,0.0
2009,20082009,2,Air Force,Mountain West,78043,Grant Parker,F-C,31,4,572,187,32,63,21,10,9,19.4,109.5,121.6,-12.1,1.3,58.3,0.618,0.66,59.2,35.3,48.3,120,58,48.6,70,34,48.0,50,24,66.2,71,47,85,55,30,0.063,0.9,-0.2,1.1
2009,20082009,2,Air Force,Mountain West,78044,Sammy Schafer,C,23,10,318,65,19,37,24,4,9,15.8,95.1,123.8,-28.7,0.3,45.7,0.51,1.26,80.9,25.6,44.7,47,21,52.6,38,20,11.1,9,1,57.9,38,22,39,29,10,-0.013,-0.1,-0.2,0.1
2009,20082009,2,Air Force,Mountain West,78045,Mike McLain,C,28,12,229,24,14,35,20,7,3,12.4,76.9,115.1,-38.2,-0.2,35.5,0.361,1.43,16.1,24.3,29.0,31,9,31.3,16,5,26.7,15,4,40.0,5,2,37,28,9,-0.035,-0.2,0.1,-0.3
2009,20082009,2,Air Force,Mountain West,78046,Avery Merriex,G,26,2,232,37,5,17,8,4,0,10.2,109.2,128.6,-19.4,0.3,50.0,0.54,1.6,41.4,33.3,41.4,29,12,41.2,17,7,41.7,12,5,66.7,12,8,18,12,6,0.0,0.0,-0.2,0.2
2009,20082009,2,Air Force,Mountain West,78047,Saj El-Amin,G,11,0,9,0,0,3,1,1,0,13.2,36.2,96.2,-60.0,-0.1,0.0,0.0,,0.0,0.0,0.0,2,0,0.0,1,0,0.0,1,0,0.0,0,0,2,2,0,0.0,0.0,0.0,0.0
2009,20082009,2,Air Force,Mountain West,80141,Matt Holland,F,31,26,915,326,45,61,36,33,14,19.7,112.5,118.4,-5.9,2.4,62.4,0.644,0.8,15.6,20.2,48.1,237,114,63.0,73,46,41.5,164,68,81.1,37,30,109,87,22,0.087,2.0,0.0,2.0
2009,20082009,2,Air Force,Mountain West,80142,Anwar Johnson,F,31,26,1025,368,68,92,76,30,4,23.6,105.4,121.9,-16.5,2.2,47.6,0.554,1.12,68.6,31.6,47.1,255,120,47.8,245,117,30.0,10,3,71.4,175,125,114,78,36,0.059,1.5,-0.4,1.9
2009,20082009,2,Air Force,Mountain West,80143,Andrew Henke,G-F,31,17,959,407,77,85,72,24,10,25.9,105.8,119.0,-13.2,2.4,57.5,0.609,0.94,32.1,10.9,45.4,293,133,48.8,127,62,42.8,166,71,74.5,94,70,128,114,14,0.075,1.8,-0.1,1.9
2009,20082009,2,Air Force,Mountain West,80144,Jon Atkins,G,12,0,67,14,5,3,5,2,0,19.2,79.0,106.7,-27.7,-0.2,42.3,0.413,1.0,69.2,13.3,30.8,13,4,16.7,6,1,42.9,7,3,33.3,9,3,15,13,2,0.0,0.0,0.1,-0.1
2009,20082009,2,Air Force,Mountain West,80145,Phillip Brown,C,2,0,7,2,0,2,0,0,0,8.7,200.0,166.2,33.8,0.6,100.0,1.0,,0.0,,100.0,1,1,100.0,1,1,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
2009,20082009,3,Akron,MAC,63574,Eric Coblentz,G,13,1,61,20,1,8,5,2,0,18.2,117.0,92.3,24.7,0.4,50.0,0.495,5.0,27.8,37.5,38.9,18,7,60.0,5,3,30.8,13,4,40.0,5,2,8,5,3,0.131,0.2,0.1,0.1
2009,20082009,3,Akron,MAC,71168,Nikola Cvetinovic,F,36,20,481,162,33,78,22,19,2,21.0,99.7,92.9,6.8,0.5,48.5,0.522,0.67,42.0,37.5,48.1,131,63,48.1,129,62,50.0,2,1,63.6,55,35,96,60,36,0.125,1.5,1.1,0.4
2009,20082009,3,Akron,MAC,71171,Brett McClanahan,G,21,0,273,89,15,20,20,12,0,22.2,98.3,87.5,10.8,0.5,44.0,0.462,1.33,10.9,29.6,31.5,92,29,26.1,23,6,33.3,69,23,80.0,10,8,27,19,8,0.132,0.9,0.8,0.1
2009,20082009,3,Akron,MAC,73650,Humpty Hitchens,G,35,25,786,307,86,81,78,44,1,26.4,93.2,96.1,-2.9,0.5,47.4,0.51,0.91,23.4,18.4,39.2,273,107,46.3,134,62,32.4,139,45,75.0,64,48,49,40,9,0.087,1.7,1.6,0.1
2009,20082009,3,Akron,MAC,74973,Darryl Roberts,G,36,23,933,298,49,55,58,24,3,17.2,115.4,100.2,15.2,2.0,51.9,0.594,1.18,37.7,21.9,40.5,215,87,41.3,92,38,39.8,123,49,92.6,81,75,64,50,14,0.146,3.4,1.6,1.8
2009,20082009,3,Akron,MAC,74974,Steve McNees,G,36,10,774,209,45,66,68,19,4,17.3,102.8,99.5,3.3,0.9,48.3,0.511,1.51,31.1,25.8,35.6,180,64,38.3,47,18,34.6,133,46,62.5,56,35,66,49,17,0.103,2.0,1.3,0.7
2009,20082009,3,Akron,MAC,74975,Brett McKnight,F,36,2,765,403,68,100,41,21,6,32.1,100.5,96.0,4.5,1.4,47.6,0.517,0.6,35.6,38.0,43.6,337,147,48.2,249,120,30.7,88,27,68.3,120,82,129,80,49,0.136,2.6,1.6,1.0
2009,20082009,3,Akron,MAC,74976,Mike Bardo,C,36,10,535,59,18,86,16,11,20,8.1,92.8,96.6,-3.8,0.1,46.9,0.471,0.89,63.3,41.8,46.9,49,23,46.9,49,23,0.0,0,0,41.9,31,13,79,46,33,0.082,1.1,1.1,0.0
2009,20082009,3,Akron,MAC,78563,Tim Carroll,F,10,0,43,2,4,0,2,1,2,10.9,40.6,88.9,-48.3,-0.4,20.0,0.2,0.5,0.0,11.1,20.0,5,1,20.0,5,1,0.0,0,0,0.0,0,0,9,8,1,0.0,0.0,0.1,-0.1
2009,20082009,3,Akron,MAC,78564,Chris McKnight,F,36,23,893,332,50,76,38,28,12,21.1,109.9,94.7,15.2,1.8,49.6,0.552,0.76,67.2,39.4,46.1,232,107,49.2,185,91,34.0,47,16,65.4,156,102,170,103,67,0.161,3.6,2.0,1.6
2009,20082009,3,Akron,MAC,78565,Jimmy Conyers,F,36,7,512,115,37,66,28,23,9,16.1,93.0,90.8,2.2,0.2,44.6,0.493,0.76,32.4,37.7,42.2,102,43,50.0,76,38,19.2,26,5,72.7,33,24,114,71,43,0.102,1.3,1.3,0.0
2009,20082009,3,Akron,MAC,78566,Steve Swiech,C,8,0,29,17,2,8,1,0,3,30.2,103.3,75.2,28.1,0.3,57.1,0.555,0.5,21.4,33.3,57.1,14,8,57.1,14,8,0.0,0,0,33.3,3,1,9,6,3,0.138,0.1,0.1,0.0
2009,20082009,3,Akron,MAC,78568,Ronnie Steward,G,6,3,113,20,5,10,16,4,0,17.1,83.5,141.4,-57.9,-0.2,31.3,0.313,3.2,0.0,12.5,28.1,32,9,38.9,18,7,14.3,14,2,0.0,0,0,8,7,1,-0.142,-0.4,-0.2,-0.2
2009,20082009,3,Akron,MAC,80603,Nate Linhart,F,36,31,1077,370,73,91,53,62,18,20.0,106.1,88.6,17.5,1.7,51.2,0.562,0.73,31.5,27.5,44.3,289,128,52.7,167,88,32.8,122,40,81.3,91,74,222,161,61,0.167,4.5,3.0,1.5
2009,20082009,4,Alabama A&M,SWAC,72603,Casey Cantey,G-F,27,4,685,227,65,73,24,29,6,22.1,82.1,356.8,-274.7,-0.5,39.1,0.451,0.37,49.3,30.8,36.2,207,75,39.6,159,63,25.0,48,12,63.7,102,65,104,72,32,-1.109,-19.0,-15.3,-3.7
2009,20082009,4,Alabama A&M,SWAC,72606,Marcus Lee,G,3,0,14,0,5,0,5,2,0,23.0,35.8,,,-0.9,0.0,0.0,1.0,0.0,33.3,0.0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,3,2,1,,,,
2009,20082009,4,Alabama A&M,SWAC,75624,Trant Simpson,G,26,5,865,418,96,43,109,55,2,27.8,99.2,349.2,-250.0,1.7,40.7,0.514,1.14,53.5,29.7,36.2,329,119,37.4,238,89,33.0,91,30,85.2,176,150,64,45,19,-0.661,-14.3,-18.7,4.4
2009,20082009,4,Alabama A&M,SWAC,76109,Jonathan Inman,F,27,1,471,162,29,59,15,10,16,16.6,108.0,352.8,-244.8,0.9,57.3,0.602,0.52,50.9,37.3,57.3,110,63,57.8,109,63,0.0,1,0,64.3,56,36,110,69,41,-0.603,-7.1,-10.3,3.2
