gameId,season,seasonLabel,seasonType,startDate,startTimeTbd,teamId,team,conference,opponentId,opponent,opponentConference,neutralSite,isHome,conferenceGame,gameType,notes,gameMinutes,pace,teamStats_fieldGoals_pct,teamStats_fieldGoals_attempted,teamStats_fieldGoals_made,teamStats_twoPointFieldGoals_pct,teamStats_twoPointFieldGoals_attempted,teamStats_twoPointFieldGoals_made,teamStats_threePointFieldGoals_pct,teamStats_threePointFieldGoals_attempted,teamStats_threePointFieldGoals_made,teamStats_freeThrows_pct,teamStats_freeThrows_attempted,teamStats_freeThrows_made,teamStats_rebounds_total,teamStats_rebounds_defensive,teamStats_rebounds_offensive,teamStats_turnovers_teamTotal,teamStats_turnovers_total,teamStats_fouls_flagrant,teamStats_fouls_technical,teamStats_fouls_total,teamStats_points_fastBreak,teamStats_points_offTurnovers,teamStats_points_inPaint,teamStats_points_byPeriod_0,teamStats_points_byPeriod_1,teamStats_points_largestLead,teamStats_points_total,teamStats_fourFactors_freeThrowRate,teamStats_fourFactors_offensiveReboundPct,teamStats_fourFactors_turnoverRatio,teamStats_fourFactors_effectiveFieldGoalPct,teamStats_assists,teamStats_blocks,teamStats_steals,teamStats_possessions,teamStats_rating,teamStats_trueShooting,teamStats_gameScore,opponentStats_fieldGoals_pct,opponentStats_fieldGoals_attempted,opponentStats_fieldGoals_made,opponentStats_twoPointFieldGoals_pct,opponentStats_twoPointFieldGoals_attempted,opponentStats_twoPointFieldGoals_made,opponentStats_threePointFieldGoals_pct,opponentStats_threePointFieldGoals_attempted,opponentStats_threePointFieldGoals_made,opponentStats_freeThrows_pct,opponentStats_freeThrows_attempted,opponentStats_freeThrows_made,opponentStats_rebounds_total,opponentStats_rebounds_defensive,opponentStats_rebounds_offensive,opponentStats_turnovers_teamTotal,opponentStats_turnovers_total,opponentStats_fouls_flagrant,opponentStats_fouls_technical,opponentStats_fouls_total,opponentStats_points_fastBreak,opponentStats_points_offTurnovers,opponentStats_points_inPaint,opponentStats_points_byPeriod_0,opponentStats_points_byPeriod_1,opponentStats_points_largestLead,opponentStats_points_total,opponentStats_fourFactors_freeThrowRate,opponentStats_fourFactors_offensiveReboundPct,opponentStats_fourFactors_turnoverRatio,opponentStats_fourFactors_effectiveFieldGoalPct,opponentStats_assists,opponentStats_blocks,opponentStats_steals,opponentStats_possessions,opponentStats_rating,opponentStats_trueShooting,opponentStats_gameScore,tournament,teamSeed,opponentSeed,teamStats_points_byPeriod_2,opponentStats_points_byPeriod_2,teamStats_points_byPeriod_3,teamStats_points_byPeriod_4,teamStats_points_byPeriod_5,opponentStats_points_byPeriod_3,opponentStats_points_byPeriod_4,opponentStats_points_byPeriod_5
26464,2021,20202021,regular,2020-12-31 00:00:00+00:00,False,248,SMU,American,289,Temple,American,False,False,True,STD,,40,71.0,51.7,60,31,57.5,40,23,40.0,20,8,50.0,18,9,38,31,7,0,9,0,0,17,13,8,40,37,42,11.0,79,30.0,18.4,12.7,58.3,16,7,3,71.0,111.3,58.2,63.30000000000001,36.8,68,25,43.2,37,16,29.0,31,9,66.7,18,12,43,28,15,0,9,0,0,18,7,12,22,32,39,6.0,71,26.5,34.9,12.7,43.4,10,2,5,71.0,100.0,46.8,47.1,,,,,,,,,,,
26465,2021,20202021,regular,2020-12-31 00:00:00+00:00,False,94,Gardner-Webb,Big South,106,Hampton,Big South,False,False,True,STD,,40,75.0,30.3,66,20,40.0,35,14,19.4,31,6,76.7,30,23,45,29,16,0,11,0,0,22,11,14,26,30,39,7.0,69,45.5,35.6,14.7,34.8,12,4,7,75.0,92.0,43.6,46.30000000000001,45.2,62,28,45.0,40,18,45.5,22,10,73.7,19,14,43,33,10,2,14,0,0,21,7,14,22,37,43,14.0,80,30.6,23.3,18.7,53.2,17,6,5,75.0,106.7,56.9,61.39999999999999,,,,,,,,,,,
26466,2021,20202021,regular,2020-12-31 01:00:00+00:00,False,147,Longwood,Big South,319,UNC Asheville,Big South,False,True,True,STD,,40,66.0,44.6,56,25,50.0,40,20,31.3,16,5,75.0,24,18,38,27,11,1,10,0,0,14,16,7,40,35,38,11.0,73,42.9,28.9,15.2,49.1,8,1,5,66.0,110.6,54.8,52.90000000000001,50.0,62,31,75.0,28,21,29.4,34,10,61.5,13,8,32,24,8,0,8,0,0,17,10,15,40,36,44,13.0,80,21.0,25.0,12.1,58.1,16,5,3,66.0,121.2,59.1,62.70000000000002,,,,,,,,,,,
26466,2021,20202021,regular,2020-12-31 01:00:00+00:00,False,319,UNC Asheville,Big South,147,Longwood,Big South,False,False,True,STD,,40,66.0,50.0,62,31,75.0,28,21,29.4,34,10,61.5,13,8,32,24,8,0,8,0,0,17,10,15,40,36,44,13.0,80,21.0,25.0,12.1,58.1,16,5,3,66.0,121.2,59.1,62.70000000000002,44.6,56,25,50.0,40,20,31.3,16,5,75.0,24,18,38,27,11,1,10,0,0,14,16,7,40,35,38,11.0,73,42.9,28.9,15.2,49.1,8,1,5,66.0,110.6,54.8,52.90000000000001,,,,,,,,,,,
26467,2021,20202021,regular,2020-12-31 01:00:00+00:00,False,354,Winthrop,Big South,41,Campbell,Big South,False,True,True,STD,,40,80.5,38.2,55,21,48.5,33,16,22.7,22,5,74.0,50,37,45,25,20,0,22,0,0,25,2,23,22,39,45,10.0,84,90.9,44.4,27.2,42.7,9,4,11,81.0,103.7,54.5,58.3,62.0,50,31,63.9,36,23,57.1,14,8,52.0,25,13,22,21,1,0,20,0,0,38,2,26,28,33,50,5.0,83,50.0,4.5,25.0,70.0,12,2,11,80.0,103.8,68.0,48.2,,,,,,,,,,,
26467,2021,20202021,regular,2020-12-31 01:00:00+00:00,False,41,Campbell,Big South,354,Winthrop,Big South,False,False,True,STD,,40,80.5,62.0,50,31,63.9,36,23,57.1,14,8,52.0,25,13,22,21,1,0,20,0,0,38,2,26,28,33,50,5.0,83,50.0,4.5,25.0,70.0,12,2,11,80.0,103.8,68.0,48.2,38.2,55,21,48.5,33,16,22.7,22,5,74.0,50,37,45,25,20,0,22,0,0,25,2,23,22,39,45,10.0,84,90.9,44.4,27.2,42.7,9,4,11,81.0,103.7,54.5,58.3,,,,,,,,,,,
26455,2021,20202021,regular,2020-12-31 01:00:00+00:00,False,7,Alcorn State,SWAC,20,Baylor,Big 12,False,False,False,STD,,40,71.0,45.3,53,24,50.0,36,18,35.3,17,6,66.7,33,22,28,14,14,2,18,0,0,21,0,0,0,27,49,4.0,76,62.3,50.0,25.4,50.9,10,1,9,71.0,107.0,56.3,48.39999999999999,54.0,63,34,62.9,35,22,42.9,28,12,80.6,31,25,37,19,18,0,12,0,0,23,0,0,0,59,46,44.0,105,49.2,48.6,16.9,63.5,23,5,10,71.0,147.9,68.5,98.79999999999998,,,,,,,,,,,
26455,2021,20202021,regular,2020-12-31 01:00:00+00:00,False,20,Baylor,Big 12,7,Alcorn State,SWAC,False,True,False,STD,,40,71.0,54.0,63,34,62.9,35,22,42.9,28,12,80.6,31,25,37,19,18,0,12,0,0,23,0,0,0,59,46,44.0,105,49.2,48.6,16.9,63.5,23,5,10,71.0,147.9,68.5,98.79999999999998,45.3,53,24,50.0,36,18,35.3,17,6,66.7,33,22,28,14,14,2,18,0,0,21,0,0,0,27,49,4.0,76,62.3,50.0,25.4,50.9,10,1,9,71.0,107.0,56.3,48.39999999999999,,,,,,,,,,,
26469,2021,20202021,regular,2020-12-31 02:00:00+00:00,False,277,St. Bonaventure,A-10,240,Rhode Island,A-10,False,False,True,STD,,40,69.5,39.3,61,24,41.3,46,19,33.3,15,5,40.0,10,4,29,15,14,1,20,0,2,25,5,22,34,29,28,6.0,57,16.4,48.3,28.6,43.4,14,4,12,70.0,81.4,43.6,30.39999999999999,47.8,46,22,60.0,30,18,25.0,16,4,60.0,25,15,42,28,14,0,24,0,2,17,8,19,32,27,36,11.0,63,54.3,33.3,34.8,52.2,14,4,10,69.0,91.3,55.3,45.599999999999994,,,,,,,,,,,
26469,2021,20202021,regular,2020-12-31 02:00:00+00:00,False,240,Rhode Island,A-10,277,St. Bonaventure,A-10,False,True,True,STD,,40,69.5,47.8,46,22,60.0,30,18,25.0,16,4,60.0,25,15,42,28,14,0,24,0,2,17,8,19,32,27,36,11.0,63,54.3,33.3,34.8,52.2,14,4,10,69.0,91.3,55.3,45.599999999999994,39.3,61,24,41.3,46,19,33.3,15,5,40.0,10,4,29,15,14,1,20,0,2,25,5,22,34,29,28,6.0,57,16.4,48.3,28.6,43.4,14,4,12,70.0,81.4,43.6,30.39999999999999,,,,,,,,,,,
26468,2021,20202021,regular,2020-12-31 02:00:00+00:00,False,57,Colorado State,Mountain West,92,Fresno State,Mountain West,False,True,True,STD,,40,72.5,52.3,44,23,63.6,22,14,40.9,22,9,81.3,32,26,36,34,2,0,18,0,0,15,0,11,0,41,40,31.0,81,72.7,5.6,25.0,62.5,17,3,5,72.0,112.5,69.7,63.599999999999994,34.3,67,23,45.9,37,17,20.0,30,6,50.0,14,7,34,20,14,0,14,0,0,26,0,19,0,17,42,2.0,59,20.9,41.2,19.2,38.8,11,2,5,73.0,80.8,40.3,24.0,,,,,,,,,,,
26468,2021,20202021,regular,2020-12-31 02:00:00+00:00,False,92,Fresno State,Mountain West,57,Colorado State,Mountain West,False,False,True,STD,,40,72.5,34.3,67,23,45.9,37,17,20.0,30,6,50.0,14,7,34,20,14,0,14,0,0,26,0,19,0,17,42,2.0,59,20.9,41.2,19.2,38.8,11,2,5,73.0,80.8,40.3,24.0,52.3,44,23,63.6,22,14,40.9,22,9,81.3,32,26,36,34,2,0,18,0,0,15,0,11,0,41,40,31.0,81,72.7,5.6,25.0,62.5,17,3,5,72.0,112.5,69.7,63.599999999999994,,,,,,,,,,,
26470,2021,20202021,regular,2020-12-31 03:00:00+00:00,False,34,Butler,Big East,235,Providence,Big East,False,False,True,STD,,40,56.0,34.4,61,21,40.0,35,14,26.9,26,7,60.0,10,6,32,18,14,0,8,0,2,12,2,12,28,18,37,0.0,55,16.4,43.8,14.3,40.2,10,4,4,56.0,98.2,42.0,35.3,58.3,48,28,62.9,35,22,46.2,13,6,75.0,12,9,32,28,4,2,13,0,0,14,10,9,32,35,36,20.0,71,25.0,12.5,23.2,64.6,18,3,5,56.0,126.8,66.6,59.7,,,,,,,,,,,
26471,2021,20202021,regular,2020-12-31 03:00:00+00:00,False,239,Radford,Big South,233,Presbyterian,Big South,False,False,True,STD,,40,62.5,60.5,43,26,65.6,32,21,45.5,11,5,66.7,21,14,31,23,8,0,17,0,0,18,3,16,42,32,39,6.0,71,48.8,25.8,27.0,66.3,13,1,6,63.0,112.7,68.0,52.60000000000001,40.7,54,22,38.2,34,13,45.0,20,9,80.0,15,12,24,14,10,0,10,0,0,20,10,17,14,36,29,9.0,65,27.8,41.7,16.1,49.1,11,2,9,62.0,104.8,53.6,46.10000000000001,,,,,,,,,,,
26471,2021,20202021,regular,2020-12-31 03:00:00+00:00,False,233,Presbyterian,Big South,239,Radford,Big South,False,True,True,STD,,40,62.5,40.7,54,22,38.2,34,13,45.0,20,9,80.0,15,12,24,14,10,0,10,0,0,20,10,17,14,36,29,9.0,65,27.8,41.7,16.1,49.1,11,2,9,62.0,104.8,53.6,46.10000000000001,60.5,43,26,65.6,32,21,45.5,11,5,66.7,21,14,31,23,8,0,17,0,0,18,3,16,42,32,39,6.0,71,48.8,25.8,27.0,66.3,13,1,6,63.0,112.7,68.0,52.60000000000001,,,,,,,,,,,
26470,2021,20202021,regular,2020-12-31 03:00:00+00:00,False,235,Providence,Big East,34,Butler,Big East,False,True,True,STD,,40,56.0,58.3,48,28,62.9,35,22,46.2,13,6,75.0,12,9,32,28,4,2,13,0,0,14,10,9,32,35,36,20.0,71,25.0,12.5,23.2,64.6,18,3,5,56.0,126.8,66.6,59.7,34.4,61,21,40.0,35,14,26.9,26,7,60.0,10,6,32,18,14,0,8,0,2,12,2,12,28,18,37,0.0,55,16.4,43.8,14.3,40.2,10,4,4,56.0,98.2,42.0,35.3,,,,,,,,,,,
26472,2021,20202021,regular,2020-12-31 04:00:00+00:00,False,161,Massachusetts,A-10,95,George Mason,A-10,False,True,True,STD,,50,75.6,38.5,65,25,42.9,35,15,33.3,30,10,72.7,44,32,42,33,9,0,16,0,0,28,15,10,22,28,34,9.0,92,67.7,21.4,17.0,46.2,16,4,7,94.0,97.9,54.5,61.7,47.1,68,32,48.1,52,25,43.8,16,7,61.1,36,22,47,37,10,2,18,0,0,34,12,20,44,25,37,4.0,93,52.9,21.3,18.9,52.2,19,8,11,95.0,97.9,55.5,69.0,,,,18.0,18.0,12.0,,,13.0,,
26472,2021,20202021,regular,2020-12-31 04:00:00+00:00,False,95,George Mason,A-10,161,Massachusetts,A-10,False,False,True,STD,,50,75.6,47.1,68,32,48.1,52,25,43.8,16,7,61.1,36,22,47,37,10,2,18,0,0,34,12,20,44,25,37,4.0,93,52.9,21.3,18.9,52.2,19,8,11,95.0,97.9,55.5,69.0,38.5,65,25,42.9,35,15,33.3,30,10,72.7,44,32,42,33,9,0,16,0,0,28,15,10,22,28,34,9.0,92,67.7,21.4,17.0,46.2,16,4,7,94.0,97.9,54.5,61.7,,,,18.0,18.0,13.0,,,12.0,,
26473,2021,20202021,regular,2020-12-31 04:00:00+00:00,False,109,High Point,Big South,268,South Carolina Upstate,Big South,False,True,True,STD,,40,60.0,46.2,39,18,52.2,23,12,37.5,16,6,70.0,30,21,30,26,4,0,10,0,0,14,0,8,0,36,27,11.0,63,76.9,13.3,16.4,53.8,12,6,4,61.0,103.3,60.3,50.9,37.0,54,20,43.2,37,16,23.5,17,4,61.5,13,8,33,21,12,1,11,0,0,21,0,10,0,28,24,2.0,52,24.1,36.4,18.6,40.7,9,4,6,59.0,88.1,43.5,30.599999999999994,,,,,,,,,,,
26473,2021,20202021,regular,2020-12-31 04:00:00+00:00,False,268,South Carolina Upstate,Big South,109,High Point,Big South,False,False,True,STD,,40,60.0,37.0,54,20,43.2,37,16,23.5,17,4,61.5,13,8,33,21,12,1,11,0,0,21,0,10,0,28,24,2.0,52,24.1,36.4,18.6,40.7,9,4,6,59.0,88.1,43.5,30.599999999999994,46.2,39,18,52.2,23,12,37.5,16,6,70.0,30,21,30,26,4,0,10,0,0,14,0,8,0,36,27,11.0,63,76.9,13.3,16.4,53.8,12,6,4,61.0,103.3,60.3,50.9,,,,,,,,,,,
26457,2021,20202021,regular,2020-12-31 04:00:00+00:00,False,213,Notre Dame,ACC,339,Virginia,ACC,False,True,True,STD,,40,59.0,40.0,45,18,52.0,25,13,25.0,20,5,76.2,21,16,31,28,3,0,7,0,0,11,0,0,0,24,33,0.0,57,46.7,9.7,11.9,45.6,13,1,3,59.0,96.6,52.5,42.60000000000001,46.6,58,27,59.4,32,19,30.8,26,8,50.0,8,4,35,28,7,0,5,0,0,15,0,0,0,30,36,11.0,66,13.8,20.0,8.5,53.4,14,3,3,59.0,111.9,53.6,51.8,,,,,,,,,,,
26457,2021,20202021,regular,2020-12-31 04:00:00+00:00,False,339,Virginia,ACC,213,Notre Dame,ACC,False,False,True,STD,,40,59.0,46.6,58,27,59.4,32,19,30.8,26,8,50.0,8,4,35,28,7,0,5,0,0,15,0,0,0,30,36,11.0,66,13.8,20.0,8.5,53.4,14,3,3,59.0,111.9,53.6,51.8,40.0,45,18,52.0,25,13,25.0,20,5,76.2,21,16,31,28,3,0,7,0,0,11,0,0,0,24,33,0.0,57,46.7,9.7,11.9,45.6,13,1,3,59.0,96.6,52.5,42.60000000000001,,,,,,,,,,,
26458,2021,20202021,regular,2020-12-31 04:30:00+00:00,False,216,Ohio State,Big Ten,188,Nebraska,Big Ten,False,True,True,STD,,40,72.0,49.2,63,31,61.3,31,19,37.5,32,12,80.0,20,16,45,34,11,0,10,0,0,18,11,21,30,38,52,41.0,90,31.7,24.4,13.9,58.7,16,5,3,72.0,125.0,62.7,75.10000000000001,28.3,60,17,44.4,27,12,15.2,33,5,71.4,21,15,35,22,13,0,15,0,0,20,0,2,22,21,33,2.0,54,35.0,37.1,20.8,32.5,3,3,6,72.0,75.0,39.0,19.300000000000004,,,,,,,,,,,
26458,2021,20202021,regular,2020-12-31 04:30:00+00:00,False,188,Nebraska,Big Ten,216,Ohio State,Big Ten,False,False,True,STD,,40,72.0,28.3,60,17,44.4,27,12,15.2,33,5,71.4,21,15,35,22,13,0,15,0,0,20,0,2,22,21,33,2.0,54,35.0,37.1,20.8,32.5,3,3,6,72.0,75.0,39.0,19.300000000000004,49.2,63,31,61.3,31,19,37.5,32,12,80.0,20,16,45,34,11,0,10,0,0,18,11,21,30,38,52,41.0,90,31.7,24.4,13.9,58.7,16,5,3,72.0,125.0,62.7,75.10000000000001,,,,,,,,,,,
26474,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,1167,Newman University,,352,Wichita State,American,False,False,False,STD,,40,79.0,26.9,67,18,34.1,44,15,13.0,23,3,40.0,10,4,39,27,12,0,19,0,0,14,8,14,28,18,25,0.0,43,14.9,30.8,24.1,29.1,6,0,10,79.0,54.4,30.1,7.0,49.3,67,33,55.6,45,25,36.4,22,8,53.8,13,7,47,38,9,0,16,0,0,13,10,19,48,46,35,40.0,81,19.4,19.1,20.3,55.2,21,4,9,79.0,102.5,55.7,67.89999999999999,,,,,,,,,,,
26475,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,359,Xavier,Big East,263,Seton Hall,Big East,False,True,True,STD,,40,68.0,43.1,65,28,56.1,41,23,20.8,24,5,63.6,11,7,28,19,9,0,8,0,0,14,7,10,36,28,40,6.0,68,16.9,32.1,11.6,46.9,22,3,5,69.0,98.6,48.7,52.99999999999999,52.5,61,32,65.8,38,25,30.4,23,7,100.0,14,14,42,32,10,0,10,0,0,15,0,13,0,44,41,27.0,85,23.0,23.8,14.9,58.2,19,3,3,67.0,126.9,63.3,74.1,,,,,,,,,,,
26475,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,263,Seton Hall,Big East,359,Xavier,Big East,False,False,True,STD,,40,68.0,52.5,61,32,65.8,38,25,30.4,23,7,100.0,14,14,42,32,10,0,10,0,0,15,0,13,0,44,41,27.0,85,23.0,23.8,14.9,58.2,19,3,3,67.0,126.9,63.3,74.1,43.1,65,28,56.1,41,23,20.8,24,5,63.6,11,7,28,19,9,0,8,0,0,14,7,10,36,28,40,6.0,68,16.9,32.1,11.6,46.9,22,3,5,69.0,98.6,48.7,52.99999999999999,,,,,,,,,,,
26476,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,64,Dayton,A-10,137,La Salle,A-10,False,True,True,STD,,40,63.5,46.0,50,23,57.6,33,19,23.5,17,4,83.3,18,15,30,21,9,1,14,0,0,13,2,15,24,30,35,11.0,65,36.0,30.0,22.2,50.0,14,0,1,63.0,103.2,56.1,42.19999999999999,46.4,56,26,56.7,30,17,34.6,26,9,54.5,11,6,31,19,12,1,14,0,0,18,12,14,28,25,42,6.0,67,19.6,38.7,21.9,54.5,13,1,8,64.0,104.7,55.1,46.900000000000006,,,,,,,,,,,
26476,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,137,La Salle,A-10,64,Dayton,A-10,False,False,True,STD,,40,63.5,46.4,56,26,56.7,30,17,34.6,26,9,54.5,11,6,31,19,12,1,14,0,0,18,12,14,28,25,42,6.0,67,19.6,38.7,21.9,54.5,13,1,8,64.0,104.7,55.1,46.900000000000006,46.0,50,23,57.6,33,19,23.5,17,4,83.3,18,15,30,21,9,1,14,0,0,13,2,15,24,30,35,11.0,65,36.0,30.0,22.2,50.0,14,0,1,63.0,103.2,56.1,42.19999999999999,,,,,,,,,,,
26474,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,352,Wichita State,American,1167,Newman University,,False,True,False,STD,,40,79.0,49.3,67,33,55.6,45,25,36.4,22,8,53.8,13,7,47,38,9,0,16,0,0,13,10,19,48,46,35,40.0,81,19.4,19.1,20.3,55.2,21,4,9,79.0,102.5,55.7,67.89999999999999,26.9,67,18,34.1,44,15,13.0,23,3,40.0,10,4,39,27,12,0,19,0,0,14,8,14,28,18,25,0.0,43,14.9,30.8,24.1,29.1,6,0,10,79.0,54.4,30.1,7.0,,,,,,,,,,,
26477,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,63,Davidson,A-10,242,Richmond,A-10,False,True,True,STD,,40,66.0,47.5,61,29,61.1,36,22,28.0,25,7,64.3,14,9,32,21,11,1,11,0,0,10,5,9,40,36,38,5.0,74,23.0,34.4,16.7,53.3,12,2,6,66.0,112.1,55.1,55.69999999999999,57.4,54,31,60.5,38,23,50.0,16,8,83.3,12,10,24,22,2,0,9,0,0,11,7,16,36,36,44,8.0,80,22.2,8.3,13.6,64.8,15,5,6,66.0,121.2,67.5,68.4,,,,,,,,,,,
26477,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,242,Richmond,A-10,63,Davidson,A-10,False,False,True,STD,,40,66.0,57.4,54,31,60.5,38,23,50.0,16,8,83.3,12,10,24,22,2,0,9,0,0,11,7,16,36,36,44,8.0,80,22.2,8.3,13.6,64.8,15,5,6,66.0,121.2,67.5,68.4,47.5,61,29,61.1,36,22,28.0,25,7,64.3,14,9,32,21,11,1,11,0,0,10,5,9,40,36,38,5.0,74,23.0,34.4,16.7,53.3,12,2,6,66.0,112.1,55.1,55.69999999999999,,,,,,,,,,,
26478,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,98,Georgia,SEC,174,Mississippi State,SEC,False,True,True,STD,,40,74.0,40.0,65,26,42.5,40,17,36.0,25,9,66.7,18,12,41,28,13,0,15,0,0,17,0,0,0,27,46,0.0,73,27.7,31.7,20.0,46.9,16,2,4,75.0,97.3,50.1,47.80000000000001,43.9,66,29,43.6,39,17,44.4,27,12,72.2,18,13,42,29,13,0,12,0,0,17,0,0,0,41,42,20.0,83,27.3,31.0,16.4,53.0,15,7,8,73.0,113.7,56.1,68.80000000000001,,,,,,,,,,,
26478,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,174,Mississippi State,SEC,98,Georgia,SEC,False,False,True,STD,,40,74.0,43.9,66,29,43.6,39,17,44.4,27,12,72.2,18,13,42,29,13,0,12,0,0,17,0,0,0,41,42,20.0,83,27.3,31.0,16.4,53.0,15,7,8,73.0,113.7,56.1,68.80000000000001,40.0,65,26,42.5,40,17,36.0,25,9,66.7,18,12,41,28,13,0,15,0,0,17,0,0,0,27,46,0.0,73,27.7,31.7,20.0,46.9,16,2,4,75.0,97.3,50.1,47.80000000000001,,,,,,,,,,,
26479,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,16,Auburn,SEC,12,Arkansas,SEC,False,True,True,STD,,40,75.0,51.9,54,28,52.0,25,13,51.7,29,15,58.3,24,14,34,23,11,1,19,0,0,20,0,0,0,41,44,1.0,85,44.4,32.4,25.3,65.7,18,5,6,75.0,113.3,65.8,64.10000000000001,49.2,65,32,62.2,37,23,32.1,28,9,77.4,31,24,34,21,13,1,10,0,0,16,0,0,0,47,50,12.0,97,47.7,38.2,13.3,56.2,13,4,13,75.0,129.3,61.7,85.39999999999998,,,,,,,,,,,
26479,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,12,Arkansas,SEC,16,Auburn,SEC,False,False,True,STD,,40,75.0,49.2,65,32,62.2,37,23,32.1,28,9,77.4,31,24,34,21,13,1,10,0,0,16,0,0,0,47,50,12.0,97,47.7,38.2,13.3,56.2,13,4,13,75.0,129.3,61.7,85.39999999999998,51.9,54,28,52.0,25,13,51.7,29,15,58.3,24,14,34,23,11,1,19,0,0,20,0,0,0,41,44,1.0,85,44.4,32.4,25.3,65.7,18,5,6,75.0,113.3,65.8,64.10000000000001,,,,,,,,,,,
26480,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,22,Belmont,OVC,184,Murray State,OVC,False,True,True,STD,,40,65.0,45.0,60,27,55.0,40,22,25.0,20,5,81.8,11,9,32,24,8,2,9,0,0,6,0,0,42,26,42,17.0,68,18.3,25.0,13.8,49.2,17,4,6,65.0,104.6,52.4,58.09999999999998,42.9,49,21,51.6,31,16,27.8,18,5,72.7,11,8,27,23,4,0,15,0,0,9,0,0,0,25,30,1.0,55,22.4,14.8,23.1,48.0,11,4,4,65.0,84.6,51.1,33.49999999999999,,,,,,,,,,,
26480,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,184,Murray State,OVC,22,Belmont,OVC,False,False,True,STD,,40,65.0,42.9,49,21,51.6,31,16,27.8,18,5,72.7,11,8,27,23,4,0,15,0,0,9,0,0,0,25,30,1.0,55,22.4,14.8,23.1,48.0,11,4,4,65.0,84.6,51.1,33.49999999999999,45.0,60,27,55.0,40,22,25.0,20,5,81.8,11,9,32,24,8,2,9,0,0,6,0,0,42,26,42,17.0,68,18.3,25.0,13.8,49.2,17,4,6,65.0,104.6,52.4,58.09999999999998,,,,,,,,,,,
26481,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,75,East Tennessee State,SoCon,348,Western Carolina,SoCon,False,True,True,STD,,40,69.0,50.0,62,31,56.8,37,21,40.0,25,10,58.3,24,14,33,22,11,0,12,0,0,18,20,20,38,33,53,11.0,86,38.7,33.3,17.1,58.1,17,2,13,70.0,122.9,59.3,72.39999999999999,50.0,54,27,63.0,27,17,37.0,27,10,77.8,18,14,33,26,7,1,19,0,0,23,21,17,28,38,40,12.0,78,33.3,21.2,27.9,59.3,16,1,6,68.0,114.7,63.0,51.8,,,,,,,,,,,
26481,2021,20202021,regular,2020-12-31 05:00:00+00:00,False,348,Western Carolina,SoCon,75,East Tennessee State,SoCon,False,False,True,STD,,40,69.0,50.0,54,27,63.0,27,17,37.0,27,10,77.8,18,14,33,26,7,1,19,0,0,23,21,17,28,38,40,12.0,78,33.3,21.2,27.9,59.3,16,1,6,68.0,114.7,63.0,51.8,50.0,62,31,56.8,37,21,40.0,25,10,58.3,24,14,33,22,11,0,12,0,0,18,20,20,38,33,53,11.0,86,38.7,33.3,17.1,58.1,17,2,13,70.0,122.9,59.3,72.39999999999999,,,,,,,,,,,
26482,2021,20202021,regular,2020-12-31 05:30:00+00:00,False,162,McNeese,Southland,557,Champion Christian,,False,True,False,STD,,40,69.0,54.4,68,37,59.2,49,29,42.1,19,8,64.3,14,9,35,21,14,0,9,0,0,9,0,23,0,44,47,21.0,91,20.6,40.0,13.0,60.3,26,2,8,69.0,131.9,61.4,87.30000000000001,56.1,57,32,60.0,40,24,47.1,17,8,50.0,8,4,26,20,6,1,16,0,0,15,0,13,0,29,47,0.0,76,14.0,23.1,23.2,63.2,15,3,6,69.0,110.1,62.8,54.099999999999994,,,,,,,,,,,
26482,2021,20202021,regular,2020-12-31 05:30:00+00:00,False,557,Champion Christian,,162,McNeese,Southland,False,False,False,STD,,40,69.0,56.1,57,32,60.0,40,24,47.1,17,8,50.0,8,4,26,20,6,1,16,0,0,15,0,13,0,29,47,0.0,76,14.0,23.1,23.2,63.2,15,3,6,69.0,110.1,62.8,54.099999999999994,54.4,68,37,59.2,49,29,42.1,19,8,64.3,14,9,35,21,14,0,9,0,0,9,0,23,0,44,47,21.0,91,20.6,40.0,13.0,60.3,26,2,8,69.0,131.9,61.4,87.30000000000001,,,,,,,,,,,
26484,2021,20202021,regular,2020-12-31 06:00:00+00:00,False,185,NC State,ACC,26,Boston College,ACC,False,True,True,STD,,40,68.0,51.9,54,28,71.9,32,23,22.7,22,5,69.2,26,18,31,20,11,0,16,0,0,17,7,18,46,45,34,15.0,79,48.1,35.5,23.2,56.5,16,1,11,69.0,114.5,60.4,63.000000000000014,47.4,57,27,53.1,32,17,40.0,25,10,75.0,16,12,33,20,13,0,17,0,0,24,12,15,26,35,41,2.0,76,28.1,39.4,25.4,56.1,11,1,5,67.0,113.4,59.3,47.20000000000002,,,,,,,,,,,
